purchase_order_item_id,purchase_order_id,product_id,quantity,unit_cost
POI00002639,PO0005321,PRD00136,375,9775.56
POI00002640,PO0004386,PRD00270,164,2874.72
POI00002641,PO0007052,PRD00627,474,8481.58
POI00002642,PO0006839,PRD00045,170,3578.64
POI00002643,PO0007778,PRD00181,235,2679.75
POI00002644,PO0009321,PRD00190,224,6496.64
POI00002645,PO0000449,PRD00223,164,13596.37
POI00002646,PO0004712,PRD00370,122,218.27
POI00002647,PO0000105,PRD00334,441,8334.09
POI00002648,PO0009362,PRD00654,279,8610.81
POI00002649,PO0008621,PRD00258,30,13278.68
POI00002650,PO0007555,PRD00067,233,10482.12
POI00002651,PO0000934,PRD00246,192,12678.87
POI00002652,PO0001927,PRD00702,63,12933.45
POI00002653,PO0007584,PRD00003,469,4143.44
POI00002654,PO0006637,PRD00286,401,4652.92
POI00002655,PO0003427,PRD00837,64,2785.86
POI00002656,PO0006407,PRD00759,150,6538.09
POI00002657,PO0004064,PRD00273,112,3864.46
POI00002658,PO0006171,PRD00663,227,8339.74
POI00002659,PO0007975,PRD00590,117,14268.77
POI00002660,PO0001172,PRD00338,374,755.93
POI00002661,PO0003760,PRD00432,374,6955.57
POI00002662,PO0008811,PRD00007,495,9585.73
POI00002663,PO0005591,PRD00102,202,6423.07
POI00002664,PO0008041,PRD00188,160,5763.09
POI00002665,PO0007713,PRD00762,335,13051.68
POI00002666,PO0008475,PRD00607,361,12074.14
POI00002667,PO0003761,PRD00999,349,8190.82
POI00002668,PO0006236,PRD00159,289,11218.67
POI00002669,PO0003181,PRD00492,70,5276.64
POI00002670,PO0000577,PRD00600,337,6787.54
POI00002671,PO0000873,PRD00272,229,5905.57
POI00002672,PO0006465,PRD00148,495,12811.77
POI00002673,PO0009276,PRD00177,117,12210.75
POI00002674,PO0005916,PRD00163,69,8801.64
POI00002675,PO0004237,PRD00334,333,8334.09
POI00002676,PO0006156,PRD00220,330,3710.28
POI00002677,PO0009557,PRD00685,117,2103.9
POI00002678,PO0006087,PRD00165,490,9742.97
POI00002679,PO0004392,PRD00123,193,6279.12
POI00002680,PO0004455,PRD00513,29,7371.4
POI00002681,PO0005479,PRD00881,318,13176.07
POI00002682,PO0006714,PRD00866,411,3511.46
POI00002683,PO0006744,PRD00559,488,1762.14
POI00002684,PO0006127,PRD00940,229,12016.56
POI00002685,PO0007569,PRD00401,244,8016.45
POI00002686,PO0009178,PRD00596,147,6569.94
POI00002687,PO0003886,PRD00320,438,1168.76
POI00002688,PO0003109,PRD00105,266,7072.97
POI00002689,PO0006739,PRD00029,236,4613.81
POI00002690,PO0000268,PRD00344,191,8985.89
POI00002691,PO0006003,PRD00586,481,4430.6
POI00002692,PO0009952,PRD00545,220,7193.96
POI00002693,PO0008267,PRD00090,403,7083.4
POI00002694,PO0005217,PRD00292,409,14246.05
POI00002695,PO0004375,PRD00100,191,3533.63
POI00002696,PO0007719,PRD00935,396,2872.31
POI00002697,PO0001465,PRD00187,81,4183.24
POI00002698,PO0007482,PRD00453,308,5806.99
POI00002699,PO0000009,PRD00067,252,10482.12
POI00002700,PO0005778,PRD00590,83,14268.77
POI00002701,PO0004497,PRD00771,260,10772.54
POI00002702,PO0002769,PRD00551,255,6646.28
POI00002703,PO0009855,PRD00628,423,2699.31
POI00002704,PO0009254,PRD00955,11,9957.38
POI00002705,PO0005041,PRD00555,210,9697.74
POI00002706,PO0003721,PRD00218,436,4399.57
POI00002707,PO0004447,PRD00901,264,1036.08
POI00002708,PO0004725,PRD00962,348,8264.3
POI00002709,PO0002214,PRD00074,278,12787.56
POI00002710,PO0008841,PRD00795,184,10383.68
POI00002711,PO0006931,PRD00993,487,2432.86
POI00002712,PO0005753,PRD00090,204,7083.4
POI00002713,PO0005621,PRD00221,127,13068.22
POI00002714,PO0002748,PRD00632,209,12709.49
POI00002715,PO0008120,PRD00932,23,12917.17
POI00002716,PO0000975,PRD00992,278,10351.03
POI00002717,PO0008037,PRD00516,196,8281.91
POI00002718,PO0003170,PRD00728,293,6550.29
POI00002719,PO0001704,PRD00862,326,5699.76
POI00002720,PO0009995,PRD00157,241,3075.86
POI00002721,PO0006234,PRD00095,348,11653.35
POI00002722,PO0002010,PRD00421,165,3240.17
POI00002723,PO0009698,PRD00233,446,9106.69
POI00002724,PO0001017,PRD00687,275,6890.21
POI00002725,PO0000986,PRD00645,432,13236.02
POI00002726,PO0003196,PRD00709,453,12622.33
POI00002727,PO0000296,PRD00712,147,5380.83
POI00002728,PO0006956,PRD00931,467,7216.54
POI00002729,PO0003693,PRD00518,313,8231.59
POI00002730,PO0004807,PRD00970,331,2893.48
POI00002731,PO0001853,PRD00010,247,704.09
POI00002732,PO0004112,PRD00494,286,12749.77
POI00002733,PO0006562,PRD00454,163,7551.83
POI00002734,PO0003025,PRD00187,193,4183.24
POI00002735,PO0009466,PRD00632,435,12709.49
POI00002736,PO0001265,PRD00358,371,14322.76
POI00002737,PO0000209,PRD00647,303,2506.84
POI00002738,PO0002967,PRD00157,322,3075.86
POI00002739,PO0004034,PRD00708,179,13605.38
POI00002740,PO0004657,PRD00221,55,13068.22
POI00002741,PO0003670,PRD00667,422,12142.23
POI00002742,PO0009066,PRD00183,365,6823.92
POI00002743,PO0008309,PRD00758,477,14670.2
POI00002744,PO0000287,PRD00300,170,10666.34
POI00002745,PO0008745,PRD00766,419,11198.97
POI00002746,PO0001449,PRD00995,47,1957.35
POI00002747,PO0004565,PRD00994,361,971.84
POI00002748,PO0003698,PRD00458,246,10221.05
POI00002749,PO0007870,PRD00783,94,6326.48
POI00002750,PO0009342,PRD00093,273,12182.24
POI00002751,PO0003425,PRD00244,117,4688.28
POI00002752,PO0002369,PRD00633,431,8823.37
POI00002753,PO0000665,PRD00641,214,5254.41
POI00002754,PO0001492,PRD00796,348,5431.54
POI00002755,PO0006397,PRD00168,240,5878.6
POI00002756,PO0002062,PRD00333,85,755.02
POI00002757,PO0009193,PRD00596,274,6569.94
POI00002758,PO0002748,PRD00781,461,10401.92
POI00002759,PO0008161,PRD00468,264,7437.41
POI00002760,PO0004587,PRD00010,338,704.09
POI00002761,PO0002162,PRD00326,358,12217.09
POI00002762,PO0003959,PRD00431,472,11469.34
POI00002763,PO0003377,PRD00403,347,560.68
POI00002764,PO0004002,PRD00326,426,12217.09
POI00002765,PO0008328,PRD00757,413,1024.97
POI00002766,PO0003142,PRD00055,26,8911.04
POI00002767,PO0003640,PRD00260,236,500.56
POI00002768,PO0007486,PRD00709,402,12622.33
POI00002769,PO0002787,PRD00930,433,3393.62
POI00002770,PO0004939,PRD00289,384,5500.6
POI00002771,PO0008593,PRD00702,311,12933.45
POI00002772,PO0008229,PRD00378,142,5802.93
POI00002773,PO0001384,PRD00114,362,6866.0
POI00002774,PO0005869,PRD00189,442,1559.74
POI00002775,PO0006113,PRD00781,75,10401.92
POI00002776,PO0005073,PRD00401,192,8016.45
POI00002777,PO0009479,PRD00847,167,9711.63
POI00002778,PO0008672,PRD00299,416,14959.16
POI00002779,PO0007088,PRD00409,473,13153.77
POI00002780,PO0000736,PRD00353,422,9182.34
POI00002781,PO0007082,PRD00308,169,1994.75
POI00002782,PO0006952,PRD00951,494,12745.6
POI00002783,PO0004344,PRD00298,130,1909.75
POI00002784,PO0004028,PRD00507,107,8978.67
POI00002785,PO0008404,PRD00372,237,12777.81
POI00002786,PO0005911,PRD00246,405,12678.87
POI00002787,PO0005743,PRD00820,112,12985.07
POI00002788,PO0002830,PRD00407,52,2170.82
POI00002789,PO0004079,PRD00283,98,14607.96
POI00002790,PO0009060,PRD00709,396,12622.33
POI00002791,PO0005114,PRD00930,158,3393.62
POI00002792,PO0003032,PRD00887,432,6428.3
POI00002793,PO0007481,PRD00602,150,12799.03
POI00002794,PO0008245,PRD00417,383,13839.61
POI00002795,PO0006701,PRD00948,349,5378.23
POI00002796,PO0001684,PRD00143,35,2616.16
POI00002797,PO0008436,PRD00528,179,10694.01
POI00002798,PO0009064,PRD00420,105,7232.56
POI00002799,PO0001643,PRD00001,85,9837.33
POI00002800,PO0006744,PRD00003,500,4143.44
POI00002801,PO0009986,PRD00617,159,9490.86
POI00002802,PO0007936,PRD00940,34,12016.56
POI00002803,PO0003614,PRD00307,242,14587.91
POI00002804,PO0009468,PRD00768,88,13360.45
POI00002805,PO0006918,PRD00485,436,9733.24
POI00002806,PO0002890,PRD00568,395,4707.73
POI00002807,PO0008905,PRD00352,216,10163.96
POI00002808,PO0006906,PRD00480,347,10120.83
POI00002809,PO0002116,PRD00715,54,7125.52
POI00002810,PO0001759,PRD00565,345,1309.82
POI00002811,PO0001403,PRD00143,138,2616.16
POI00002812,PO0008688,PRD00317,242,11523.03
POI00002813,PO0008611,PRD00911,462,14452.25
POI00002814,PO0008546,PRD00499,406,5881.43
POI00002815,PO0007510,PRD00124,44,8304.87
POI00002816,PO0008380,PRD00547,402,10434.94
POI00002817,PO0002608,PRD00177,96,12210.75
POI00002818,PO0000614,PRD00167,251,14939.24
POI00002819,PO0003800,PRD00541,388,2451.94
POI00002820,PO0001488,PRD00632,316,12709.49
POI00002821,PO0003053,PRD00188,292,5763.09
POI00002822,PO0004063,PRD00924,458,3584.13
POI00002823,PO0005783,PRD00586,318,4430.6
POI00002824,PO0001046,PRD00661,119,8498.56
POI00002825,PO0001507,PRD00389,167,10776.42
POI00002826,PO0003768,PRD00603,163,3288.11
POI00002827,PO0007667,PRD00357,43,1898.36
POI00002828,PO0001122,PRD00687,334,6890.21
POI00002829,PO0000864,PRD00602,217,12799.03
POI00002830,PO0000020,PRD00410,318,4563.47
POI00002831,PO0002834,PRD00150,12,4175.25
POI00002832,PO0008099,PRD00302,334,7670.64
POI00002833,PO0004185,PRD00162,377,287.67
POI00002834,PO0008952,PRD00168,131,5878.6
POI00002835,PO0006237,PRD00751,55,10373.34
POI00002836,PO0007612,PRD00154,197,9453.46
POI00002837,PO0007801,PRD00448,335,3508.12
POI00002838,PO0003253,PRD00343,426,10133.19
POI00002839,PO0006270,PRD00891,370,6179.97
POI00002840,PO0006043,PRD00396,266,5666.96
POI00002841,PO0002867,PRD00299,85,14959.16
POI00002842,PO0006602,PRD00546,80,218.56
POI00002843,PO0002337,PRD00296,499,13710.05
POI00002844,PO0004277,PRD00438,71,314.72
POI00002845,PO0002318,PRD00102,40,6423.07
POI00002846,PO0007412,PRD00360,482,11230.29
POI00002847,PO0006536,PRD00449,363,4124.74
POI00002848,PO0001720,PRD00879,304,5831.09
POI00002849,PO0008585,PRD00452,183,2503.76
POI00002850,PO0008670,PRD00210,421,5229.98
POI00002851,PO0001822,PRD00777,105,1687.86
POI00002852,PO0002003,PRD00871,103,8636.42
POI00002853,PO0008194,PRD00346,412,2284.81
POI00002854,PO0008258,PRD00805,90,6473.34
POI00002855,PO0001565,PRD00936,77,5539.59
POI00002856,PO0002814,PRD00046,108,2330.39
POI00002857,PO0001356,PRD00715,180,7125.52
POI00002858,PO0001932,PRD00807,304,13935.13
POI00002859,PO0006115,PRD00386,176,7920.56
POI00002860,PO0006279,PRD00941,71,2714.98
POI00002861,PO0005531,PRD00604,168,14528.53
POI00002862,PO0009512,PRD00364,426,10243.38
POI00002863,PO0005243,PRD00858,231,718.7
POI00002864,PO0009883,PRD00928,414,5618.25
POI00002865,PO0003531,PRD00561,203,5531.95
POI00002866,PO0005585,PRD00166,99,9766.65
POI00002867,PO0007497,PRD00335,162,12393.64
POI00002868,PO0006190,PRD00270,165,2874.72
POI00002869,PO0001777,PRD00374,362,290.14
POI00002870,PO0000565,PRD00565,277,1309.82
POI00002871,PO0004242,PRD00887,214,6428.3
POI00002872,PO0007041,PRD00804,498,14440.13
POI00002873,PO0004106,PRD00806,40,164.23
POI00002874,PO0009936,PRD00204,333,1118.21
POI00002875,PO0000916,PRD00494,425,12749.77
POI00002876,PO0001463,PRD00297,457,3281.39
POI00002877,PO0006104,PRD00733,15,8941.35
POI00002878,PO0004517,PRD00662,317,1358.75
POI00002879,PO0003000,PRD00440,348,12108.02
POI00002880,PO0008327,PRD00474,102,4767.61
POI00002881,PO0004342,PRD00328,250,13195.81
POI00002882,PO0002326,PRD00983,104,12437.52
POI00002883,PO0006549,PRD00936,165,5539.59
POI00002884,PO0003508,PRD00117,311,9411.1
POI00002885,PO0001288,PRD00953,449,4127.02
POI00002886,PO0004606,PRD00678,316,815.42
POI00002887,PO0003195,PRD00459,172,11986.98
POI00002888,PO0008626,PRD00896,254,12836.58
POI00002889,PO0008804,PRD00526,145,2102.99
POI00002890,PO0003953,PRD00454,47,7551.83
POI00002891,PO0003988,PRD00648,219,4835.26
POI00002892,PO0005477,PRD00237,327,10209.15
POI00002893,PO0007106,PRD00596,306,6569.94
POI00002894,PO0009101,PRD00475,382,14519.03
POI00002895,PO0006787,PRD00499,208,5881.43
POI00002896,PO0000877,PRD00030,143,7017.62
POI00002897,PO0000150,PRD00455,463,3543.59
POI00002898,PO0008754,PRD00628,485,2699.31
POI00002899,PO0006464,PRD00831,17,14405.2
POI00002900,PO0008631,PRD00487,81,1551.21
POI00002901,PO0008275,PRD00762,202,13051.68
POI00002902,PO0003251,PRD00820,97,12985.07
POI00002903,PO0002217,PRD00228,411,7076.3
POI00002904,PO0007842,PRD00697,285,6403.2
POI00002905,PO0006918,PRD00970,360,2893.48
POI00002906,PO0007885,PRD00747,430,1497.38
POI00002907,PO0004297,PRD00374,231,290.14
POI00002908,PO0008788,PRD00238,390,1063.4
POI00002909,PO0005274,PRD00185,497,6440.0
POI00002910,PO0002948,PRD00042,114,12472.09
POI00002911,PO0000304,PRD00129,139,14713.16
POI00002912,PO0001941,PRD00139,164,11221.75
POI00002913,PO0003952,PRD00777,154,1687.86
POI00002914,PO0000500,PRD00911,280,14452.25
POI00002915,PO0007067,PRD00649,290,13327.93
POI00002916,PO0008433,PRD00373,183,5013.81
POI00002917,PO0004665,PRD00534,355,12763.59
POI00002918,PO0000053,PRD00164,155,7114.43
POI00002919,PO0008632,PRD00719,484,9495.01
POI00002920,PO0000087,PRD00705,498,14962.24
POI00002921,PO0000872,PRD00024,129,5514.18
POI00002922,PO0008950,PRD00488,346,6731.02
POI00002923,PO0006943,PRD00479,271,11981.47
POI00002924,PO0006419,PRD00505,306,10107.88
POI00002925,PO0004749,PRD00391,428,8417.25
POI00002926,PO0008382,PRD00618,235,7236.89
POI00002927,PO0005691,PRD00329,148,14502.96
POI00002928,PO0005744,PRD00126,25,12322.6
POI00002929,PO0005794,PRD00026,301,10030.04
POI00002930,PO0004730,PRD00212,108,194.69
POI00002931,PO0002966,PRD00613,94,2658.28
POI00002932,PO0003029,PRD00920,103,10536.21
POI00002933,PO0003652,PRD00471,363,1676.03
POI00002934,PO0005784,PRD00735,478,8245.45
POI00002935,PO0007135,PRD00679,71,5120.96
POI00002936,PO0002406,PRD00352,467,10163.96
POI00002937,PO0009512,PRD00272,66,5905.57
POI00002938,PO0007498,PRD00835,404,6236.81
POI00002939,PO0004982,PRD00396,99,5666.96
POI00002940,PO0002047,PRD00092,339,1185.31
POI00002941,PO0009838,PRD00044,147,9431.09
POI00002942,PO0007604,PRD00095,245,11653.35
POI00002943,PO0001633,PRD00145,322,6936.79
POI00002944,PO0005878,PRD00804,13,14440.13
POI00002945,PO0003352,PRD00186,416,13497.06
POI00002946,PO0000007,PRD00213,463,11481.28
POI00002947,PO0000380,PRD00890,378,7834.85
POI00002948,PO0009012,PRD00117,164,9411.1
POI00002949,PO0003448,PRD00172,175,1562.37
POI00002950,PO0004142,PRD00907,322,14636.64
POI00002951,PO0007739,PRD00810,39,6285.69
POI00002952,PO0005689,PRD00247,474,9955.98
POI00002953,PO0006334,PRD00307,334,14587.91
POI00002954,PO0006730,PRD00963,347,8895.2
POI00002955,PO0007703,PRD00221,219,13068.22
POI00002956,PO0001619,PRD00644,287,5838.18
POI00002957,PO0002796,PRD00968,477,14208.61
POI00002958,PO0009213,PRD00112,306,10078.39
POI00002959,PO0006964,PRD00565,470,1309.82
POI00002960,PO0002471,PRD00305,162,1060.96
POI00002961,PO0009918,PRD00114,441,6866.0
POI00002962,PO0001758,PRD00179,105,11993.83
POI00002963,PO0002051,PRD00292,161,14246.05
POI00002964,PO0006871,PRD00814,312,14386.74
POI00002965,PO0008908,PRD00708,482,13605.38
POI00002966,PO0009837,PRD00561,487,5531.95
POI00002967,PO0000276,PRD00087,437,2757.27
POI00002968,PO0007451,PRD00714,278,7100.41
POI00002969,PO0002841,PRD00519,24,4521.82
POI00002970,PO0005535,PRD00804,69,14440.13
POI00002971,PO0005156,PRD00267,351,1734.0
POI00002972,PO0008979,PRD00947,203,8686.66
POI00002973,PO0000064,PRD00893,367,14877.64
POI00002974,PO0008355,PRD00050,68,14145.71
POI00002975,PO0000452,PRD00215,368,7543.91
POI00002976,PO0002027,PRD00487,203,1551.21
POI00002977,PO0006848,PRD00778,16,11600.41
POI00002978,PO0008126,PRD00937,104,5526.96
POI00002979,PO0008633,PRD00600,337,6787.54
POI00002980,PO0003425,PRD00350,403,7818.75
POI00002981,PO0006957,PRD00495,275,13954.44
POI00002982,PO0005207,PRD00919,320,12018.41
POI00002983,PO0005580,PRD00631,352,968.57
POI00002984,PO0005476,PRD00162,293,287.67
POI00002985,PO0003716,PRD00608,247,2030.27
POI00002986,PO0008577,PRD00876,40,12469.02
POI00002987,PO0000606,PRD00869,440,7264.23
POI00002988,PO0004407,PRD00753,469,1627.4
POI00002989,PO0007423,PRD00333,278,755.02
POI00002990,PO0005051,PRD00303,382,3612.1
POI00002991,PO0002691,PRD00893,170,14877.64
POI00002992,PO0004771,PRD00997,328,5423.86
POI00002993,PO0006245,PRD00555,89,9697.74
POI00002994,PO0001137,PRD00610,96,3030.44
POI00002995,PO0003469,PRD00406,86,6081.8
POI00002996,PO0006337,PRD00694,36,9801.68
POI00002997,PO0001010,PRD00584,499,13164.71
POI00002998,PO0003113,PRD00205,265,5692.82
POI00002999,PO0007287,PRD00614,88,6734.49
POI00003000,PO0006595,PRD00319,400,3733.58
POI00003001,PO0006752,PRD00143,269,2616.16
POI00003002,PO0008557,PRD00872,445,13370.7
POI00003003,PO0002931,PRD00613,230,2658.28
POI00003004,PO0000501,PRD00047,13,1038.29
POI00003005,PO0000569,PRD00498,425,515.55
POI00003006,PO0009342,PRD00217,413,12942.68
POI00003007,PO0001124,PRD00894,26,2746.5
POI00003008,PO0008730,PRD00182,297,11205.33
POI00003009,PO0007336,PRD00813,235,1791.65
POI00003010,PO0003908,PRD00879,300,5831.09
POI00003011,PO0009434,PRD00634,334,11006.69
POI00003012,PO0002665,PRD00889,429,161.6
POI00003013,PO0009065,PRD00385,379,11446.95
POI00003014,PO0009204,PRD00938,473,14690.74
POI00003015,PO0007572,PRD00529,331,7382.72
POI00003016,PO0001035,PRD00163,136,8801.64
POI00003017,PO0003289,PRD00989,276,12965.77
POI00003018,PO0005623,PRD00639,495,2796.66
POI00003019,PO0000265,PRD00046,499,2330.39
POI00003020,PO0006972,PRD00042,364,12472.09
POI00003021,PO0008213,PRD00961,185,12916.7
POI00003022,PO0007091,PRD00052,289,3353.77
POI00003023,PO0007202,PRD00333,470,755.02
POI00003024,PO0004993,PRD00121,164,14884.48
POI00003025,PO0001644,PRD00755,220,12949.63
POI00003026,PO0005086,PRD00118,238,13920.88
POI00003027,PO0005891,PRD00155,368,11846.07
POI00003028,PO0007099,PRD00120,96,4716.39
POI00003029,PO0002329,PRD00110,24,13747.81
POI00003030,PO0005386,PRD00052,253,3353.77
POI00003031,PO0001292,PRD00079,29,10823.51
POI00003032,PO0004917,PRD00744,284,13579.31
POI00003033,PO0005908,PRD00826,252,9650.03
POI00003034,PO0007136,PRD00496,237,5018.37
POI00003035,PO0005840,PRD00318,344,13343.83
POI00003036,PO0005897,PRD00166,336,9766.65
POI00003037,PO0001887,PRD00278,356,4458.16
POI00003038,PO0005072,PRD00790,119,11430.76
POI00003039,PO0009735,PRD00954,389,6256.72
POI00003040,PO0001796,PRD00577,392,5565.9
POI00003041,PO0002710,PRD00798,256,10418.61
POI00003042,PO0008950,PRD00935,449,2872.31
POI00003043,PO0004162,PRD00813,234,1791.65
POI00003044,PO0007375,PRD00006,295,12453.87
POI00003045,PO0007160,PRD00309,78,11535.3
POI00003046,PO0000959,PRD00970,465,2893.48
POI00003047,PO0000188,PRD00451,288,11303.64
POI00003048,PO0004237,PRD00726,96,2003.65
POI00003049,PO0002458,PRD00507,450,8978.67
POI00003050,PO0003137,PRD00371,313,6858.89
POI00003051,PO0003913,PRD00424,59,7036.46
POI00003052,PO0005076,PRD00157,15,3075.86
POI00003053,PO0002477,PRD00045,176,3578.64
POI00003054,PO0003742,PRD00803,84,4469.13
POI00003055,PO0008256,PRD00695,265,7153.53
POI00003056,PO0005173,PRD00707,376,5200.05
POI00003057,PO0006092,PRD00907,151,14636.64
POI00003058,PO0007849,PRD00600,215,6787.54
POI00003059,PO0005164,PRD00756,457,13812.34
POI00003060,PO0000856,PRD00819,407,9433.84
POI00003061,PO0003539,PRD00794,110,14754.3
POI00003062,PO0005221,PRD00500,97,8694.03
POI00003063,PO0009359,PRD00923,443,14211.0
POI00003064,PO0006164,PRD00910,219,10913.99
POI00003065,PO0004856,PRD00015,436,4060.74
POI00003066,PO0006319,PRD00168,219,5878.6
POI00003067,PO0001376,PRD00258,294,13278.68
POI00003068,PO0004428,PRD00238,243,1063.4
POI00003069,PO0008708,PRD00399,348,10939.64
POI00003070,PO0006460,PRD00352,219,10163.96
POI00003071,PO0005006,PRD00910,322,10913.99
POI00003072,PO0009323,PRD00077,15,3244.83
POI00003073,PO0003570,PRD00044,186,9431.09
POI00003074,PO0004959,PRD00793,271,871.73
POI00003075,PO0005770,PRD00063,366,7018.31
POI00003076,PO0002903,PRD00275,16,2070.47
POI00003077,PO0005147,PRD00513,457,7371.4
POI00003078,PO0007365,PRD00494,245,12749.77
POI00003079,PO0006582,PRD00541,179,2451.94
POI00003080,PO0001635,PRD00340,78,13976.02
POI00003081,PO0009223,PRD00726,418,2003.65
POI00003082,PO0007594,PRD00929,473,2808.45
POI00003083,PO0000298,PRD00382,220,10379.13
POI00003084,PO0005101,PRD00885,307,14081.25
POI00003085,PO0006389,PRD00594,102,6920.19
POI00003086,PO0006376,PRD00327,374,11465.77
POI00003087,PO0003714,PRD00859,414,13775.1
POI00003088,PO0002483,PRD00722,264,9531.63
POI00003089,PO0002668,PRD00516,17,8281.91
POI00003090,PO0003041,PRD00726,422,2003.65
POI00003091,PO0004467,PRD00334,149,8334.09
POI00003092,PO0007095,PRD00070,177,12755.67
POI00003093,PO0006676,PRD00412,359,14128.47
POI00003094,PO0004957,PRD00295,356,14410.96
POI00003095,PO0005194,PRD00354,145,3435.02
POI00003096,PO0007755,PRD00544,483,6484.13
POI00003097,PO0003841,PRD00024,228,5514.18
POI00003098,PO0000141,PRD00377,329,14726.74
POI00003099,PO0003257,PRD00771,324,10772.54
POI00003100,PO0008751,PRD00076,468,5099.04
POI00003101,PO0003239,PRD00317,302,11523.03
POI00003102,PO0000178,PRD00074,214,12787.56
POI00003103,PO0001226,PRD00766,48,11198.97
POI00003104,PO0003858,PRD00236,173,5509.36
POI00003105,PO0003289,PRD00198,483,2388.57
POI00003106,PO0006691,PRD00897,165,11763.99
POI00003107,PO0003651,PRD00897,49,11763.99
POI00003108,PO0002852,PRD00759,300,6538.09
POI00003109,PO0008536,PRD00993,156,2432.86
POI00003110,PO0003426,PRD00815,33,5837.27
POI00003111,PO0006913,PRD00733,447,8941.35
POI00003112,PO0004169,PRD00317,415,11523.03
POI00003113,PO0007456,PRD00038,246,11694.03
POI00003114,PO0005676,PRD00289,123,5500.6
POI00003115,PO0004011,PRD00637,480,11031.21
POI00003116,PO0003935,PRD00171,213,3321.66
POI00003117,PO0009258,PRD00753,96,1627.4
POI00003118,PO0007781,PRD00768,450,13360.45
POI00003119,PO0002121,PRD00315,191,12650.55
POI00003120,PO0009700,PRD00322,277,11034.26
POI00003121,PO0005314,PRD00806,33,164.23
POI00003122,PO0005489,PRD00658,41,7106.49
POI00003123,PO0001865,PRD00702,112,12933.45
POI00003124,PO0006052,PRD00055,471,8911.04
POI00003125,PO0005456,PRD00310,26,7810.08
POI00003126,PO0005326,PRD00492,363,5276.64
POI00003127,PO0005123,PRD00510,274,9321.6
POI00003128,PO0001461,PRD00358,227,14322.76
POI00003129,PO0000423,PRD00959,115,4695.81
POI00003130,PO0005258,PRD00688,265,5575.81
POI00003131,PO0006454,PRD00587,341,7001.79
POI00003132,PO0004107,PRD00181,345,2679.75
POI00003133,PO0006782,PRD00794,155,14754.3
POI00003134,PO0009402,PRD00801,81,12463.35
POI00003135,PO0002227,PRD00105,198,7072.97
POI00003136,PO0005794,PRD00249,190,10840.05
POI00003137,PO0007360,PRD00923,55,14211.0
POI00003138,PO0000410,PRD00023,211,3880.46
POI00003139,PO0005140,PRD00384,47,6284.42
POI00003140,PO0004170,PRD00456,336,14536.29
POI00003141,PO0003715,PRD00065,359,13939.0
POI00003142,PO0004107,PRD00337,404,11344.08
POI00003143,PO0003738,PRD00605,42,3961.69
POI00003144,PO0005005,PRD00534,384,12763.59
POI00003145,PO0007563,PRD00326,273,12217.09
POI00003146,PO0006197,PRD00941,224,2714.98
POI00003147,PO0000578,PRD00396,306,5666.96
POI00003148,PO0006613,PRD00659,192,2838.43
POI00003149,PO0006764,PRD00449,473,4124.74
POI00003150,PO0001039,PRD00691,41,5216.2
POI00003151,PO0007203,PRD00860,45,1620.12
POI00003152,PO0004090,PRD00165,341,9742.97
POI00003153,PO0005860,PRD00141,479,11958.46
POI00003154,PO0004779,PRD00541,308,2451.94
POI00003155,PO0006767,PRD00591,447,1630.92
POI00003156,PO0006894,PRD00384,152,6284.42
POI00003157,PO0003021,PRD00889,63,161.6
POI00003158,PO0006918,PRD00216,398,12937.52
POI00003159,PO0008164,PRD00303,451,3612.1
POI00003160,PO0007575,PRD00905,383,2985.62
POI00003161,PO0008241,PRD00327,132,11465.77
POI00003162,PO0006792,PRD00667,159,12142.23
POI00003163,PO0001862,PRD00687,302,6890.21
POI00003164,PO0006290,PRD00958,465,1630.61
POI00003165,PO0009508,PRD00769,390,14259.3
POI00003166,PO0008582,PRD00206,97,10846.21
POI00003167,PO0004309,PRD00560,278,14804.29
POI00003168,PO0002160,PRD00404,30,3670.74
POI00003169,PO0004150,PRD00646,410,11847.85
POI00003170,PO0009811,PRD00984,339,5821.18
POI00003171,PO0001806,PRD00430,355,7529.58
POI00003172,PO0009413,PRD00896,10,12836.58
POI00003173,PO0005588,PRD00314,316,8909.78
POI00003174,PO0003783,PRD00514,160,4437.98
POI00003175,PO0000109,PRD00132,213,14475.18
POI00003176,PO0009223,PRD00471,317,1676.03
POI00003177,PO0009295,PRD00555,51,9697.74
POI00003178,PO0007606,PRD00910,433,10913.99
POI00003179,PO0002739,PRD00744,118,13579.31
POI00003180,PO0002073,PRD00572,394,14299.0
POI00003181,PO0000510,PRD00002,136,14088.84
POI00003182,PO0009255,PRD00190,330,6496.64
POI00003183,PO0007129,PRD00897,259,11763.99
POI00003184,PO0009307,PRD00998,141,8420.65
POI00003185,PO0002082,PRD00245,73,2944.72
POI00003186,PO0005701,PRD00637,209,11031.21
POI00003187,PO0003242,PRD00532,55,4963.16
POI00003188,PO0009424,PRD00343,201,10133.19
POI00003189,PO0005249,PRD00930,400,3393.62
POI00003190,PO0007212,PRD00781,29,10401.92
POI00003191,PO0004812,PRD00701,287,7267.54
POI00003192,PO0006948,PRD00973,116,4327.38
POI00003193,PO0000668,PRD00886,134,8868.6
POI00003194,PO0003373,PRD00975,217,9296.52
POI00003195,PO0000204,PRD00451,436,11303.64
POI00003196,PO0007646,PRD00897,15,11763.99
POI00003197,PO0009179,PRD00006,142,12453.87
