order_id,customer_id,order_date,order_status
ORD0008305,CUS005180,2025-08-25,Delivered
ORD0008306,CUS003354,2025-04-03,Delivered
ORD0008307,CUS000782,2026-07-13,Delivered
ORD0008308,CUS003181,2026-06-04,Delivered
ORD0008309,CUS007078,2025-08-08,Processing
ORD0008310,CUS004118,2025-05-28,Delivered
ORD0008311,CUS000556,2025-05-26,Delivered
ORD0008312,CUS004573,2025-04-18,Shipped
ORD0008313,CUS001634,2025-06-23,Delivered
ORD0008314,CUS007869,2025-10-16,Delivered
ORD0008315,CUS003644,2025-09-02,Delivered
ORD0008316,CUS000658,2025-08-06,Delivered
ORD0008317,CUS008480,2026-04-02,Delivered
ORD0008318,CUS009739,2025-01-19,Delivered
ORD0008319,CUS006680,2026-08-17,Delivered
ORD0008320,CUS005066,2025-01-20,Delivered
ORD0008321,CUS004835,2025-11-16,Delivered
ORD0008322,CUS007264,2026-05-25,Shipped
ORD0008323,CUS002351,2025-04-22,Delivered
ORD0008324,CUS008115,2026-04-01,Delivered
ORD0008325,CUS006778,2026-07-26,Delivered
ORD0008326,CUS008144,2026-07-08,Delivered
ORD0008327,CUS001976,2026-07-13,Delivered
ORD0008328,CUS000813,2026-03-21,Delivered
ORD0008329,CUS005002,2025-05-09,Cancelled
ORD0008330,CUS008352,2026-07-09,Delivered
ORD0008331,CUS006215,2026-08-06,Delivered
ORD0008332,CUS006466,2025-12-07,Delivered
ORD0008333,CUS006555,2026-04-29,Processing
ORD0008334,CUS002693,2025-08-09,Delivered
ORD0008335,CUS007628,2026-07-10,Delivered
ORD0008336,CUS003549,2025-12-30,Shipped
ORD0008337,CUS009123,2025-04-20,Shipped
ORD0008338,CUS001756,2025-07-02,Delivered
ORD0008339,CUS003669,2025-07-23,Delivered
ORD0008340,CUS000978,2025-09-13,Delivered
ORD0008341,CUS007995,2026-04-05,Delivered
ORD0008342,CUS002259,2025-10-18,Cancelled
ORD0008343,CUS002691,2025-06-12,Cancelled
ORD0008344,CUS004937,2025-05-19,Delivered
ORD0008345,CUS004041,2026-01-20,Processing
ORD0008346,CUS003203,2026-02-17,Processing
ORD0008347,CUS009261,2025-05-20,Delivered
ORD0008348,CUS006341,2025-04-16,Delivered
ORD0008349,CUS003216,2026-08-06,Delivered
ORD0008350,CUS004720,2025-01-04,Delivered
ORD0008351,CUS009187,2025-04-05,Delivered
ORD0008352,CUS009654,2025-09-22,Shipped
ORD0008353,CUS009631,2026-03-19,Delivered
ORD0008354,CUS005101,2025-09-21,Delivered
ORD0008355,CUS006585,2026-04-09,Delivered
ORD0008356,CUS006345,2026-05-25,Delivered
ORD0008357,CUS008362,2026-08-10,Delivered
ORD0008358,CUS005017,2026-01-07,Delivered
ORD0008359,CUS000319,2026-07-29,Delivered
ORD0008360,CUS000888,2026-06-03,Delivered
ORD0008361,CUS005230,2026-07-18,Delivered
ORD0008362,CUS004809,2025-02-23,Delivered
ORD0008363,CUS003527,2025-03-02,Shipped
ORD0008364,CUS002681,2025-12-30,Delivered
ORD0008365,CUS004617,2026-03-14,Cancelled
ORD0008366,CUS009329,2025-02-18,Delivered
ORD0008367,CUS005228,2025-12-15,Cancelled
ORD0008368,CUS009840,2025-04-03,Delivered
ORD0008369,CUS002604,2026-01-11,Delivered
ORD0008370,CUS000568,2026-07-29,Delivered
ORD0008371,CUS006873,2025-11-29,Delivered
ORD0008372,CUS006296,2025-02-16,Delivered
ORD0008373,CUS006824,2026-04-04,Delivered
ORD0008374,CUS001160,2026-04-17,Delivered
ORD0008375,CUS003601,2026-05-24,Delivered
ORD0008376,CUS001518,2025-05-05,Delivered
ORD0008377,CUS008015,2025-06-09,Delivered
ORD0008378,CUS006980,2026-01-17,Processing
ORD0008379,CUS000294,2025-02-11,Delivered
ORD0008380,CUS006494,2025-06-08,Shipped
ORD0008381,CUS007414,2025-12-11,Delivered
ORD0008382,CUS002945,2025-05-23,Shipped
ORD0008383,CUS001856,2025-09-15,Delivered
ORD0008384,CUS006188,2025-01-28,Delivered
ORD0008385,CUS009713,2025-06-04,Delivered
ORD0008386,CUS005335,2026-02-03,Delivered
ORD0008387,CUS005939,2026-03-17,Delivered
ORD0008388,CUS005663,2025-08-05,Delivered
ORD0008389,CUS006060,2026-02-28,Delivered
ORD0008390,CUS001727,2025-10-16,Delivered
ORD0008391,CUS000889,2026-08-25,Shipped
ORD0008392,CUS001769,2025-04-22,Shipped
ORD0008393,CUS007756,2026-05-06,Delivered
ORD0008394,CUS001719,2026-06-29,Processing
ORD0008395,CUS006888,2025-04-20,Cancelled
ORD0008396,CUS009641,2025-10-07,Delivered
ORD0008397,CUS007673,2026-03-21,Delivered
ORD0008398,CUS007609,2026-01-01,Delivered
ORD0008399,CUS001149,2026-01-06,Delivered
ORD0008400,CUS002737,2025-06-28,Delivered
ORD0008401,CUS008946,2025-12-29,Delivered
ORD0008402,CUS002237,2026-05-03,Delivered
ORD0008403,CUS008419,2025-06-28,Cancelled
ORD0008404,CUS002469,2026-05-01,Delivered
ORD0008405,CUS000436,2026-06-13,Processing
ORD0008406,CUS007677,2025-01-24,Delivered
ORD0008407,CUS008508,2025-11-07,Delivered
ORD0008408,CUS004903,2025-05-27,Delivered
ORD0008409,CUS000611,2025-07-31,Delivered
ORD0008410,CUS003338,2025-10-13,Delivered
ORD0008411,CUS003114,2026-08-03,Delivered
ORD0008412,CUS006445,2025-02-15,Delivered
ORD0008413,CUS007920,2025-11-28,Delivered
ORD0008414,CUS008061,2026-07-14,Delivered
ORD0008415,CUS005177,2025-02-24,Delivered
ORD0008416,CUS002174,2026-04-30,Delivered
ORD0008417,CUS003362,2026-08-13,Delivered
ORD0008418,CUS009946,2025-06-01,Delivered
ORD0008419,CUS008800,2026-03-08,Delivered
ORD0008420,CUS007923,2025-05-30,Delivered
ORD0008421,CUS007914,2025-08-05,Delivered
ORD0008422,CUS003926,2025-09-13,Shipped
ORD0008423,CUS007932,2026-04-05,Processing
ORD0008424,CUS005300,2025-08-04,Delivered
ORD0008425,CUS008776,2026-03-05,Delivered
ORD0008426,CUS009286,2025-11-11,Cancelled
ORD0008427,CUS009690,2025-01-04,Delivered
ORD0008428,CUS009684,2026-05-05,Delivered
ORD0008429,CUS007329,2025-08-13,Delivered
ORD0008430,CUS000939,2026-08-02,Delivered
ORD0008431,CUS003127,2026-06-02,Delivered
ORD0008432,CUS005704,2025-03-19,Delivered
ORD0008433,CUS003756,2025-02-27,Delivered
ORD0008434,CUS008838,2025-11-02,Shipped
ORD0008435,CUS001814,2025-10-25,Delivered
ORD0008436,CUS007555,2025-04-20,Cancelled
ORD0008437,CUS003879,2025-04-02,Delivered
ORD0008438,CUS004605,2025-02-27,Delivered
ORD0008439,CUS009384,2026-06-07,Cancelled
ORD0008440,CUS001522,2026-05-30,Shipped
ORD0008441,CUS002996,2025-08-05,Delivered
ORD0008442,CUS008090,2025-02-15,Delivered
ORD0008443,CUS005855,2025-05-31,Processing
ORD0008444,CUS002972,2026-05-07,Delivered
ORD0008445,CUS005124,2026-02-23,Processing
ORD0008446,CUS003655,2025-11-21,Delivered
ORD0008447,CUS002838,2025-05-02,Delivered
ORD0008448,CUS000614,2025-05-24,Delivered
ORD0008449,CUS009826,2025-04-23,Delivered
ORD0008450,CUS005929,2026-01-28,Delivered
ORD0008451,CUS005723,2025-04-09,Processing
ORD0008452,CUS008967,2025-03-03,Shipped
ORD0008453,CUS001275,2026-01-01,Delivered
ORD0008454,CUS004749,2025-05-24,Processing
ORD0008455,CUS009181,2026-07-15,Delivered
ORD0008456,CUS001790,2025-02-24,Delivered
ORD0008457,CUS003876,2025-12-14,Processing
ORD0008458,CUS007566,2025-04-29,Delivered
ORD0008459,CUS001684,2026-04-18,Delivered
ORD0008460,CUS009712,2025-11-11,Delivered
ORD0008461,CUS004963,2025-06-12,Shipped
ORD0008462,CUS005224,2025-10-30,Delivered
ORD0008463,CUS001489,2026-07-03,Delivered
ORD0008464,CUS002009,2025-04-02,Processing
ORD0008465,CUS009856,2026-05-22,Shipped
ORD0008466,CUS000900,2026-08-24,Processing
ORD0008467,CUS005755,2026-04-16,Delivered
ORD0008468,CUS002420,2026-05-16,Delivered
ORD0008469,CUS003594,2026-04-26,Delivered
ORD0008470,CUS005428,2025-08-09,Shipped
ORD0008471,CUS003198,2026-03-06,Delivered
ORD0008472,CUS006392,2025-06-06,Delivered
ORD0008473,CUS002456,2025-01-30,Delivered
ORD0008474,CUS008768,2026-06-10,Shipped
ORD0008475,CUS009672,2025-09-24,Delivered
ORD0008476,CUS003785,2026-02-04,Shipped
ORD0008477,CUS004298,2025-08-20,Delivered
ORD0008478,CUS006991,2026-05-26,Shipped
ORD0008479,CUS007847,2026-08-24,Shipped
ORD0008480,CUS002977,2025-02-20,Delivered
ORD0008481,CUS008945,2026-04-15,Delivered
ORD0008482,CUS003074,2026-05-12,Delivered
ORD0008483,CUS006161,2026-07-02,Delivered
ORD0008484,CUS000977,2026-05-04,Delivered
ORD0008485,CUS008418,2026-04-04,Delivered
ORD0008486,CUS005656,2026-06-24,Delivered
ORD0008487,CUS001880,2025-12-23,Delivered
ORD0008488,CUS004907,2025-07-30,Shipped
ORD0008489,CUS005634,2026-02-12,Shipped
ORD0008490,CUS009299,2025-06-01,Delivered
ORD0008491,CUS003672,2026-04-16,Processing
ORD0008492,CUS006623,2025-09-11,Delivered
ORD0008493,CUS001010,2026-07-29,Delivered
ORD0008494,CUS002681,2025-03-10,Delivered
ORD0008495,CUS009724,2025-12-14,Delivered
ORD0008496,CUS009637,2026-06-23,Delivered
ORD0008497,CUS009363,2026-03-26,Delivered
ORD0008498,CUS004641,2026-03-31,Shipped
ORD0008499,CUS009408,2026-03-21,Delivered
ORD0008500,CUS003221,2026-07-02,Delivered
ORD0008501,CUS007579,2025-05-14,Cancelled
ORD0008502,CUS000267,2025-12-12,Cancelled
ORD0008503,CUS000655,2025-12-03,Delivered
ORD0008504,CUS004292,2026-07-12,Delivered
ORD0008505,CUS003407,2026-07-17,Delivered
ORD0008506,CUS009072,2026-02-10,Shipped
ORD0008507,CUS005092,2025-11-29,Delivered
ORD0008508,CUS002053,2025-09-24,Delivered
ORD0008509,CUS007890,2026-06-29,Shipped
ORD0008510,CUS006614,2025-01-07,Delivered
ORD0008511,CUS008667,2026-06-19,Delivered
ORD0008512,CUS001480,2025-05-08,Delivered
ORD0008513,CUS005196,2025-04-13,Shipped
ORD0008514,CUS005461,2026-07-28,Processing
ORD0008515,CUS009864,2025-08-13,Shipped
ORD0008516,CUS006060,2025-06-17,Shipped
ORD0008517,CUS006335,2026-03-25,Delivered
ORD0008518,CUS009837,2025-12-22,Shipped
ORD0008519,CUS002146,2025-12-20,Delivered
ORD0008520,CUS003486,2025-11-23,Processing
ORD0008521,CUS000089,2025-03-03,Processing
ORD0008522,CUS000603,2025-02-20,Processing
ORD0008523,CUS001799,2025-09-01,Delivered
ORD0008524,CUS007414,2025-01-26,Shipped
ORD0008525,CUS002849,2025-10-07,Processing
ORD0008526,CUS000786,2026-03-20,Delivered
ORD0008527,CUS001467,2025-01-10,Shipped
ORD0008528,CUS002274,2025-02-24,Delivered
ORD0008529,CUS002330,2026-06-24,Delivered
ORD0008530,CUS004609,2025-11-07,Shipped
ORD0008531,CUS002646,2026-04-08,Delivered
ORD0008532,CUS006337,2025-07-01,Delivered
ORD0008533,CUS006319,2025-10-19,Delivered
ORD0008534,CUS006383,2025-09-06,Processing
ORD0008535,CUS008369,2025-08-17,Delivered
ORD0008536,CUS004183,2026-02-14,Processing
ORD0008537,CUS005148,2025-12-10,Shipped
ORD0008538,CUS000199,2025-11-07,Shipped
ORD0008539,CUS008098,2026-03-02,Processing
ORD0008540,CUS005093,2026-05-28,Delivered
ORD0008541,CUS002762,2025-01-05,Delivered
ORD0008542,CUS007977,2026-06-20,Delivered
ORD0008543,CUS001322,2026-08-04,Delivered
ORD0008544,CUS002355,2026-05-18,Shipped
ORD0008545,CUS008222,2025-03-25,Processing
ORD0008546,CUS001364,2026-06-11,Delivered
ORD0008547,CUS000662,2025-10-10,Delivered
ORD0008548,CUS001791,2025-08-26,Shipped
ORD0008549,CUS005970,2026-01-15,Delivered
ORD0008550,CUS005308,2025-06-23,Delivered
ORD0008551,CUS002425,2025-07-21,Shipped
ORD0008552,CUS001498,2025-02-05,Delivered
ORD0008553,CUS005111,2025-07-09,Delivered
ORD0008554,CUS009842,2025-09-04,Delivered
ORD0008555,CUS001586,2025-02-23,Processing
ORD0008556,CUS004408,2025-04-06,Delivered
ORD0008557,CUS008120,2025-02-25,Shipped
ORD0008558,CUS004265,2025-05-24,Processing
ORD0008559,CUS008171,2025-09-24,Delivered
ORD0008560,CUS009407,2026-05-14,Delivered
ORD0008561,CUS006514,2026-01-10,Delivered
ORD0008562,CUS009640,2026-07-17,Shipped
ORD0008563,CUS002566,2025-02-14,Delivered
ORD0008564,CUS008381,2026-02-18,Shipped
ORD0008565,CUS005205,2025-03-29,Shipped
ORD0008566,CUS008892,2025-09-27,Delivered
ORD0008567,CUS009695,2025-07-04,Delivered
ORD0008568,CUS008331,2026-03-03,Delivered
ORD0008569,CUS004585,2026-07-16,Delivered
ORD0008570,CUS001165,2026-08-15,Processing
ORD0008571,CUS001098,2026-07-16,Delivered
ORD0008572,CUS000060,2026-05-11,Cancelled
ORD0008573,CUS006132,2025-01-18,Delivered
ORD0008574,CUS007626,2025-04-27,Processing
ORD0008575,CUS007381,2026-04-04,Delivered
ORD0008576,CUS003672,2025-11-02,Shipped
ORD0008577,CUS008305,2025-09-23,Cancelled
ORD0008578,CUS007644,2025-05-26,Delivered
ORD0008579,CUS009272,2025-08-10,Delivered
ORD0008580,CUS005997,2025-04-29,Delivered
ORD0008581,CUS005079,2025-01-10,Delivered
ORD0008582,CUS004584,2025-06-13,Delivered
ORD0008583,CUS002531,2025-10-02,Delivered
ORD0008584,CUS005614,2026-06-20,Shipped
ORD0008585,CUS002363,2026-08-18,Shipped
ORD0008586,CUS009454,2025-12-15,Delivered
ORD0008587,CUS004690,2025-07-10,Cancelled
ORD0008588,CUS009269,2025-05-20,Delivered
ORD0008589,CUS005701,2025-01-12,Delivered
ORD0008590,CUS004781,2026-06-29,Cancelled
ORD0008591,CUS009827,2025-08-27,Delivered
ORD0008592,CUS007839,2026-08-08,Delivered
ORD0008593,CUS008097,2026-07-23,Delivered
ORD0008594,CUS004105,2025-05-18,Delivered
ORD0008595,CUS004582,2025-04-22,Processing
ORD0008596,CUS003083,2026-02-13,Processing
ORD0008597,CUS008504,2025-07-07,Cancelled
ORD0008598,CUS004640,2026-07-22,Processing
ORD0008599,CUS003590,2025-11-25,Shipped
ORD0008600,CUS007157,2025-01-26,Delivered
ORD0008601,CUS006134,2026-08-26,Delivered
ORD0008602,CUS002466,2026-06-27,Shipped
ORD0008603,CUS002741,2025-12-23,Delivered
ORD0008604,CUS002547,2025-10-07,Shipped
ORD0008605,CUS008259,2026-01-16,Delivered
ORD0008606,CUS000321,2026-04-26,Delivered
ORD0008607,CUS006468,2025-02-14,Shipped
ORD0008608,CUS007149,2026-08-10,Delivered
ORD0008609,CUS006700,2025-01-26,Delivered
ORD0008610,CUS002242,2025-10-29,Delivered
ORD0008611,CUS007418,2025-08-29,Shipped
ORD0008612,CUS004763,2025-01-10,Delivered
ORD0008613,CUS005989,2025-03-13,Delivered
ORD0008614,CUS005700,2025-03-09,Shipped
ORD0008615,CUS007989,2025-04-24,Cancelled
ORD0008616,CUS008440,2025-12-03,Delivered
ORD0008617,CUS002502,2026-01-22,Delivered
ORD0008618,CUS008201,2025-09-01,Shipped
ORD0008619,CUS002607,2026-04-09,Delivered
ORD0008620,CUS009579,2026-02-08,Delivered
ORD0008621,CUS007067,2025-03-29,Delivered
ORD0008622,CUS003824,2025-09-04,Shipped
ORD0008623,CUS002598,2026-02-02,Shipped
ORD0008624,CUS008592,2026-01-18,Delivered
ORD0008625,CUS007411,2026-03-21,Delivered
ORD0008626,CUS003454,2025-03-04,Delivered
ORD0008627,CUS006425,2025-05-07,Delivered
ORD0008628,CUS009944,2026-07-25,Delivered
ORD0008629,CUS004014,2026-04-02,Delivered
ORD0008630,CUS002197,2025-09-12,Delivered
ORD0008631,CUS005011,2025-08-25,Delivered
ORD0008632,CUS008750,2026-08-09,Processing
ORD0008633,CUS009407,2026-02-16,Delivered
ORD0008634,CUS008087,2025-03-21,Shipped
ORD0008635,CUS000248,2025-02-07,Delivered
ORD0008636,CUS000907,2025-08-09,Processing
ORD0008637,CUS004765,2026-05-10,Shipped
ORD0008638,CUS000596,2026-03-05,Delivered
ORD0008639,CUS002751,2025-12-22,Delivered
ORD0008640,CUS001437,2025-10-01,Delivered
ORD0008641,CUS009383,2025-03-23,Shipped
ORD0008642,CUS000183,2026-05-10,Shipped
ORD0008643,CUS001265,2025-08-05,Shipped
ORD0008644,CUS001591,2025-03-05,Delivered
ORD0008645,CUS008752,2026-08-14,Delivered
ORD0008646,CUS007035,2025-03-27,Shipped
ORD0008647,CUS001868,2026-08-21,Cancelled
ORD0008648,CUS006279,2025-01-10,Delivered
ORD0008649,CUS002423,2025-09-27,Delivered
ORD0008650,CUS001726,2026-02-16,Shipped
ORD0008651,CUS003603,2025-10-18,Delivered
ORD0008652,CUS002435,2026-07-06,Delivered
ORD0008653,CUS003071,2025-09-21,Shipped
ORD0008654,CUS001724,2026-08-11,Processing
ORD0008655,CUS004870,2026-01-19,Delivered
ORD0008656,CUS002893,2025-04-08,Delivered
ORD0008657,CUS007882,2025-11-16,Delivered
ORD0008658,CUS006472,2025-11-17,Delivered
ORD0008659,CUS006733,2025-01-27,Delivered
ORD0008660,CUS003538,2026-01-13,Delivered
ORD0008661,CUS003653,2025-05-07,Processing
ORD0008662,CUS003915,2025-01-03,Delivered
ORD0008663,CUS001024,2026-03-28,Delivered
ORD0008664,CUS004328,2025-03-26,Delivered
ORD0008665,CUS008323,2025-06-26,Cancelled
ORD0008666,CUS000608,2026-01-02,Delivered
ORD0008667,CUS003828,2025-11-15,Shipped
ORD0008668,CUS006357,2025-01-09,Delivered
ORD0008669,CUS005209,2025-06-27,Delivered
ORD0008670,CUS007203,2025-01-31,Processing
ORD0008671,CUS007695,2026-07-10,Delivered
ORD0008672,CUS005660,2026-05-17,Delivered
ORD0008673,CUS003290,2026-04-20,Shipped
ORD0008674,CUS005184,2025-10-18,Delivered
ORD0008675,CUS007878,2025-05-30,Shipped
ORD0008676,CUS009051,2025-11-16,Delivered
ORD0008677,CUS005544,2026-06-14,Delivered
ORD0008678,CUS002046,2025-04-03,Delivered
ORD0008679,CUS004046,2026-04-06,Delivered
ORD0008680,CUS006645,2026-04-23,Shipped
ORD0008681,CUS006046,2025-01-15,Delivered
ORD0008682,CUS008054,2025-07-29,Shipped
ORD0008683,CUS007368,2025-06-13,Delivered
ORD0008684,CUS001923,2025-10-16,Delivered
ORD0008685,CUS006154,2025-12-25,Delivered
ORD0008686,CUS008634,2026-02-10,Processing
ORD0008687,CUS005015,2026-02-24,Delivered
ORD0008688,CUS004162,2026-06-07,Delivered
ORD0008689,CUS009165,2025-01-06,Delivered
ORD0008690,CUS004815,2026-01-11,Delivered
ORD0008691,CUS008950,2026-08-16,Delivered
ORD0008692,CUS006448,2026-04-16,Delivered
ORD0008693,CUS009936,2026-07-11,Shipped
ORD0008694,CUS001424,2025-10-31,Delivered
ORD0008695,CUS001055,2026-06-13,Delivered
ORD0008696,CUS003239,2025-08-29,Delivered
ORD0008697,CUS007719,2025-04-05,Shipped
ORD0008698,CUS000497,2026-01-13,Delivered
ORD0008699,CUS001754,2025-08-02,Processing
ORD0008700,CUS008674,2025-01-01,Delivered
ORD0008701,CUS005959,2026-07-12,Delivered
ORD0008702,CUS007745,2026-01-23,Delivered
ORD0008703,CUS006539,2025-08-22,Shipped
ORD0008704,CUS008513,2026-05-12,Delivered
ORD0008705,CUS001583,2026-07-26,Shipped
ORD0008706,CUS002678,2026-08-23,Processing
ORD0008707,CUS004317,2025-06-26,Delivered
ORD0008708,CUS001687,2025-05-13,Cancelled
ORD0008709,CUS002910,2025-04-12,Cancelled
ORD0008710,CUS004434,2025-12-05,Delivered
ORD0008711,CUS004277,2025-01-11,Delivered
ORD0008712,CUS000008,2025-10-05,Delivered
ORD0008713,CUS001455,2026-04-14,Processing
ORD0008714,CUS002022,2025-03-16,Processing
ORD0008715,CUS006199,2025-06-29,Delivered
ORD0008716,CUS007410,2026-02-11,Processing
ORD0008717,CUS005784,2026-08-11,Shipped
ORD0008718,CUS003467,2026-02-25,Delivered
ORD0008719,CUS003932,2025-07-15,Shipped
ORD0008720,CUS003551,2025-02-14,Delivered
ORD0008721,CUS003552,2026-02-17,Processing
ORD0008722,CUS009690,2025-08-08,Delivered
ORD0008723,CUS005963,2026-05-14,Processing
ORD0008724,CUS009848,2026-05-03,Delivered
ORD0008725,CUS008075,2026-05-11,Shipped
ORD0008726,CUS007171,2026-01-31,Delivered
ORD0008727,CUS004206,2026-03-06,Delivered
ORD0008728,CUS001771,2025-06-13,Delivered
ORD0008729,CUS009430,2025-01-08,Delivered
ORD0008730,CUS000320,2026-02-24,Delivered
ORD0008731,CUS001111,2025-10-06,Delivered
ORD0008732,CUS002362,2025-09-04,Delivered
ORD0008733,CUS006986,2025-02-06,Delivered
ORD0008734,CUS002772,2025-03-31,Delivered
ORD0008735,CUS007390,2025-02-10,Delivered
ORD0008736,CUS008273,2025-10-07,Delivered
ORD0008737,CUS009591,2026-06-28,Cancelled
ORD0008738,CUS007512,2025-09-09,Delivered
ORD0008739,CUS001735,2025-08-15,Delivered
ORD0008740,CUS006652,2025-03-22,Shipped
ORD0008741,CUS000099,2025-02-22,Delivered
ORD0008742,CUS007758,2026-06-28,Delivered
ORD0008743,CUS006373,2025-08-18,Delivered
ORD0008744,CUS004562,2025-04-28,Delivered
ORD0008745,CUS001904,2025-12-02,Delivered
ORD0008746,CUS001052,2026-08-17,Delivered
ORD0008747,CUS002088,2025-08-16,Cancelled
ORD0008748,CUS006906,2025-06-16,Delivered
ORD0008749,CUS005458,2026-03-19,Cancelled
ORD0008750,CUS008863,2025-02-13,Delivered
ORD0008751,CUS000877,2025-01-27,Delivered
ORD0008752,CUS004836,2025-12-30,Delivered
ORD0008753,CUS007247,2025-02-07,Delivered
ORD0008754,CUS004499,2026-07-14,Shipped
ORD0008755,CUS003442,2026-05-19,Delivered
ORD0008756,CUS000220,2025-12-29,Delivered
ORD0008757,CUS005641,2025-02-17,Delivered
ORD0008758,CUS002890,2025-05-07,Delivered
ORD0008759,CUS006422,2026-07-15,Delivered
ORD0008760,CUS008303,2025-12-04,Delivered
ORD0008761,CUS006367,2026-01-14,Shipped
ORD0008762,CUS004207,2026-05-10,Shipped
ORD0008763,CUS000482,2025-09-29,Shipped
ORD0008764,CUS001591,2025-06-03,Delivered
ORD0008765,CUS005048,2025-03-21,Delivered
ORD0008766,CUS001770,2025-12-07,Processing
ORD0008767,CUS002697,2026-06-15,Delivered
ORD0008768,CUS000615,2025-01-24,Delivered
ORD0008769,CUS005116,2025-10-02,Delivered
ORD0008770,CUS007585,2025-12-25,Delivered
ORD0008771,CUS008820,2026-03-12,Processing
ORD0008772,CUS005631,2025-05-16,Processing
ORD0008773,CUS002769,2025-11-10,Delivered
ORD0008774,CUS007015,2025-03-16,Delivered
ORD0008775,CUS007790,2025-02-06,Processing
ORD0008776,CUS001246,2026-07-30,Shipped
ORD0008777,CUS004667,2026-07-29,Shipped
ORD0008778,CUS003705,2025-07-28,Cancelled
ORD0008779,CUS007223,2026-01-13,Shipped
ORD0008780,CUS004241,2026-07-15,Processing
ORD0008781,CUS005719,2026-03-29,Delivered
ORD0008782,CUS008191,2025-01-03,Delivered
ORD0008783,CUS004372,2026-01-20,Delivered
ORD0008784,CUS004032,2025-12-11,Delivered
ORD0008785,CUS007863,2026-05-28,Shipped
ORD0008786,CUS006998,2026-06-17,Delivered
ORD0008787,CUS008106,2025-07-02,Processing
ORD0008788,CUS002420,2026-07-30,Delivered
ORD0008789,CUS004852,2025-07-27,Shipped
ORD0008790,CUS001481,2025-02-10,Delivered
ORD0008791,CUS001176,2026-05-02,Shipped
ORD0008792,CUS003815,2026-03-26,Delivered
ORD0008793,CUS003163,2025-06-10,Delivered
ORD0008794,CUS008532,2026-03-20,Delivered
ORD0008795,CUS000263,2025-04-23,Delivered
ORD0008796,CUS007911,2025-02-24,Delivered
ORD0008797,CUS000088,2025-09-06,Delivered
ORD0008798,CUS007923,2025-07-27,Delivered
ORD0008799,CUS009485,2025-12-10,Delivered
ORD0008800,CUS004823,2025-12-20,Delivered
ORD0008801,CUS002376,2025-05-10,Delivered
ORD0008802,CUS005416,2026-03-16,Delivered
ORD0008803,CUS000837,2025-06-06,Shipped
ORD0008804,CUS000417,2026-06-16,Delivered
ORD0008805,CUS008425,2026-05-11,Delivered
ORD0008806,CUS003573,2025-04-19,Delivered
ORD0008807,CUS007160,2025-03-19,Shipped
ORD0008808,CUS002092,2025-01-27,Processing
ORD0008809,CUS000235,2025-10-22,Processing
ORD0008810,CUS003218,2025-07-14,Delivered
ORD0008811,CUS002310,2026-03-06,Delivered
ORD0008812,CUS005730,2026-04-27,Delivered
ORD0008813,CUS008589,2026-03-31,Shipped
ORD0008814,CUS007791,2025-10-11,Delivered
ORD0008815,CUS002615,2026-01-01,Shipped
ORD0008816,CUS000735,2026-06-19,Shipped
ORD0008817,CUS009890,2026-08-21,Delivered
ORD0008818,CUS006583,2025-08-20,Delivered
ORD0008819,CUS003051,2025-08-20,Delivered
ORD0008820,CUS003950,2025-08-25,Delivered
ORD0008821,CUS006871,2025-12-06,Delivered
ORD0008822,CUS005678,2025-06-30,Delivered
ORD0008823,CUS008815,2025-01-20,Delivered
ORD0008824,CUS000146,2025-12-02,Delivered
ORD0008825,CUS009090,2025-10-15,Cancelled
ORD0008826,CUS001738,2026-01-26,Delivered
ORD0008827,CUS003367,2025-02-18,Delivered
ORD0008828,CUS000019,2025-06-01,Delivered
ORD0008829,CUS002700,2025-02-19,Delivered
ORD0008830,CUS008785,2025-04-17,Delivered
ORD0008831,CUS009732,2026-08-06,Delivered
ORD0008832,CUS000651,2026-02-01,Delivered
ORD0008833,CUS001850,2026-05-18,Delivered
ORD0008834,CUS006424,2025-07-07,Delivered
ORD0008835,CUS002493,2025-03-15,Cancelled
ORD0008836,CUS001844,2025-02-14,Delivered
ORD0008837,CUS002530,2025-09-28,Shipped
ORD0008838,CUS008487,2025-10-02,Delivered
ORD0008839,CUS004791,2026-07-13,Delivered
ORD0008840,CUS008117,2025-05-09,Delivered
ORD0008841,CUS005252,2025-04-27,Delivered
ORD0008842,CUS002018,2025-05-10,Delivered
ORD0008843,CUS004809,2025-07-07,Delivered
ORD0008844,CUS005990,2025-04-03,Shipped
ORD0008845,CUS006160,2025-07-07,Delivered
ORD0008846,CUS005885,2026-01-01,Shipped
ORD0008847,CUS005890,2026-08-07,Shipped
ORD0008848,CUS004364,2025-09-12,Shipped
ORD0008849,CUS004384,2025-06-18,Delivered
ORD0008850,CUS005299,2026-04-01,Delivered
ORD0008851,CUS004919,2026-04-29,Delivered
ORD0008852,CUS008908,2026-08-16,Delivered
ORD0008853,CUS008545,2026-03-08,Delivered
ORD0008854,CUS008502,2026-04-14,Delivered
ORD0008855,CUS002948,2026-07-29,Delivered
ORD0008856,CUS000654,2026-06-14,Delivered
ORD0008857,CUS002167,2025-06-16,Processing
ORD0008858,CUS005858,2025-10-03,Delivered
ORD0008859,CUS004831,2025-05-12,Delivered
ORD0008860,CUS007343,2025-08-20,Delivered
ORD0008861,CUS003766,2025-05-15,Delivered
ORD0008862,CUS008487,2026-07-22,Delivered
ORD0008863,CUS007035,2025-11-03,Delivered
ORD0008864,CUS008532,2025-04-01,Delivered
