inventory_id,warehouse_id,product_id,quantity,reserved_quantity,last_updated
INV0001211,WH003,PRD00325,103,6,2026-07-20
INV0001212,WH003,PRD00570,9,70,2026-07-25
INV0001213,WH003,PRD00923,4,58,2026-07-17
INV0001214,WH003,PRD00650,498,55,2026-07-09
INV0001215,WH003,PRD00390,781,61,2026-07-08
INV0001216,WH003,PRD00825,744,64,2026-07-21
INV0001217,WH003,PRD00260,1191,66,2026-07-18
INV0001218,WH003,PRD00029,996,11,2026-07-09
INV0001219,WH003,PRD00904,649,59,2026-07-06
INV0001220,WH003,PRD00972,479,28,2026-07-25
INV0001221,WH003,PRD00388,680,28,2026-07-16
INV0001222,WH003,PRD00306,433,63,2026-07-08
INV0001223,WH003,PRD00449,76,23,2026-07-25
INV0001224,WH003,PRD00105,1093,75,2026-07-03
INV0001225,WH003,PRD00121,596,7,2026-07-22
INV0001226,WH003,PRD00932,894,76,2026-07-09
INV0001227,WH003,PRD00670,592,58,2026-07-20
INV0001228,WH003,PRD00940,214,78,2026-07-27
INV0001229,WH003,PRD00511,948,67,2026-07-29
INV0001230,WH003,PRD00510,314,5,2026-07-18
INV0001231,WH003,PRD00966,820,19,2026-07-24
INV0001232,WH003,PRD00737,1107,4,2026-07-04
INV0001233,WH003,PRD00303,1176,78,2026-07-21
INV0001234,WH003,PRD00786,324,20,2026-07-24
INV0001235,WH003,PRD00305,272,58,2026-07-22
INV0001236,WH003,PRD00640,873,14,2026-07-05
INV0001237,WH003,PRD00872,921,31,2026-07-04
INV0001238,WH003,PRD00971,914,19,2026-07-31
INV0001239,WH003,PRD00909,161,60,2026-07-05
INV0001240,WH003,PRD00855,46,8,2026-07-29
INV0001241,WH003,PRD00559,913,41,2026-07-12
INV0001242,WH003,PRD00937,676,42,2026-07-10
INV0001243,WH003,PRD00480,801,58,2026-07-18
INV0001244,WH003,PRD00748,602,61,2026-07-25
INV0001245,WH003,PRD00403,754,14,2026-07-31
INV0001246,WH003,PRD00277,857,58,2026-07-10
INV0001247,WH003,PRD00777,621,38,2026-07-24
INV0001248,WH003,PRD00975,1040,72,2026-07-31
INV0001249,WH003,PRD00233,1005,15,2026-07-10
INV0001250,WH003,PRD00123,816,62,2026-07-12
INV0001251,WH003,PRD00365,1006,66,2026-07-04
INV0001252,WH003,PRD00418,1055,6,2026-07-25
INV0001253,WH003,PRD00080,37,21,2026-07-23
INV0001254,WH003,PRD00627,1178,17,2026-07-25
INV0001255,WH003,PRD00217,3,1,2026-07-15
INV0001256,WH003,PRD00539,439,28,2026-07-23
INV0001257,WH003,PRD00892,247,68,2026-07-17
INV0001258,WH003,PRD00710,246,40,2026-07-10
INV0001259,WH003,PRD00107,640,2,2026-07-07
INV0001260,WH003,PRD00644,401,78,2026-07-12
INV0001261,WH003,PRD00745,397,7,2026-07-08
INV0001262,WH003,PRD00008,470,65,2026-07-02
INV0001263,WH003,PRD00792,20,24,2026-07-08
INV0001264,WH003,PRD00645,756,34,2026-07-26
INV0001265,WH003,PRD00043,215,31,2026-07-18
INV0001266,WH003,PRD00785,450,13,2026-07-28
INV0001267,WH003,PRD00638,1169,47,2026-07-07
INV0001268,WH003,PRD00889,59,34,2026-07-15
INV0001269,WH003,PRD00989,1054,80,2026-07-05
INV0001270,WH003,PRD00668,1117,13,2026-07-08
INV0001271,WH003,PRD00626,1108,63,2026-07-10
INV0001272,WH003,PRD00307,747,72,2026-07-05
INV0001273,WH003,PRD00822,1159,59,2026-07-25
INV0001274,WH003,PRD00290,282,22,2026-07-12
INV0001275,WH003,PRD00353,1194,17,2026-07-05
INV0001276,WH003,PRD00458,985,67,2026-07-31
INV0001277,WH003,PRD00823,293,66,2026-07-25
INV0001278,WH003,PRD00961,1177,69,2026-07-20
INV0001279,WH003,PRD00198,431,73,2026-07-29
INV0001280,WH003,PRD00399,79,53,2026-07-27
INV0001281,WH003,PRD00513,63,35,2026-07-02
INV0001282,WH003,PRD00366,878,58,2026-07-15
INV0001283,WH003,PRD00185,849,25,2026-07-03
INV0001284,WH003,PRD00342,82,28,2026-07-15
INV0001285,WH003,PRD00766,130,49,2026-07-14
INV0001286,WH003,PRD00654,138,73,2026-07-08
INV0001287,WH003,PRD00313,527,69,2026-07-20
INV0001288,WH003,PRD00362,982,5,2026-07-18
INV0001289,WH003,PRD00672,777,78,2026-07-02
INV0001290,WH003,PRD00964,1101,52,2026-07-05
INV0001291,WH003,PRD00807,525,34,2026-07-06
INV0001292,WH003,PRD00044,561,75,2026-07-30
INV0001293,WH003,PRD00527,245,69,2026-07-21
INV0001294,WH003,PRD00063,167,5,2026-07-29
INV0001295,WH003,PRD00632,702,33,2026-07-11
INV0001296,WH003,PRD00905,340,56,2026-07-08
INV0001297,WH003,PRD00061,358,41,2026-07-22
INV0001298,WH003,PRD00361,940,29,2026-08-01
INV0001299,WH003,PRD00673,209,64,2026-07-09
INV0001300,WH003,PRD00793,95,67,2026-07-17
INV0001301,WH003,PRD00294,277,43,2026-07-16
INV0001302,WH003,PRD00780,617,22,2026-07-05
INV0001303,WH003,PRD00584,459,2,2026-07-28
INV0001304,WH003,PRD00106,330,60,2026-07-03
INV0001305,WH003,PRD00316,368,62,2026-07-10
INV0001306,WH003,PRD00778,762,20,2026-07-29
INV0001307,WH003,PRD00161,704,21,2026-07-17
INV0001308,WH003,PRD00023,301,30,2026-07-30
INV0001309,WH003,PRD00560,246,34,2026-07-25
INV0001310,WH003,PRD00386,588,8,2026-07-09
INV0001311,WH003,PRD00444,790,49,2026-07-02
INV0001312,WH003,PRD00460,478,69,2026-07-27
INV0001313,WH003,PRD00614,855,59,2026-07-18
INV0001314,WH003,PRD00002,748,74,2026-07-18
INV0001315,WH003,PRD00542,270,59,2026-07-18
INV0001316,WH003,PRD00068,954,14,2026-07-12
INV0001317,WH003,PRD00992,1171,65,2026-07-10
INV0001318,WH003,PRD00204,563,52,2026-08-01
INV0001319,WH003,PRD00434,721,24,2026-07-10
INV0001320,WH003,PRD00266,616,50,2026-07-03
INV0001321,WH003,PRD00017,678,56,2026-07-23
INV0001322,WH003,PRD00012,124,78,2026-07-20
INV0001323,WH003,PRD00935,1102,29,2026-07-24
INV0001324,WH003,PRD00692,1093,55,2026-07-07
INV0001325,WH003,PRD00130,1032,62,2026-07-29
INV0001326,WH003,PRD00920,874,37,2026-07-08
INV0001327,WH003,PRD00155,820,20,2026-07-13
INV0001328,WH003,PRD00728,257,72,2026-07-30
INV0001329,WH003,PRD00979,1018,61,2026-07-08
INV0001330,WH003,PRD00252,395,49,2026-07-08
INV0001331,WH003,PRD00738,39,41,2026-07-25
INV0001332,WH003,PRD00103,4,69,2026-07-03
INV0001333,WH003,PRD00119,131,10,2026-07-07
INV0001334,WH003,PRD00938,26,2,2026-07-31
INV0001335,WH003,PRD00630,987,60,2026-07-15
INV0001336,WH003,PRD00960,484,14,2026-07-06
INV0001337,WH003,PRD00379,1061,20,2026-07-09
INV0001338,WH003,PRD00649,836,26,2026-07-17
INV0001339,WH003,PRD00487,512,9,2026-07-14
INV0001340,WH003,PRD00309,1105,62,2026-07-11
INV0001341,WH003,PRD00089,97,26,2026-07-03
INV0001342,WH003,PRD00231,375,23,2026-07-22
INV0001343,WH003,PRD00062,115,65,2026-07-30
INV0001344,WH003,PRD00264,407,29,2026-07-13
INV0001345,WH003,PRD00803,307,20,2026-07-17
INV0001346,WH003,PRD00243,528,37,2026-07-05
INV0001347,WH003,PRD00254,756,33,2026-07-11
INV0001348,WH003,PRD00997,716,36,2026-07-08
INV0001349,WH003,PRD00969,579,61,2026-07-02
INV0001350,WH003,PRD00286,328,56,2026-07-16
INV0001351,WH003,PRD00762,1012,76,2026-07-06
INV0001352,WH003,PRD00414,357,37,2026-07-23
INV0001353,WH003,PRD00239,896,58,2026-07-03
INV0001354,WH003,PRD00383,155,58,2026-07-23
INV0001355,WH003,PRD00006,48,52,2026-07-03
INV0001356,WH003,PRD00165,802,71,2026-07-20
INV0001357,WH003,PRD00838,920,72,2026-07-08
INV0001358,WH003,PRD00739,1183,33,2026-07-28
INV0001359,WH003,PRD00934,11,48,2026-07-29
INV0001360,WH003,PRD00400,447,60,2026-07-19
INV0001361,WH003,PRD00187,1089,21,2026-07-26
INV0001362,WH003,PRD00662,927,48,2026-07-30
INV0001363,WH003,PRD00218,1148,16,2026-07-22
INV0001364,WH003,PRD00007,418,3,2026-07-15
INV0001365,WH003,PRD00296,1008,66,2026-07-05
INV0001366,WH003,PRD00562,1011,72,2026-08-01
INV0001367,WH003,PRD00336,143,22,2026-07-16
INV0001368,WH003,PRD00869,157,22,2026-07-02
INV0001369,WH003,PRD00348,168,20,2026-07-04
INV0001370,WH003,PRD00498,831,27,2026-07-22
INV0001371,WH003,PRD00221,1137,14,2026-07-21
INV0001372,WH003,PRD00482,889,61,2026-07-30
INV0001373,WH003,PRD00957,68,22,2026-07-02
INV0001374,WH003,PRD00702,796,21,2026-07-27
INV0001375,WH003,PRD00927,664,13,2026-07-13
INV0001376,WH003,PRD00227,409,24,2026-07-22
INV0001377,WH003,PRD00936,858,16,2026-07-07
INV0001378,WH003,PRD00211,1039,36,2026-07-23
INV0001379,WH003,PRD00844,470,62,2026-07-11
INV0001380,WH003,PRD00921,375,69,2026-07-27
INV0001381,WH003,PRD00145,1024,32,2026-08-01
INV0001382,WH003,PRD00774,203,21,2026-07-21
INV0001383,WH003,PRD00610,271,7,2026-07-31
INV0001384,WH003,PRD00588,543,31,2026-07-27
INV0001385,WH003,PRD00206,95,72,2026-07-30
INV0001386,WH003,PRD00471,1107,20,2026-07-16
INV0001387,WH003,PRD00915,241,19,2026-07-23
INV0001388,WH003,PRD00415,986,79,2026-07-20
INV0001389,WH003,PRD00948,857,55,2026-07-03
INV0001390,WH003,PRD00357,955,65,2026-07-26
INV0001391,WH003,PRD00847,53,24,2026-07-29
INV0001392,WH003,PRD00172,1003,21,2026-07-13
INV0001393,WH003,PRD00611,545,6,2026-07-13
INV0001394,WH003,PRD00114,442,60,2026-07-21
INV0001395,WH003,PRD00147,164,27,2026-07-17
INV0001396,WH003,PRD00070,851,68,2026-07-02
INV0001397,WH003,PRD00140,528,67,2026-07-29
INV0001398,WH003,PRD00483,620,13,2026-07-10
INV0001399,WH003,PRD00285,779,63,2026-07-14
INV0001400,WH003,PRD00450,204,71,2026-07-23
INV0001401,WH003,PRD00814,668,8,2026-07-13
INV0001402,WH003,PRD00913,314,0,2026-07-16
INV0001403,WH003,PRD00529,556,79,2026-07-09
INV0001404,WH003,PRD00914,873,44,2026-07-25
INV0001405,WH003,PRD00617,1050,43,2026-07-30
INV0001406,WH003,PRD00347,1167,33,2026-07-31
INV0001407,WH003,PRD00055,764,51,2026-07-15
INV0001408,WH003,PRD00843,593,44,2026-07-12
INV0001409,WH003,PRD00104,1191,27,2026-07-10
INV0001410,WH003,PRD00582,516,6,2026-07-03
INV0001411,WH003,PRD00279,203,6,2026-07-06
INV0001412,WH003,PRD00228,945,46,2026-07-05
INV0001413,WH003,PRD00143,357,70,2026-07-18
INV0001414,WH003,PRD00058,970,21,2026-07-28
INV0001415,WH003,PRD00922,695,60,2026-07-07
INV0001416,WH003,PRD00583,657,6,2026-07-28
INV0001417,WH003,PRD00533,357,43,2026-07-13
INV0001418,WH003,PRD00726,508,15,2026-07-11
INV0001419,WH003,PRD00176,320,23,2026-07-02
INV0001420,WH003,PRD00585,972,21,2026-07-21
INV0001421,WH003,PRD00826,551,36,2026-07-11
INV0001422,WH003,PRD00743,1167,46,2026-07-03
INV0001423,WH003,PRD00420,644,80,2026-08-01
INV0001424,WH003,PRD00395,506,1,2026-07-18
INV0001425,WH003,PRD00205,1180,40,2026-07-15
INV0001426,WH003,PRD00189,271,42,2026-07-24
INV0001427,WH003,PRD00191,876,60,2026-07-02
INV0001428,WH003,PRD00701,901,19,2026-07-25
INV0001429,WH003,PRD00833,768,56,2026-07-11
INV0001430,WH003,PRD00751,993,66,2026-07-26
INV0001431,WH003,PRD00088,1154,1,2026-07-02
INV0001432,WH003,PRD00241,908,40,2026-07-04
INV0001433,WH003,PRD00565,164,52,2026-07-26
INV0001434,WH003,PRD00173,1113,0,2026-07-20
INV0001435,WH003,PRD00581,872,23,2026-07-20
INV0001436,WH003,PRD00801,988,79,2026-07-03
INV0001437,WH003,PRD00722,612,1,2026-07-13
INV0001438,WH003,PRD00628,1184,4,2026-07-18
INV0001439,WH003,PRD00160,427,59,2026-07-09
INV0001440,WH003,PRD00736,278,21,2026-07-13
INV0001441,WH003,PRD00247,228,63,2026-07-20
INV0001442,WH003,PRD00944,561,68,2026-08-01
INV0001443,WH003,PRD00667,445,51,2026-07-30
INV0001444,WH003,PRD00853,585,45,2026-07-23
INV0001445,WH003,PRD00370,513,3,2026-07-11
INV0001446,WH003,PRD00608,373,76,2026-07-30
INV0001447,WH003,PRD00474,741,48,2026-07-22
INV0001448,WH003,PRD00262,39,41,2026-07-09
INV0001449,WH003,PRD00589,1070,35,2026-07-15
INV0001450,WH003,PRD00358,615,9,2026-07-12
INV0001451,WH003,PRD00886,555,73,2026-07-27
INV0001452,WH003,PRD00564,259,68,2026-07-25
INV0001453,WH003,PRD00311,671,51,2026-07-31
INV0001454,WH003,PRD00796,273,17,2026-07-06
INV0001455,WH003,PRD00594,479,45,2026-07-04
INV0001456,WH003,PRD00509,131,10,2026-07-11
INV0001457,WH003,PRD00441,998,38,2026-07-04
INV0001458,WH003,PRD00091,1046,51,2026-07-26
INV0001459,WH003,PRD00602,850,79,2026-07-25
INV0001460,WH003,PRD00183,1106,5,2026-07-21
INV0001461,WH003,PRD00993,1103,32,2026-07-20
INV0001462,WH003,PRD00425,68,60,2026-08-01
INV0001463,WH003,PRD00057,538,29,2026-07-22
INV0001464,WH003,PRD00842,214,62,2026-07-21
INV0001465,WH003,PRD00171,392,10,2026-07-18
INV0001466,WH003,PRD00521,328,54,2026-07-03
INV0001467,WH003,PRD00619,134,4,2026-07-15
INV0001468,WH003,PRD00457,538,41,2026-07-20
INV0001469,WH003,PRD00635,411,9,2026-07-08
INV0001470,WH003,PRD00433,513,57,2026-07-11
INV0001471,WH003,PRD00718,813,13,2026-07-08
INV0001472,WH003,PRD00083,367,53,2026-07-22
INV0001473,WH003,PRD00219,102,67,2026-07-15
INV0001474,WH003,PRD00186,996,46,2026-07-22
INV0001475,WH003,PRD00750,1035,40,2026-07-26
INV0001476,WH003,PRD00477,968,75,2026-07-13
INV0001477,WH003,PRD00494,976,68,2026-07-03
INV0001478,WH003,PRD00981,1047,10,2026-07-19
INV0001479,WH003,PRD00982,858,65,2026-07-12
INV0001480,WH003,PRD00802,88,79,2026-07-20
INV0001481,WH003,PRD00216,675,9,2026-07-29
INV0001482,WH003,PRD00154,1176,70,2026-07-02
INV0001483,WH003,PRD00952,1039,70,2026-07-18
INV0001484,WH003,PRD00459,585,38,2026-07-10
INV0001485,WH003,PRD00110,972,24,2026-07-07
INV0001486,WH003,PRD00137,370,10,2026-07-17
INV0001487,WH003,PRD00870,926,65,2026-07-08
INV0001488,WH003,PRD00532,661,37,2026-07-22
INV0001489,WH003,PRD00180,944,36,2026-07-04
INV0001490,WH003,PRD00125,976,59,2026-08-01
INV0001491,WH003,PRD00985,812,5,2026-07-16
INV0001492,WH003,PRD00268,700,43,2026-07-15
INV0001493,WH003,PRD00197,1039,24,2026-07-23
INV0001494,WH003,PRD00933,1106,47,2026-07-05
INV0001495,WH003,PRD00846,848,36,2026-07-08
INV0001496,WH003,PRD00758,474,21,2026-07-05
INV0001497,WH003,PRD00151,955,46,2026-07-23
INV0001498,WH003,PRD00930,168,9,2026-07-09
INV0001499,WH003,PRD00084,658,54,2026-07-21
INV0001500,WH003,PRD00832,307,60,2026-07-18
INV0001501,WH004,PRD00281,172,44,2026-07-06
INV0001502,WH004,PRD00970,784,20,2026-07-20
INV0001503,WH004,PRD00272,821,79,2026-07-14
INV0001504,WH004,PRD00838,1101,10,2026-07-15
INV0001505,WH004,PRD00426,116,47,2026-07-28
INV0001506,WH004,PRD00945,922,75,2026-07-28
INV0001507,WH004,PRD00079,54,5,2026-07-15
INV0001508,WH004,PRD00374,667,32,2026-07-20
INV0001509,WH004,PRD00491,487,13,2026-07-19
INV0001510,WH004,PRD00715,568,52,2026-07-31
INV0001511,WH004,PRD00643,818,51,2026-07-12
INV0001512,WH004,PRD00814,632,72,2026-07-08
INV0001513,WH004,PRD00928,411,20,2026-07-25
INV0001514,WH004,PRD00312,992,42,2026-07-22
INV0001515,WH004,PRD00452,1103,26,2026-07-16
INV0001516,WH004,PRD00847,1066,25,2026-07-09
INV0001517,WH004,PRD00259,460,29,2026-07-12
INV0001518,WH004,PRD00562,182,33,2026-07-14
INV0001519,WH004,PRD00828,509,19,2026-07-21
INV0001520,WH004,PRD00936,584,65,2026-07-22
INV0001521,WH004,PRD00253,1183,21,2026-07-16
INV0001522,WH004,PRD00173,356,1,2026-07-02
INV0001523,WH004,PRD00099,806,54,2026-07-19
INV0001524,WH004,PRD00549,659,26,2026-07-24
INV0001525,WH004,PRD00595,1023,78,2026-07-18
INV0001526,WH004,PRD00892,179,4,2026-07-14
INV0001527,WH004,PRD00373,43,2,2026-07-28
INV0001528,WH004,PRD00508,1099,10,2026-08-01
INV0001529,WH004,PRD00022,80,2,2026-07-26
INV0001530,WH004,PRD00159,343,53,2026-07-20
INV0001531,WH004,PRD00130,838,11,2026-07-18
INV0001532,WH004,PRD00030,1148,1,2026-07-16
INV0001533,WH004,PRD00294,1047,51,2026-07-07
INV0001534,WH004,PRD00249,525,39,2026-07-10
INV0001535,WH004,PRD00867,1188,8,2026-07-20
INV0001536,WH004,PRD00434,294,63,2026-07-10
INV0001537,WH004,PRD00086,995,52,2026-07-21
INV0001538,WH004,PRD00679,7,18,2026-07-05
INV0001539,WH004,PRD00276,604,20,2026-07-21
INV0001540,WH004,PRD00078,127,10,2026-07-28
INV0001541,WH004,PRD00935,272,73,2026-07-29
INV0001542,WH004,PRD00836,740,25,2026-07-21
INV0001543,WH004,PRD00942,415,58,2026-07-22
INV0001544,WH004,PRD00580,1199,20,2026-07-17
INV0001545,WH004,PRD00817,149,75,2026-07-18
INV0001546,WH004,PRD00154,809,50,2026-07-03
INV0001547,WH004,PRD00739,238,48,2026-07-27
INV0001548,WH004,PRD00063,591,17,2026-07-13
INV0001549,WH004,PRD00397,388,27,2026-07-16
INV0001550,WH004,PRD00788,50,14,2026-07-06
INV0001551,WH004,PRD00106,99,60,2026-07-04
INV0001552,WH004,PRD00119,91,14,2026-07-18
INV0001553,WH004,PRD00743,944,37,2026-07-23
INV0001554,WH004,PRD00129,811,2,2026-07-15
INV0001555,WH004,PRD00524,452,37,2026-07-15
INV0001556,WH004,PRD00085,768,33,2026-07-14
INV0001557,WH004,PRD00833,239,62,2026-07-09
INV0001558,WH004,PRD00458,662,1,2026-07-18
INV0001559,WH004,PRD00117,1121,25,2026-07-29
INV0001560,WH004,PRD00680,270,26,2026-07-25
INV0001561,WH004,PRD00703,236,40,2026-07-05
INV0001562,WH004,PRD00518,463,34,2026-07-13
INV0001563,WH004,PRD00769,1021,48,2026-07-27
INV0001564,WH004,PRD00803,211,62,2026-07-23
INV0001565,WH004,PRD00497,146,3,2026-07-06
INV0001566,WH004,PRD00983,453,57,2026-07-21
INV0001567,WH004,PRD00326,214,38,2026-07-29
INV0001568,WH004,PRD00278,777,35,2026-07-15
INV0001569,WH004,PRD00493,836,49,2026-07-16
INV0001570,WH004,PRD00909,1183,71,2026-07-27
INV0001571,WH004,PRD00244,388,78,2026-07-10
INV0001572,WH004,PRD00137,929,24,2026-07-02
INV0001573,WH004,PRD00463,267,56,2026-07-16
INV0001574,WH004,PRD00432,805,4,2026-07-27
INV0001575,WH004,PRD00444,1076,37,2026-07-10
INV0001576,WH004,PRD00336,846,27,2026-07-04
INV0001577,WH004,PRD00906,736,46,2026-07-03
INV0001578,WH004,PRD00719,728,2,2026-07-30
INV0001579,WH004,PRD00394,289,8,2026-07-11
INV0001580,WH004,PRD00348,1160,10,2026-07-24
INV0001581,WH004,PRD00813,712,16,2026-07-22
INV0001582,WH004,PRD00216,391,43,2026-07-14
INV0001583,WH004,PRD00124,748,30,2026-07-02
INV0001584,WH004,PRD00428,15,10,2026-07-08
INV0001585,WH004,PRD00904,1172,49,2026-07-21
INV0001586,WH004,PRD00689,556,72,2026-07-09
INV0001587,WH004,PRD00730,999,7,2026-07-22
INV0001588,WH004,PRD00241,593,32,2026-07-21
INV0001589,WH004,PRD00775,1162,12,2026-07-24
INV0001590,WH004,PRD00886,641,18,2026-07-08
INV0001591,WH004,PRD00496,144,0,2026-07-28
INV0001592,WH004,PRD00758,76,26,2026-07-16
INV0001593,WH004,PRD00654,1116,60,2026-08-01
INV0001594,WH004,PRD00358,925,9,2026-07-25
INV0001595,WH004,PRD00748,879,2,2026-07-05
INV0001596,WH004,PRD00012,589,16,2026-07-30
INV0001597,WH004,PRD00466,289,12,2026-07-07
INV0001598,WH004,PRD00403,12,4,2026-07-23
INV0001599,WH004,PRD00165,834,69,2026-07-17
INV0001600,WH004,PRD00254,965,45,2026-07-28
INV0001601,WH004,PRD00090,165,5,2026-07-04
INV0001602,WH004,PRD00126,123,67,2026-07-23
INV0001603,WH004,PRD00804,1128,55,2026-07-22
INV0001604,WH004,PRD00246,613,22,2026-07-21
INV0001605,WH004,PRD00670,678,55,2026-07-02
INV0001606,WH004,PRD00108,1059,49,2026-07-06
INV0001607,WH004,PRD00623,291,23,2026-07-27
INV0001608,WH004,PRD00145,112,41,2026-07-07
INV0001609,WH004,PRD00604,545,36,2026-07-07
INV0001610,WH004,PRD00554,193,58,2026-07-30
INV0001611,WH004,PRD00547,36,44,2026-07-02
INV0001612,WH004,PRD00473,783,63,2026-07-26
INV0001613,WH004,PRD00577,294,79,2026-07-26
INV0001614,WH004,PRD00504,842,73,2026-07-06
INV0001615,WH004,PRD00996,67,59,2026-08-01
INV0001616,WH004,PRD00717,778,32,2026-07-11
INV0001617,WH004,PRD00871,1057,63,2026-07-28
INV0001618,WH004,PRD00174,492,42,2026-07-08
INV0001619,WH004,PRD00927,1074,24,2026-07-02
INV0001620,WH004,PRD00968,1150,80,2026-07-04
INV0001621,WH004,PRD00525,1179,42,2026-07-30
INV0001622,WH004,PRD00573,946,46,2026-07-12
INV0001623,WH004,PRD00844,284,6,2026-07-23
INV0001624,WH004,PRD00427,951,61,2026-08-01
INV0001625,WH004,PRD00913,81,39,2026-07-16
INV0001626,WH004,PRD00141,400,0,2026-07-11
INV0001627,WH004,PRD00531,914,50,2026-07-28
INV0001628,WH004,PRD00214,946,31,2026-07-04
INV0001629,WH004,PRD00021,348,46,2026-07-22
INV0001630,WH004,PRD00423,436,69,2026-07-27
INV0001631,WH004,PRD00301,942,39,2026-07-26
INV0001632,WH004,PRD00971,1143,29,2026-07-28
INV0001633,WH004,PRD00182,808,20,2026-07-05
INV0001634,WH004,PRD00721,261,43,2026-07-31
INV0001635,WH004,PRD00538,871,26,2026-07-23
INV0001636,WH004,PRD00792,1084,26,2026-07-18
INV0001637,WH004,PRD00064,482,17,2026-07-04
INV0001638,WH004,PRD00136,474,0,2026-07-30
INV0001639,WH004,PRD00798,532,52,2026-07-24
INV0001640,WH004,PRD00289,868,61,2026-07-21
INV0001641,WH004,PRD00511,61,31,2026-07-16
INV0001642,WH004,PRD00631,115,77,2026-07-22
INV0001643,WH004,PRD00925,604,10,2026-07-15
INV0001644,WH004,PRD00092,645,21,2026-07-31
INV0001645,WH004,PRD00657,434,74,2026-07-17
INV0001646,WH004,PRD00607,215,5,2026-07-06
INV0001647,WH004,PRD00819,247,2,2026-07-24
INV0001648,WH004,PRD00273,553,27,2026-07-26
INV0001649,WH004,PRD00042,73,46,2026-07-08
INV0001650,WH004,PRD00786,88,74,2026-07-15
INV0001651,WH004,PRD00760,109,74,2026-07-14
INV0001652,WH004,PRD00870,494,32,2026-07-31
INV0001653,WH004,PRD00415,1187,52,2026-07-10
INV0001654,WH004,PRD00047,40,7,2026-07-09
INV0001655,WH004,PRD00829,1083,61,2026-07-04
INV0001656,WH004,PRD00196,827,64,2026-07-23
INV0001657,WH004,PRD00655,1078,50,2026-07-21
INV0001658,WH004,PRD00422,670,66,2026-07-11
INV0001659,WH004,PRD00083,620,19,2026-07-27
INV0001660,WH004,PRD00158,719,23,2026-07-05
INV0001661,WH004,PRD00304,951,56,2026-07-20
INV0001662,WH004,PRD00635,1070,45,2026-07-18
INV0001663,WH004,PRD00550,687,46,2026-07-10
INV0001664,WH004,PRD00268,890,37,2026-07-23
INV0001665,WH004,PRD00863,289,74,2026-07-27
INV0001666,WH004,PRD00652,1012,63,2026-07-22
INV0001667,WH004,PRD00705,47,11,2026-07-13
INV0001668,WH004,PRD00560,430,18,2026-07-07
INV0001669,WH004,PRD00290,736,16,2026-07-10
INV0001670,WH004,PRD00695,835,56,2026-07-23
INV0001671,WH004,PRD00981,572,17,2026-07-05
INV0001672,WH004,PRD00749,383,22,2026-07-30
INV0001673,WH004,PRD00377,869,49,2026-07-31
INV0001674,WH004,PRD00646,727,22,2026-07-26
INV0001675,WH004,PRD00166,1042,13,2026-07-24
INV0001676,WH004,PRD00665,1121,57,2026-07-30
INV0001677,WH004,PRD00477,589,23,2026-07-09
INV0001678,WH004,PRD00300,44,28,2026-07-11
INV0001679,WH004,PRD00543,651,58,2026-07-04
INV0001680,WH004,PRD00260,1021,57,2026-07-13
INV0001681,WH004,PRD00708,451,15,2026-07-27
INV0001682,WH004,PRD00916,519,6,2026-07-23
INV0001683,WH004,PRD00500,502,66,2026-07-20
INV0001684,WH004,PRD00571,436,48,2026-07-28
INV0001685,WH004,PRD00759,469,8,2026-07-03
INV0001686,WH004,PRD00481,1004,43,2026-07-12
INV0001687,WH004,PRD00176,719,26,2026-07-26
INV0001688,WH004,PRD00104,956,25,2026-07-12
INV0001689,WH004,PRD00753,609,61,2026-07-18
INV0001690,WH004,PRD00339,884,27,2026-07-31
INV0001691,WH004,PRD00807,889,40,2026-07-15
INV0001692,WH004,PRD00487,729,65,2026-07-28
INV0001693,WH004,PRD00552,929,55,2026-07-21
INV0001694,WH004,PRD00854,614,80,2026-07-07
INV0001695,WH004,PRD00205,795,79,2026-07-14
INV0001696,WH004,PRD00613,138,44,2026-07-11
INV0001697,WH004,PRD00267,1135,72,2026-07-17
INV0001698,WH004,PRD00911,448,3,2026-07-12
INV0001699,WH004,PRD00069,501,62,2026-07-08
INV0001700,WH004,PRD00806,1044,41,2026-07-16
INV0001701,WH004,PRD00327,210,34,2026-07-11
INV0001702,WH004,PRD00483,638,16,2026-07-02
INV0001703,WH004,PRD00342,1160,67,2026-07-05
INV0001704,WH004,PRD00149,408,52,2026-07-15
INV0001705,WH004,PRD00895,957,52,2026-07-29
INV0001706,WH004,PRD00584,43,58,2026-07-22
INV0001707,WH004,PRD00702,48,40,2026-07-20
INV0001708,WH004,PRD00470,160,12,2026-07-03
INV0001709,WH004,PRD00247,710,45,2026-07-21
INV0001710,WH004,PRD00076,198,5,2026-07-17
INV0001711,WH004,PRD00120,612,76,2026-07-12
INV0001712,WH004,PRD00293,1116,15,2026-07-15
INV0001713,WH004,PRD00468,1067,51,2026-07-07
INV0001714,WH004,PRD00821,780,13,2026-07-30
INV0001715,WH004,PRD00872,762,71,2026-07-16
INV0001716,WH004,PRD00764,56,8,2026-07-17
INV0001717,WH004,PRD00754,147,64,2026-07-18
INV0001718,WH004,PRD00344,258,75,2026-07-18
INV0001719,WH004,PRD00523,16,10,2026-07-09
INV0001720,WH004,PRD00943,381,53,2026-07-16
INV0001721,WH004,PRD00128,437,14,2026-07-21
INV0001722,WH004,PRD00488,831,21,2026-07-12
INV0001723,WH004,PRD00939,534,23,2026-07-31
