return_id,order_id,product_id,return_date,quantity,reason
RET0002525,ORD0028815,PRD00845,2025-11-15,1,Late Delivery
RET0002526,ORD0049097,PRD00393,2026-02-26,2,Changed Mind
RET0002527,ORD0049672,PRD00907,2025-05-28,1,Size/Compatibility
RET0002528,ORD0008990,PRD00751,2025-05-16,1,Size/Compatibility
RET0002529,ORD0033593,PRD00392,2025-04-17,3,Changed Mind
RET0002530,ORD0035696,PRD00394,2025-04-28,3,Wrong Product
RET0002531,ORD0049283,PRD00553,2026-07-03,3,Size/Compatibility
RET0002532,ORD0037287,PRD00530,2026-04-11,2,Late Delivery
RET0002533,ORD0020208,PRD00040,2026-07-06,2,Damaged
RET0002534,ORD0018444,PRD00589,2026-06-12,2,Size/Compatibility
RET0002535,ORD0019044,PRD00213,2026-03-20,1,Size/Compatibility
RET0002536,ORD0049276,PRD00978,2026-05-29,3,Changed Mind
RET0002537,ORD0042067,PRD00988,2026-04-27,1,Changed Mind
RET0002538,ORD0003392,PRD00642,2025-11-09,2,Wrong Product
RET0002539,ORD0039938,PRD00414,2025-06-30,1,Wrong Product
RET0002540,ORD0006679,PRD00145,2026-01-29,2,Damaged
RET0002541,ORD0043258,PRD00123,2026-02-04,3,Changed Mind
RET0002542,ORD0006145,PRD00510,2026-01-15,2,Defective
RET0002543,ORD0010879,PRD00541,2025-09-04,3,Changed Mind
RET0002544,ORD0047299,PRD00893,2025-09-19,2,Changed Mind
RET0002545,ORD0013400,PRD00649,2025-02-24,2,Defective
RET0002546,ORD0006435,PRD00498,2026-06-26,3,Damaged
RET0002547,ORD0006004,PRD00350,2025-06-10,3,Late Delivery
RET0002548,ORD0020337,PRD00484,2026-01-14,3,Changed Mind
RET0002549,ORD0003851,PRD00756,2026-03-04,1,Size/Compatibility
RET0002550,ORD0002187,PRD00321,2026-02-13,1,Damaged
RET0002551,ORD0013234,PRD00976,2025-02-08,1,Damaged
RET0002552,ORD0005803,PRD00035,2025-02-18,3,Damaged
RET0002553,ORD0038770,PRD00719,2025-07-14,2,Late Delivery
RET0002554,ORD0012826,PRD00148,2025-06-19,1,Late Delivery
RET0002555,ORD0009829,PRD00584,2025-10-08,1,Damaged
RET0002556,ORD0028610,PRD00358,2026-01-20,2,Changed Mind
RET0002557,ORD0002276,PRD00678,2026-04-10,3,Damaged
RET0002558,ORD0009416,PRD00241,2026-04-01,2,Changed Mind
RET0002559,ORD0010591,PRD00148,2026-07-20,2,Late Delivery
RET0002560,ORD0000502,PRD00841,2025-01-22,2,Late Delivery
RET0002561,ORD0022285,PRD00407,2025-05-25,1,Changed Mind
RET0002562,ORD0022592,PRD00905,2025-12-29,1,Wrong Product
RET0002563,ORD0049622,PRD00491,2025-03-08,2,Changed Mind
RET0002564,ORD0023480,PRD00484,2025-02-24,1,Wrong Product
RET0002565,ORD0049281,PRD00826,2025-09-25,1,Damaged
RET0002566,ORD0031811,PRD00059,2026-01-31,2,Changed Mind
RET0002567,ORD0015925,PRD00560,2025-05-09,2,Late Delivery
RET0002568,ORD0005806,PRD00276,2025-04-30,2,Damaged
RET0002569,ORD0036992,PRD00477,2025-07-24,3,Late Delivery
RET0002570,ORD0043837,PRD00217,2025-06-30,1,Changed Mind
RET0002571,ORD0016359,PRD00239,2025-12-31,3,Changed Mind
RET0002572,ORD0034467,PRD00189,2026-06-01,1,Late Delivery
RET0002573,ORD0010693,PRD00170,2025-05-07,2,Wrong Product
RET0002574,ORD0004517,PRD00827,2026-02-06,3,Wrong Product
RET0002575,ORD0019636,PRD00369,2025-08-17,2,Damaged
RET0002576,ORD0029401,PRD00411,2026-08-09,1,Damaged
RET0002577,ORD0021698,PRD00782,2026-02-12,1,Changed Mind
RET0002578,ORD0043662,PRD00342,2025-10-25,2,Changed Mind
RET0002579,ORD0014165,PRD00111,2025-07-05,3,Size/Compatibility
RET0002580,ORD0012075,PRD00010,2025-05-27,3,Changed Mind
RET0002581,ORD0034054,PRD00645,2025-10-02,3,Wrong Product
RET0002582,ORD0027407,PRD00035,2026-02-13,2,Damaged
RET0002583,ORD0032372,PRD00777,2026-04-05,3,Size/Compatibility
RET0002584,ORD0017582,PRD00233,2025-04-09,2,Wrong Product
RET0002585,ORD0006244,PRD00293,2025-11-22,3,Size/Compatibility
RET0002586,ORD0016853,PRD00354,2025-04-29,2,Size/Compatibility
RET0002587,ORD0040820,PRD00482,2025-08-01,1,Size/Compatibility
RET0002588,ORD0024362,PRD00091,2025-03-21,2,Wrong Product
RET0002589,ORD0041375,PRD00584,2025-04-19,1,Damaged
RET0002590,ORD0008811,PRD00939,2026-07-21,1,Damaged
RET0002591,ORD0035916,PRD00158,2025-09-09,3,Wrong Product
RET0002592,ORD0003459,PRD00362,2025-03-07,2,Changed Mind
RET0002593,ORD0029262,PRD00126,2025-02-15,3,Wrong Product
RET0002594,ORD0020213,PRD00713,2025-07-05,2,Size/Compatibility
RET0002595,ORD0025389,PRD00763,2026-04-18,2,Size/Compatibility
RET0002596,ORD0005259,PRD00149,2025-03-30,2,Defective
RET0002597,ORD0014202,PRD00199,2026-07-22,1,Defective
RET0002598,ORD0009350,PRD00524,2026-06-15,2,Wrong Product
RET0002599,ORD0018220,PRD00844,2025-11-18,1,Defective
RET0002600,ORD0034236,PRD00413,2026-01-31,1,Size/Compatibility
RET0002601,ORD0004526,PRD00061,2025-08-27,3,Damaged
RET0002602,ORD0013891,PRD00241,2026-08-10,2,Defective
RET0002603,ORD0038045,PRD00685,2025-06-25,3,Changed Mind
RET0002604,ORD0024637,PRD00456,2025-06-20,3,Wrong Product
RET0002605,ORD0013953,PRD00664,2026-03-14,2,Wrong Product
RET0002606,ORD0048376,PRD00755,2025-05-11,1,Late Delivery
RET0002607,ORD0038994,PRD00777,2025-01-03,1,Wrong Product
RET0002608,ORD0015969,PRD00328,2025-11-09,2,Defective
RET0002609,ORD0000471,PRD00657,2026-05-06,1,Changed Mind
RET0002610,ORD0027571,PRD00949,2025-11-22,1,Defective
RET0002611,ORD0016389,PRD00713,2026-04-29,2,Changed Mind
RET0002612,ORD0018050,PRD00303,2026-03-24,2,Damaged
RET0002613,ORD0029645,PRD00441,2025-04-26,1,Defective
RET0002614,ORD0043234,PRD00514,2025-04-25,2,Changed Mind
RET0002615,ORD0005666,PRD00844,2025-09-16,2,Defective
RET0002616,ORD0043089,PRD00379,2025-12-07,2,Changed Mind
RET0002617,ORD0012049,PRD00420,2025-02-12,1,Late Delivery
RET0002618,ORD0049686,PRD00900,2026-04-13,1,Wrong Product
RET0002619,ORD0039703,PRD00681,2025-12-01,2,Size/Compatibility
RET0002620,ORD0021902,PRD00722,2025-02-16,1,Defective
RET0002621,ORD0049260,PRD00616,2025-11-13,2,Defective
RET0002622,ORD0045461,PRD00133,2025-05-08,3,Damaged
RET0002623,ORD0037338,PRD00970,2025-02-28,2,Wrong Product
RET0002624,ORD0045776,PRD00518,2025-12-31,3,Changed Mind
RET0002625,ORD0007550,PRD00248,2025-10-11,1,Changed Mind
RET0002626,ORD0033526,PRD00701,2025-09-03,1,Defective
RET0002627,ORD0037634,PRD00713,2025-03-02,1,Size/Compatibility
RET0002628,ORD0004665,PRD00537,2025-07-27,3,Wrong Product
RET0002629,ORD0044948,PRD00025,2025-11-28,1,Damaged
RET0002630,ORD0024563,PRD00944,2026-03-20,1,Damaged
RET0002631,ORD0023201,PRD00245,2025-04-08,3,Damaged
RET0002632,ORD0005159,PRD00740,2025-04-05,3,Defective
RET0002633,ORD0000684,PRD00115,2026-08-25,3,Changed Mind
RET0002634,ORD0004536,PRD00941,2026-05-28,3,Wrong Product
RET0002635,ORD0043611,PRD00974,2025-03-01,2,Late Delivery
RET0002636,ORD0044829,PRD00549,2025-09-18,3,Changed Mind
RET0002637,ORD0047307,PRD00761,2025-02-20,1,Late Delivery
RET0002638,ORD0039142,PRD00549,2026-02-15,2,Damaged
RET0002639,ORD0045045,PRD00584,2025-02-11,2,Defective
RET0002640,ORD0009305,PRD00133,2026-08-25,1,Changed Mind
RET0002641,ORD0025633,PRD00519,2025-04-22,3,Late Delivery
RET0002642,ORD0001755,PRD00204,2026-03-05,2,Changed Mind
RET0002643,ORD0005386,PRD00992,2025-11-25,1,Late Delivery
RET0002644,ORD0048853,PRD00121,2026-04-20,1,Size/Compatibility
RET0002645,ORD0047899,PRD00802,2026-06-10,1,Wrong Product
RET0002646,ORD0017621,PRD00141,2025-11-01,2,Size/Compatibility
RET0002647,ORD0044698,PRD00217,2026-03-13,2,Defective
RET0002648,ORD0020670,PRD00468,2025-03-18,3,Defective
RET0002649,ORD0042508,PRD00933,2025-02-10,2,Damaged
RET0002650,ORD0021156,PRD00736,2025-05-26,3,Defective
RET0002651,ORD0016392,PRD00530,2026-01-26,2,Late Delivery
RET0002652,ORD0026957,PRD00621,2025-08-22,1,Late Delivery
RET0002653,ORD0022446,PRD00425,2025-09-28,2,Size/Compatibility
RET0002654,ORD0007260,PRD00268,2025-09-09,2,Wrong Product
RET0002655,ORD0031191,PRD00884,2025-02-10,1,Size/Compatibility
RET0002656,ORD0016123,PRD00799,2025-08-08,3,Late Delivery
RET0002657,ORD0007609,PRD00274,2026-03-30,1,Wrong Product
RET0002658,ORD0033030,PRD00679,2026-08-07,3,Changed Mind
RET0002659,ORD0018615,PRD00513,2026-07-03,1,Defective
RET0002660,ORD0015997,PRD00072,2025-10-03,1,Wrong Product
RET0002661,ORD0025382,PRD00047,2026-01-20,3,Late Delivery
RET0002662,ORD0007346,PRD00209,2025-09-06,2,Damaged
RET0002663,ORD0032930,PRD00447,2025-09-05,3,Size/Compatibility
RET0002664,ORD0010860,PRD00526,2025-05-25,1,Size/Compatibility
RET0002665,ORD0038932,PRD00222,2025-05-25,3,Wrong Product
RET0002666,ORD0009360,PRD00682,2025-12-04,3,Defective
RET0002667,ORD0021524,PRD00423,2025-04-01,3,Changed Mind
RET0002668,ORD0003062,PRD00476,2025-03-11,1,Changed Mind
RET0002669,ORD0021924,PRD00324,2025-02-25,2,Changed Mind
RET0002670,ORD0002156,PRD00028,2025-05-16,3,Changed Mind
RET0002671,ORD0028529,PRD00639,2026-06-20,3,Defective
RET0002672,ORD0032063,PRD00461,2026-08-26,2,Wrong Product
RET0002673,ORD0027557,PRD00492,2026-02-11,2,Wrong Product
RET0002674,ORD0022770,PRD00230,2026-07-17,1,Defective
RET0002675,ORD0030334,PRD00046,2026-05-02,2,Damaged
RET0002676,ORD0010642,PRD00935,2025-12-04,1,Late Delivery
RET0002677,ORD0015637,PRD00842,2026-06-27,3,Wrong Product
RET0002678,ORD0035515,PRD00665,2026-07-09,1,Changed Mind
RET0002679,ORD0019146,PRD00928,2025-05-04,3,Size/Compatibility
RET0002680,ORD0040656,PRD00807,2025-02-09,2,Changed Mind
RET0002681,ORD0026191,PRD00096,2026-04-20,3,Changed Mind
RET0002682,ORD0005467,PRD00903,2025-05-16,3,Size/Compatibility
RET0002683,ORD0047792,PRD00164,2025-11-10,1,Changed Mind
RET0002684,ORD0001540,PRD00761,2026-01-10,3,Wrong Product
RET0002685,ORD0009994,PRD00322,2026-05-20,1,Wrong Product
RET0002686,ORD0010920,PRD00318,2025-09-21,1,Defective
RET0002687,ORD0038932,PRD00854,2026-03-13,1,Size/Compatibility
RET0002688,ORD0022132,PRD00289,2025-03-26,2,Defective
RET0002689,ORD0002653,PRD00857,2026-08-02,2,Changed Mind
RET0002690,ORD0026520,PRD00358,2026-06-04,1,Size/Compatibility
RET0002691,ORD0026109,PRD00557,2025-04-09,2,Wrong Product
RET0002692,ORD0024728,PRD00509,2025-03-28,2,Late Delivery
RET0002693,ORD0012789,PRD00920,2025-08-23,3,Changed Mind
RET0002694,ORD0022422,PRD00397,2026-03-03,3,Defective
RET0002695,ORD0044952,PRD00336,2025-07-31,2,Changed Mind
RET0002696,ORD0022028,PRD00555,2026-03-11,1,Size/Compatibility
RET0002697,ORD0041724,PRD01000,2025-01-02,3,Size/Compatibility
RET0002698,ORD0026603,PRD00122,2025-05-13,1,Wrong Product
RET0002699,ORD0034614,PRD00448,2025-02-03,2,Damaged
RET0002700,ORD0019030,PRD00497,2025-12-30,1,Wrong Product
RET0002701,ORD0029492,PRD00603,2026-06-22,2,Damaged
RET0002702,ORD0020791,PRD00652,2025-10-09,3,Changed Mind
RET0002703,ORD0044454,PRD00219,2026-04-11,2,Damaged
RET0002704,ORD0022614,PRD00542,2026-05-31,2,Changed Mind
RET0002705,ORD0029922,PRD00629,2025-06-19,2,Late Delivery
RET0002706,ORD0033776,PRD00253,2025-11-02,3,Wrong Product
RET0002707,ORD0029303,PRD00015,2025-12-29,3,Wrong Product
RET0002708,ORD0036829,PRD00209,2025-11-20,1,Wrong Product
RET0002709,ORD0013197,PRD00774,2025-10-30,1,Late Delivery
RET0002710,ORD0020409,PRD00573,2025-01-25,1,Damaged
RET0002711,ORD0022970,PRD00758,2026-05-04,3,Wrong Product
RET0002712,ORD0046891,PRD00856,2026-02-03,2,Damaged
RET0002713,ORD0003890,PRD00043,2025-04-22,1,Changed Mind
RET0002714,ORD0021242,PRD00697,2025-06-22,3,Damaged
RET0002715,ORD0008164,PRD00169,2026-04-30,2,Wrong Product
RET0002716,ORD0021344,PRD00349,2025-04-16,3,Changed Mind
RET0002717,ORD0000185,PRD00884,2025-02-18,2,Damaged
RET0002718,ORD0027341,PRD00210,2025-03-16,3,Late Delivery
RET0002719,ORD0028924,PRD00639,2025-02-20,1,Late Delivery
RET0002720,ORD0011579,PRD00564,2025-09-25,1,Defective
RET0002721,ORD0032473,PRD00161,2026-07-26,1,Changed Mind
RET0002722,ORD0044277,PRD00923,2026-03-25,2,Size/Compatibility
RET0002723,ORD0042299,PRD00192,2025-11-30,3,Defective
RET0002724,ORD0044382,PRD00527,2025-09-22,3,Size/Compatibility
RET0002725,ORD0018244,PRD00400,2026-03-07,3,Damaged
RET0002726,ORD0012643,PRD00272,2026-02-09,3,Damaged
RET0002727,ORD0032588,PRD00380,2025-06-27,1,Late Delivery
RET0002728,ORD0039222,PRD00289,2026-01-17,2,Size/Compatibility
RET0002729,ORD0007579,PRD00154,2026-07-28,1,Wrong Product
RET0002730,ORD0031707,PRD00317,2025-01-15,1,Wrong Product
RET0002731,ORD0019268,PRD00591,2026-04-01,1,Wrong Product
RET0002732,ORD0033294,PRD00274,2025-12-14,3,Changed Mind
RET0002733,ORD0047794,PRD00607,2026-08-17,1,Late Delivery
RET0002734,ORD0044514,PRD00372,2025-04-11,3,Wrong Product
RET0002735,ORD0013992,PRD00567,2026-07-13,1,Damaged
RET0002736,ORD0022371,PRD00625,2025-01-14,3,Damaged
RET0002737,ORD0002757,PRD00621,2025-09-06,1,Changed Mind
RET0002738,ORD0020787,PRD00964,2025-08-21,2,Damaged
RET0002739,ORD0038041,PRD00401,2025-07-23,3,Changed Mind
RET0002740,ORD0029163,PRD00406,2026-07-21,2,Wrong Product
RET0002741,ORD0032698,PRD00300,2025-11-02,3,Damaged
RET0002742,ORD0009128,PRD00572,2025-12-07,2,Defective
RET0002743,ORD0041530,PRD00453,2026-03-08,2,Wrong Product
RET0002744,ORD0035168,PRD00511,2025-09-16,1,Late Delivery
RET0002745,ORD0008801,PRD00580,2026-01-19,1,Changed Mind
RET0002746,ORD0041459,PRD00262,2026-01-30,3,Damaged
RET0002747,ORD0003312,PRD00420,2025-01-13,1,Damaged
RET0002748,ORD0020862,PRD00713,2026-07-27,3,Late Delivery
RET0002749,ORD0032855,PRD00991,2026-05-04,1,Late Delivery
RET0002750,ORD0015606,PRD00672,2025-01-07,3,Changed Mind
RET0002751,ORD0021202,PRD00217,2026-04-05,2,Size/Compatibility
RET0002752,ORD0041710,PRD00456,2026-08-08,1,Changed Mind
RET0002753,ORD0022890,PRD00340,2025-03-31,2,Damaged
RET0002754,ORD0034307,PRD00404,2026-03-23,3,Damaged
RET0002755,ORD0045955,PRD00613,2025-10-03,2,Damaged
RET0002756,ORD0019631,PRD00508,2025-04-06,1,Defective
RET0002757,ORD0020883,PRD00399,2025-05-01,2,Defective
RET0002758,ORD0023642,PRD00426,2025-11-07,2,Late Delivery
RET0002759,ORD0029811,PRD00484,2025-04-29,2,Defective
RET0002760,ORD0033448,PRD00657,2026-07-28,1,Damaged
RET0002761,ORD0028913,PRD00102,2025-03-01,1,Damaged
RET0002762,ORD0049980,PRD00226,2026-03-02,3,Changed Mind
RET0002763,ORD0019804,PRD00004,2026-04-19,1,Damaged
RET0002764,ORD0018879,PRD00794,2026-04-25,2,Defective
RET0002765,ORD0025347,PRD00630,2025-05-02,3,Late Delivery
RET0002766,ORD0030516,PRD00944,2025-12-14,2,Damaged
RET0002767,ORD0046517,PRD00299,2026-02-02,2,Wrong Product
RET0002768,ORD0042470,PRD00446,2025-02-13,2,Changed Mind
RET0002769,ORD0011704,PRD00766,2025-11-22,3,Defective
RET0002770,ORD0028923,PRD00828,2025-12-27,2,Defective
RET0002771,ORD0000184,PRD00441,2025-03-06,2,Wrong Product
RET0002772,ORD0004754,PRD00843,2025-08-03,2,Size/Compatibility
RET0002773,ORD0041664,PRD00677,2026-02-11,2,Defective
RET0002774,ORD0034052,PRD00337,2026-02-02,3,Defective
RET0002775,ORD0045986,PRD00817,2026-06-22,1,Size/Compatibility
RET0002776,ORD0001637,PRD00966,2026-08-06,2,Size/Compatibility
RET0002777,ORD0010859,PRD00372,2026-05-16,3,Defective
RET0002778,ORD0026077,PRD00690,2026-02-01,1,Defective
RET0002779,ORD0019598,PRD00362,2025-09-03,3,Changed Mind
RET0002780,ORD0017792,PRD00536,2025-07-02,3,Wrong Product
RET0002781,ORD0045546,PRD00916,2025-05-29,2,Late Delivery
RET0002782,ORD0007247,PRD00461,2026-02-18,2,Damaged
RET0002783,ORD0018658,PRD00119,2026-05-11,2,Changed Mind
RET0002784,ORD0049658,PRD00691,2025-11-27,1,Changed Mind
RET0002785,ORD0030698,PRD00279,2025-06-23,1,Size/Compatibility
RET0002786,ORD0019522,PRD00582,2025-05-18,2,Damaged
RET0002787,ORD0046482,PRD00069,2025-05-06,3,Changed Mind
RET0002788,ORD0040803,PRD00707,2025-03-16,2,Size/Compatibility
RET0002789,ORD0017310,PRD00053,2025-10-11,1,Defective
RET0002790,ORD0040358,PRD00037,2026-05-14,3,Wrong Product
RET0002791,ORD0038807,PRD00861,2025-01-01,1,Size/Compatibility
RET0002792,ORD0034642,PRD00311,2025-06-30,3,Damaged
RET0002793,ORD0004847,PRD00049,2025-01-05,3,Defective
RET0002794,ORD0028795,PRD00568,2025-10-08,1,Defective
RET0002795,ORD0005690,PRD00707,2026-01-22,1,Size/Compatibility
RET0002796,ORD0001353,PRD00147,2025-11-06,3,Wrong Product
RET0002797,ORD0007007,PRD00339,2025-11-08,3,Changed Mind
RET0002798,ORD0018793,PRD00157,2025-09-07,3,Changed Mind
RET0002799,ORD0044174,PRD00362,2025-02-28,1,Late Delivery
RET0002800,ORD0024584,PRD00310,2025-04-22,2,Defective
RET0002801,ORD0002334,PRD00010,2025-01-03,2,Damaged
RET0002802,ORD0031655,PRD00332,2025-02-23,2,Defective
RET0002803,ORD0047635,PRD00999,2025-03-23,3,Late Delivery
RET0002804,ORD0017515,PRD00977,2025-03-30,1,Changed Mind
RET0002805,ORD0013354,PRD00861,2025-07-26,1,Damaged
RET0002806,ORD0010810,PRD00632,2025-04-07,3,Damaged
RET0002807,ORD0017208,PRD00396,2026-01-05,2,Defective
RET0002808,ORD0016813,PRD00664,2025-08-13,2,Defective
RET0002809,ORD0010770,PRD00296,2025-10-07,2,Damaged
RET0002810,ORD0048504,PRD00873,2025-03-05,2,Size/Compatibility
RET0002811,ORD0039112,PRD00918,2025-12-22,2,Late Delivery
RET0002812,ORD0007722,PRD00673,2026-04-20,3,Damaged
RET0002813,ORD0001980,PRD00183,2025-02-04,1,Late Delivery
RET0002814,ORD0035427,PRD00377,2025-12-07,2,Wrong Product
RET0002815,ORD0046316,PRD00660,2025-05-18,1,Damaged
RET0002816,ORD0044645,PRD00416,2026-04-15,1,Wrong Product
RET0002817,ORD0031377,PRD00256,2026-07-31,3,Wrong Product
RET0002818,ORD0037695,PRD00558,2025-11-19,1,Size/Compatibility
RET0002819,ORD0022224,PRD00154,2025-04-20,1,Damaged
RET0002820,ORD0031367,PRD00873,2026-07-02,2,Defective
RET0002821,ORD0024956,PRD00076,2026-03-13,1,Damaged
RET0002822,ORD0013684,PRD00285,2026-07-30,1,Defective
RET0002823,ORD0024528,PRD00663,2025-10-13,1,Defective
RET0002824,ORD0006820,PRD00511,2025-12-06,1,Defective
RET0002825,ORD0038961,PRD00163,2026-03-08,2,Wrong Product
RET0002826,ORD0044635,PRD00736,2026-04-30,1,Damaged
RET0002827,ORD0040121,PRD00622,2026-05-15,2,Damaged
RET0002828,ORD0043987,PRD00799,2026-02-07,1,Size/Compatibility
RET0002829,ORD0014208,PRD00581,2026-04-10,3,Wrong Product
RET0002830,ORD0014278,PRD00042,2025-09-17,2,Size/Compatibility
RET0002831,ORD0019548,PRD00200,2026-08-23,2,Defective
RET0002832,ORD0027138,PRD00910,2025-01-03,3,Late Delivery
RET0002833,ORD0007795,PRD00437,2026-07-03,3,Size/Compatibility
RET0002834,ORD0004019,PRD00809,2026-07-21,2,Wrong Product
RET0002835,ORD0036722,PRD00763,2025-05-29,1,Damaged
RET0002836,ORD0009277,PRD00543,2025-12-01,2,Wrong Product
RET0002837,ORD0003498,PRD00530,2025-01-11,1,Late Delivery
RET0002838,ORD0049457,PRD00287,2025-05-11,1,Damaged
RET0002839,ORD0041997,PRD00270,2025-09-05,3,Wrong Product
RET0002840,ORD0017423,PRD00951,2025-02-10,3,Changed Mind
RET0002841,ORD0044874,PRD00649,2025-07-02,3,Changed Mind
RET0002842,ORD0004884,PRD00554,2026-05-27,3,Late Delivery
RET0002843,ORD0020905,PRD00238,2026-03-15,3,Changed Mind
RET0002844,ORD0015066,PRD00780,2026-04-10,1,Defective
RET0002845,ORD0015142,PRD00745,2025-06-18,2,Defective
RET0002846,ORD0034147,PRD00693,2026-04-27,1,Wrong Product
RET0002847,ORD0046655,PRD00187,2026-01-17,2,Changed Mind
RET0002848,ORD0013415,PRD00782,2025-03-29,3,Damaged
RET0002849,ORD0040390,PRD00097,2026-07-09,1,Damaged
RET0002850,ORD0027021,PRD00091,2026-03-12,2,Late Delivery
RET0002851,ORD0016421,PRD00232,2025-05-24,2,Size/Compatibility
RET0002852,ORD0008127,PRD00341,2025-01-29,1,Damaged
RET0002853,ORD0016137,PRD00286,2026-05-23,1,Size/Compatibility
RET0002854,ORD0011762,PRD00367,2026-07-23,1,Wrong Product
RET0002855,ORD0013167,PRD00382,2026-03-19,3,Defective
RET0002856,ORD0019796,PRD00734,2025-09-21,1,Changed Mind
RET0002857,ORD0036880,PRD00565,2025-02-22,1,Wrong Product
RET0002858,ORD0019393,PRD00975,2026-02-24,1,Late Delivery
RET0002859,ORD0046315,PRD00472,2026-01-04,3,Defective
RET0002860,ORD0041758,PRD00357,2026-03-16,2,Late Delivery
RET0002861,ORD0002244,PRD00065,2026-06-18,2,Changed Mind
RET0002862,ORD0048990,PRD00884,2026-05-17,1,Damaged
RET0002863,ORD0035136,PRD00493,2025-11-05,2,Changed Mind
RET0002864,ORD0034872,PRD00858,2025-09-05,1,Damaged
RET0002865,ORD0040030,PRD00525,2025-01-19,3,Wrong Product
RET0002866,ORD0047236,PRD00918,2026-01-14,3,Wrong Product
RET0002867,ORD0029733,PRD00528,2025-05-23,2,Defective
RET0002868,ORD0035163,PRD00833,2025-10-26,1,Size/Compatibility
RET0002869,ORD0008363,PRD00095,2026-07-29,2,Damaged
RET0002870,ORD0038365,PRD00437,2026-04-30,2,Wrong Product
RET0002871,ORD0038226,PRD00197,2025-07-14,1,Changed Mind
RET0002872,ORD0001175,PRD00504,2025-12-10,3,Late Delivery
RET0002873,ORD0023106,PRD00186,2025-08-18,3,Late Delivery
RET0002874,ORD0005571,PRD00369,2026-07-23,2,Defective
RET0002875,ORD0041520,PRD00527,2025-06-06,1,Size/Compatibility
RET0002876,ORD0034870,PRD00922,2025-03-27,1,Damaged
RET0002877,ORD0029358,PRD00161,2025-02-08,2,Defective
RET0002878,ORD0040045,PRD00767,2026-06-22,1,Late Delivery
RET0002879,ORD0046660,PRD00576,2025-02-12,2,Changed Mind
RET0002880,ORD0046672,PRD00960,2025-10-29,2,Changed Mind
RET0002881,ORD0048537,PRD00493,2026-04-30,1,Late Delivery
RET0002882,ORD0036190,PRD00521,2026-04-29,3,Wrong Product
RET0002883,ORD0003418,PRD00434,2025-08-11,3,Wrong Product
RET0002884,ORD0016628,PRD00927,2026-08-13,1,Wrong Product
RET0002885,ORD0020362,PRD00246,2025-04-15,1,Size/Compatibility
RET0002886,ORD0049036,PRD00299,2026-07-13,3,Damaged
RET0002887,ORD0025251,PRD00326,2025-07-09,2,Late Delivery
RET0002888,ORD0029236,PRD00168,2025-05-13,2,Changed Mind
RET0002889,ORD0011523,PRD00969,2026-07-11,1,Defective
RET0002890,ORD0033536,PRD00959,2025-02-09,1,Damaged
RET0002891,ORD0006061,PRD00218,2026-07-27,3,Size/Compatibility
RET0002892,ORD0010522,PRD00665,2026-02-18,3,Late Delivery
RET0002893,ORD0008918,PRD00441,2025-05-22,1,Late Delivery
RET0002894,ORD0002127,PRD00369,2025-01-23,3,Late Delivery
RET0002895,ORD0017603,PRD00797,2026-03-23,2,Defective
RET0002896,ORD0039024,PRD00327,2026-06-15,2,Changed Mind
RET0002897,ORD0037499,PRD00173,2025-11-09,3,Changed Mind
RET0002898,ORD0027672,PRD00543,2026-05-08,1,Late Delivery
RET0002899,ORD0028452,PRD00598,2025-04-11,3,Changed Mind
RET0002900,ORD0025332,PRD00648,2025-01-04,1,Damaged
RET0002901,ORD0036158,PRD00225,2025-12-31,2,Size/Compatibility
RET0002902,ORD0014604,PRD00043,2025-02-27,2,Wrong Product
RET0002903,ORD0011771,PRD00241,2025-05-15,3,Late Delivery
RET0002904,ORD0003317,PRD00440,2025-11-02,2,Damaged
RET0002905,ORD0033173,PRD00276,2025-06-03,2,Defective
RET0002906,ORD0003825,PRD00552,2025-11-06,2,Changed Mind
RET0002907,ORD0013990,PRD00413,2025-07-29,1,Damaged
RET0002908,ORD0030082,PRD00181,2026-08-27,3,Changed Mind
RET0002909,ORD0040193,PRD00669,2026-07-26,2,Defective
RET0002910,ORD0011835,PRD00569,2025-09-12,2,Damaged
RET0002911,ORD0047792,PRD00081,2025-03-30,3,Size/Compatibility
RET0002912,ORD0033293,PRD00873,2025-09-19,1,Wrong Product
RET0002913,ORD0019439,PRD00918,2026-07-14,3,Wrong Product
RET0002914,ORD0043925,PRD00809,2025-10-19,1,Wrong Product
RET0002915,ORD0001095,PRD00537,2026-07-06,3,Late Delivery
RET0002916,ORD0023827,PRD00866,2026-06-22,2,Wrong Product
RET0002917,ORD0010459,PRD00706,2025-06-23,1,Damaged
RET0002918,ORD0038574,PRD00570,2026-01-14,2,Defective
RET0002919,ORD0027847,PRD00026,2025-07-13,3,Damaged
RET0002920,ORD0034860,PRD00771,2025-01-07,3,Changed Mind
RET0002921,ORD0017555,PRD00708,2025-12-28,2,Late Delivery
RET0002922,ORD0039574,PRD00195,2026-01-06,3,Defective
RET0002923,ORD0026518,PRD00747,2025-10-06,3,Defective
RET0002924,ORD0001055,PRD00503,2026-07-16,3,Late Delivery
RET0002925,ORD0004948,PRD00678,2026-02-23,2,Changed Mind
RET0002926,ORD0049945,PRD00950,2025-09-17,1,Late Delivery
RET0002927,ORD0047827,PRD00722,2025-12-04,2,Size/Compatibility
RET0002928,ORD0034776,PRD00469,2026-05-30,2,Defective
RET0002929,ORD0038182,PRD00714,2025-04-17,1,Size/Compatibility
RET0002930,ORD0015473,PRD00471,2026-05-24,1,Defective
