shipment_id,order_id,warehouse_id,shipment_date,delivery_date,carrier,status
SHP0005083,ORD0006463,WH009,2026-02-20,2026-02-28,XpressBees,Delivered
SHP0005084,ORD0037770,WH010,2025-01-29,2025-02-04,BlueDart,Delivered
SHP0005085,ORD0025294,WH003,2025-04-19,2025-04-26,Ecom Express,Delivered
SHP0005086,ORD0008611,WH005,2026-01-22,2026-01-29,Delhivery,Delivered
SHP0005087,ORD0040513,WH005,2026-07-25,2026-07-31,Ecom Express,Delivered
SHP0005088,ORD0024723,WH010,2025-06-28,2025-06-29,Ecom Express,Delivered
SHP0005089,ORD0028019,WH002,2026-03-30,2026-04-04,DTDC,In Transit
SHP0005090,ORD0039305,WH005,2025-03-24,2025-03-25,DTDC,Delivered
SHP0005091,ORD0041938,WH005,2025-05-02,2025-05-10,XpressBees,Delivered
SHP0005092,ORD0006258,WH006,2026-01-01,2026-01-08,Ecom Express,Delivered
SHP0005093,ORD0039411,WH004,2025-10-17,2025-10-21,XpressBees,Delivered
SHP0005094,ORD0001931,WH010,2025-03-01,2025-03-02,Ecom Express,Delivered
SHP0005095,ORD0005228,WH005,2025-11-15,2025-11-22,XpressBees,Delivered
SHP0005096,ORD0042681,WH004,2026-05-19,2026-05-22,BlueDart,Delivered
SHP0005097,ORD0031914,WH002,2026-03-16,2026-03-18,Delhivery,In Transit
SHP0005098,ORD0008169,WH005,2025-05-24,2025-05-26,DTDC,In Transit
SHP0005099,ORD0015975,WH010,2025-10-12,2025-10-19,XpressBees,In Transit
SHP0005100,ORD0039033,WH003,2025-12-23,2025-12-25,Delhivery,Delivered
SHP0005101,ORD0036751,WH005,2025-02-01,2025-02-08,XpressBees,Delivered
SHP0005102,ORD0006289,WH003,2025-09-11,2025-09-18,DTDC,In Transit
SHP0005103,ORD0027509,WH009,2026-08-15,2026-08-18,Ecom Express,Delivered
SHP0005104,ORD0011603,WH003,2025-02-05,2025-02-06,BlueDart,Delivered
SHP0005105,ORD0015370,WH007,2026-01-31,2026-02-07,DTDC,Delivered
SHP0005106,ORD0025935,WH007,2025-12-17,2025-12-21,DTDC,Delivered
SHP0005107,ORD0029111,WH005,2025-04-23,2025-04-29,DTDC,Delayed
SHP0005108,ORD0031717,WH007,2025-02-27,2025-03-05,BlueDart,Delivered
SHP0005109,ORD0048114,WH008,2025-09-09,2025-09-12,Ecom Express,Delivered
SHP0005110,ORD0040267,WH008,2026-01-22,2026-01-27,BlueDart,Delayed
SHP0005111,ORD0005923,WH005,2026-02-11,2026-02-16,XpressBees,In Transit
SHP0005112,ORD0012744,WH002,2025-04-26,2025-04-27,BlueDart,Delivered
SHP0005113,ORD0008731,WH008,2026-02-24,2026-03-02,XpressBees,Delivered
SHP0005114,ORD0003927,WH003,2025-11-15,2025-11-21,XpressBees,Delivered
SHP0005115,ORD0043441,WH005,2026-08-01,2026-08-02,DTDC,Delivered
SHP0005116,ORD0005438,WH009,2026-04-30,2026-05-02,BlueDart,Delivered
SHP0005117,ORD0049158,WH005,2025-03-23,2025-03-24,XpressBees,In Transit
SHP0005118,ORD0029044,WH007,2025-05-31,2025-06-07,XpressBees,Delayed
SHP0005119,ORD0011373,WH010,2025-06-02,2025-06-07,XpressBees,Delivered
SHP0005120,ORD0019488,WH001,2026-08-08,2026-08-16,DTDC,Delivered
SHP0005121,ORD0015340,WH005,2026-04-13,2026-04-19,Ecom Express,Delivered
SHP0005122,ORD0014194,WH006,2025-02-14,2025-02-16,DTDC,In Transit
SHP0005123,ORD0025592,WH004,2025-11-27,2025-12-05,Delhivery,Delivered
SHP0005124,ORD0035441,WH001,2025-05-31,2025-06-02,BlueDart,Delivered
SHP0005125,ORD0042600,WH001,2025-06-30,2025-07-07,DTDC,In Transit
SHP0005126,ORD0002547,WH009,2026-03-23,2026-03-28,BlueDart,In Transit
SHP0005127,ORD0001797,WH006,2026-05-21,2026-05-28,Ecom Express,Delivered
SHP0005128,ORD0001656,WH003,2025-06-23,2025-07-01,BlueDart,Delivered
SHP0005129,ORD0016942,WH007,2026-02-21,2026-02-24,Delhivery,Delayed
SHP0005130,ORD0022068,WH004,2026-04-13,2026-04-18,DTDC,Delivered
SHP0005131,ORD0038039,WH007,2025-03-20,2025-03-25,BlueDart,Delivered
SHP0005132,ORD0003061,WH005,2026-08-23,2026-08-31,Delhivery,Delivered
SHP0005133,ORD0005993,WH004,2025-08-27,2025-08-30,Delhivery,Delivered
SHP0005134,ORD0004386,WH002,2025-12-27,2026-01-02,DTDC,Delivered
SHP0005135,ORD0030645,WH001,2026-07-30,2026-08-05,BlueDart,Delivered
SHP0005136,ORD0012121,WH007,2025-02-18,2025-02-22,DTDC,Delivered
SHP0005137,ORD0026773,WH003,2025-08-04,2025-08-11,XpressBees,Delivered
SHP0005138,ORD0007171,WH001,2025-04-17,2025-04-25,DTDC,In Transit
SHP0005139,ORD0021938,WH008,2025-04-23,2025-04-30,XpressBees,In Transit
SHP0005140,ORD0023239,WH002,2026-04-17,2026-04-23,DTDC,Delivered
SHP0005141,ORD0043044,WH002,2026-02-05,2026-02-12,Delhivery,In Transit
SHP0005142,ORD0035970,WH005,2026-05-22,2026-05-24,DTDC,Delivered
SHP0005143,ORD0026274,WH008,2025-09-06,2025-09-08,DTDC,In Transit
SHP0005144,ORD0004575,WH010,2025-07-23,2025-07-28,BlueDart,Delivered
SHP0005145,ORD0041121,WH005,2025-05-05,2025-05-06,XpressBees,Delivered
SHP0005146,ORD0042933,WH008,2025-03-13,2025-03-18,BlueDart,Delivered
SHP0005147,ORD0012953,WH007,2025-12-25,2026-01-02,DTDC,In Transit
SHP0005148,ORD0013689,WH006,2025-01-02,2025-01-06,BlueDart,Delivered
SHP0005149,ORD0010406,WH006,2026-06-28,2026-07-06,DTDC,Delivered
SHP0005150,ORD0009997,WH003,2025-11-23,2025-11-25,BlueDart,Delivered
SHP0005151,ORD0011542,WH006,2025-03-08,2025-03-09,Delhivery,Delivered
SHP0005152,ORD0032036,WH002,2025-03-26,2025-03-27,XpressBees,Delivered
SHP0005153,ORD0001641,WH009,2025-05-09,2025-05-12,BlueDart,Delivered
SHP0005154,ORD0041181,WH008,2026-05-25,2026-05-29,Ecom Express,Delivered
SHP0005155,ORD0017568,WH007,2025-08-04,2025-08-05,Delhivery,Delivered
SHP0005156,ORD0027497,WH005,2025-10-03,2025-10-07,Delhivery,Delivered
SHP0005157,ORD0039067,WH007,2025-02-17,2025-02-20,BlueDart,Delivered
SHP0005158,ORD0007987,WH005,2026-03-09,2026-03-12,DTDC,Delivered
SHP0005159,ORD0012904,WH006,2025-01-15,2025-01-23,BlueDart,Delivered
SHP0005160,ORD0019173,WH006,2026-01-07,2026-01-08,Ecom Express,Delivered
SHP0005161,ORD0019988,WH001,2025-03-25,2025-03-30,DTDC,Delayed
SHP0005162,ORD0045528,WH003,2025-08-21,2025-08-24,XpressBees,In Transit
SHP0005163,ORD0012576,WH009,2025-11-18,2025-11-25,Ecom Express,In Transit
SHP0005164,ORD0031254,WH005,2025-06-16,2025-06-21,Delhivery,Delivered
SHP0005165,ORD0030091,WH002,2025-06-12,2025-06-14,DTDC,Delivered
SHP0005166,ORD0049616,WH002,2026-05-05,2026-05-06,Ecom Express,Delivered
SHP0005167,ORD0028393,WH001,2026-06-14,2026-06-15,XpressBees,Delivered
SHP0005168,ORD0018224,WH004,2025-11-25,2025-11-29,XpressBees,Delivered
SHP0005169,ORD0033801,WH006,2025-10-30,2025-10-31,BlueDart,Delivered
SHP0005170,ORD0010065,WH003,2025-06-04,2025-06-08,XpressBees,Delivered
SHP0005171,ORD0040921,WH001,2025-10-04,2025-10-10,DTDC,Delivered
SHP0005172,ORD0044477,WH005,2026-03-04,2026-03-11,Delhivery,Delivered
SHP0005173,ORD0049381,WH009,2025-08-01,2025-08-09,XpressBees,Delivered
SHP0005174,ORD0024867,WH009,2025-04-22,2025-04-26,XpressBees,Delivered
SHP0005175,ORD0049278,WH001,2025-07-24,2025-07-31,DTDC,Delivered
SHP0005176,ORD0015798,WH006,2026-05-24,2026-05-29,Delhivery,Delivered
SHP0005177,ORD0012180,WH003,2025-06-24,2025-06-28,Ecom Express,Delivered
SHP0005178,ORD0009992,WH005,2025-11-28,2025-12-05,XpressBees,In Transit
SHP0005179,ORD0043882,WH007,2025-10-04,2025-10-05,XpressBees,Delivered
SHP0005180,ORD0035214,WH004,2025-09-29,2025-09-30,Delhivery,Delivered
SHP0005181,ORD0023053,WH009,2026-05-31,2026-06-06,Ecom Express,Delivered
SHP0005182,ORD0045884,WH002,2025-04-01,2025-04-08,DTDC,Delivered
SHP0005183,ORD0038125,WH001,2025-02-24,2025-02-25,BlueDart,Delivered
SHP0005184,ORD0040451,WH002,2026-07-10,2026-07-13,Delhivery,In Transit
SHP0005185,ORD0026171,WH003,2025-05-13,2025-05-21,BlueDart,Delivered
SHP0005186,ORD0013976,WH009,2025-10-02,2025-10-09,Delhivery,Delivered
SHP0005187,ORD0044168,WH010,2025-10-01,2025-10-04,BlueDart,Delivered
SHP0005188,ORD0013028,WH003,2025-03-12,2025-03-15,Ecom Express,Delivered
SHP0005189,ORD0012697,WH004,2026-06-09,2026-06-11,XpressBees,Delivered
SHP0005190,ORD0047042,WH010,2026-07-25,2026-07-31,XpressBees,In Transit
SHP0005191,ORD0038201,WH007,2025-06-23,2025-06-27,DTDC,Delivered
SHP0005192,ORD0044304,WH010,2026-06-14,2026-06-21,Delhivery,In Transit
SHP0005193,ORD0015761,WH003,2025-05-06,2025-05-10,BlueDart,Delivered
SHP0005194,ORD0021622,WH004,2025-09-04,2025-09-07,Ecom Express,Delivered
SHP0005195,ORD0020955,WH004,2025-04-19,2025-04-27,BlueDart,Delivered
SHP0005196,ORD0021262,WH008,2026-02-01,2026-02-02,Ecom Express,Delivered
SHP0005197,ORD0042409,WH001,2025-04-20,2025-04-23,Delhivery,In Transit
SHP0005198,ORD0048820,WH010,2025-04-30,2025-05-07,XpressBees,Delayed
SHP0005199,ORD0002815,WH003,2026-01-01,2026-01-07,XpressBees,Delivered
SHP0005200,ORD0034614,WH001,2025-03-04,2025-03-08,XpressBees,Delivered
SHP0005201,ORD0020613,WH010,2026-04-03,2026-04-06,Delhivery,Delivered
SHP0005202,ORD0028407,WH001,2025-02-14,2025-02-16,DTDC,Delivered
SHP0005203,ORD0044652,WH003,2026-04-26,2026-05-02,XpressBees,Delayed
SHP0005204,ORD0030445,WH007,2025-04-13,2025-04-15,Ecom Express,Delivered
SHP0005205,ORD0033119,WH010,2025-01-23,2025-01-28,DTDC,Delivered
SHP0005206,ORD0010848,WH004,2026-02-19,2026-02-21,DTDC,Delivered
SHP0005207,ORD0047796,WH004,2025-03-10,2025-03-17,DTDC,Delivered
SHP0005208,ORD0039717,WH010,2026-03-11,2026-03-16,Delhivery,Delivered
SHP0005209,ORD0003153,WH004,2025-05-15,2025-05-16,BlueDart,Delayed
SHP0005210,ORD0037366,WH002,2025-04-28,2025-04-29,DTDC,Delivered
SHP0005211,ORD0046692,WH002,2026-06-28,2026-07-04,Ecom Express,Delivered
SHP0005212,ORD0004689,WH008,2025-12-10,2025-12-12,Delhivery,Delivered
SHP0005213,ORD0008311,WH004,2026-06-19,2026-06-27,DTDC,Delivered
SHP0005214,ORD0021828,WH007,2025-04-21,2025-04-28,XpressBees,In Transit
SHP0005215,ORD0009318,WH010,2025-07-13,2025-07-20,XpressBees,Delivered
SHP0005216,ORD0004666,WH010,2026-06-19,2026-06-21,Delhivery,Delivered
SHP0005217,ORD0047432,WH009,2025-09-10,2025-09-14,Delhivery,In Transit
SHP0005218,ORD0042707,WH007,2025-05-26,2025-06-03,DTDC,Delivered
SHP0005219,ORD0040848,WH008,2025-04-18,2025-04-24,XpressBees,Delivered
SHP0005220,ORD0044859,WH009,2026-07-19,2026-07-20,DTDC,In Transit
SHP0005221,ORD0005646,WH008,2025-07-30,2025-08-04,Ecom Express,Delivered
SHP0005222,ORD0041704,WH003,2025-08-06,2025-08-08,XpressBees,In Transit
SHP0005223,ORD0017553,WH004,2025-03-29,2025-03-31,BlueDart,Delivered
SHP0005224,ORD0037821,WH008,2025-08-23,2025-08-31,BlueDart,Delivered
SHP0005225,ORD0027011,WH001,2025-05-11,2025-05-12,Delhivery,Delivered
SHP0005226,ORD0034569,WH005,2026-06-23,2026-06-28,Ecom Express,Delivered
SHP0005227,ORD0044501,WH008,2025-02-23,2025-03-02,XpressBees,Delivered
SHP0005228,ORD0010894,WH009,2025-06-07,2025-06-13,Delhivery,Delivered
SHP0005229,ORD0026613,WH005,2026-08-02,2026-08-09,BlueDart,Delivered
SHP0005230,ORD0045711,WH007,2025-12-01,2025-12-06,BlueDart,Delivered
SHP0005231,ORD0003153,WH009,2026-05-02,2026-05-04,DTDC,Delayed
SHP0005232,ORD0003117,WH007,2025-08-28,2025-09-01,XpressBees,Delivered
SHP0005233,ORD0000509,WH003,2025-10-19,2025-10-22,XpressBees,Delivered
SHP0005234,ORD0029785,WH008,2025-06-30,2025-07-02,Delhivery,Delayed
SHP0005235,ORD0000426,WH001,2025-05-28,2025-05-29,DTDC,In Transit
SHP0005236,ORD0017493,WH003,2026-07-19,2026-07-27,Ecom Express,In Transit
SHP0005237,ORD0040865,WH007,2026-04-23,2026-04-27,BlueDart,Delivered
SHP0005238,ORD0016858,WH006,2026-04-24,2026-04-26,Delhivery,Delivered
SHP0005239,ORD0045127,WH002,2025-08-30,2025-09-03,Delhivery,Delivered
SHP0005240,ORD0019387,WH005,2026-08-02,2026-08-04,DTDC,In Transit
SHP0005241,ORD0037320,WH009,2025-06-14,2025-06-19,XpressBees,Delivered
SHP0005242,ORD0035683,WH008,2026-05-11,2026-05-19,DTDC,Delivered
SHP0005243,ORD0011794,WH001,2025-04-10,2025-04-18,Ecom Express,Delivered
SHP0005244,ORD0042618,WH002,2026-06-20,2026-06-24,DTDC,Delivered
SHP0005245,ORD0022204,WH007,2025-10-31,2025-11-04,Delhivery,Delayed
SHP0005246,ORD0031999,WH005,2026-01-03,2026-01-07,Ecom Express,Delivered
SHP0005247,ORD0011119,WH002,2025-12-06,2025-12-08,Ecom Express,In Transit
SHP0005248,ORD0036963,WH009,2026-07-28,2026-08-02,BlueDart,Delivered
SHP0005249,ORD0017603,WH007,2025-06-13,2025-06-15,BlueDart,Delivered
SHP0005250,ORD0040013,WH002,2026-05-15,2026-05-20,Ecom Express,Delivered
SHP0005251,ORD0027376,WH004,2025-11-29,2025-12-04,BlueDart,Delivered
SHP0005252,ORD0041674,WH009,2025-07-01,2025-07-09,XpressBees,Delivered
SHP0005253,ORD0033035,WH003,2025-04-16,2025-04-20,DTDC,Delivered
SHP0005254,ORD0010067,WH009,2025-11-04,2025-11-10,Ecom Express,In Transit
SHP0005255,ORD0031073,WH002,2026-01-08,2026-01-13,Delhivery,Delivered
SHP0005256,ORD0010798,WH004,2025-10-27,2025-11-03,Delhivery,Delivered
SHP0005257,ORD0024699,WH010,2025-12-20,2025-12-23,BlueDart,In Transit
SHP0005258,ORD0004725,WH007,2025-01-04,2025-01-08,XpressBees,Delivered
SHP0005259,ORD0022775,WH008,2025-07-27,2025-08-04,DTDC,In Transit
SHP0005260,ORD0000345,WH003,2025-04-30,2025-05-07,BlueDart,In Transit
SHP0005261,ORD0036686,WH005,2025-08-03,2025-08-05,Delhivery,Delivered
SHP0005262,ORD0006576,WH003,2026-03-13,2026-03-14,Delhivery,In Transit
SHP0005263,ORD0023149,WH006,2025-04-17,2025-04-18,BlueDart,Delivered
SHP0005264,ORD0007187,WH010,2026-06-12,2026-06-15,Delhivery,In Transit
SHP0005265,ORD0005093,WH010,2026-03-28,2026-03-29,Delhivery,Delivered
SHP0005266,ORD0003191,WH004,2025-10-13,2025-10-20,Delhivery,Delivered
SHP0005267,ORD0018036,WH008,2026-08-11,2026-08-14,BlueDart,Delivered
SHP0005268,ORD0000051,WH010,2025-04-09,2025-04-11,Ecom Express,Delivered
SHP0005269,ORD0045213,WH009,2025-03-27,2025-04-02,XpressBees,Delivered
SHP0005270,ORD0009614,WH006,2025-11-06,2025-11-11,Delhivery,Delivered
SHP0005271,ORD0035110,WH008,2026-05-09,2026-05-11,Delhivery,Delivered
SHP0005272,ORD0028239,WH004,2025-10-29,2025-10-30,DTDC,Delivered
SHP0005273,ORD0047941,WH007,2026-08-24,2026-08-27,Delhivery,Delivered
SHP0005274,ORD0017594,WH007,2026-02-16,2026-02-24,Delhivery,In Transit
SHP0005275,ORD0018940,WH005,2026-08-06,2026-08-09,DTDC,Delivered
SHP0005276,ORD0003495,WH009,2025-09-03,2025-09-10,Delhivery,Delayed
SHP0005277,ORD0019409,WH005,2025-01-14,2025-01-20,XpressBees,Delivered
SHP0005278,ORD0000043,WH008,2026-03-05,2026-03-06,XpressBees,Delivered
SHP0005279,ORD0041985,WH010,2025-11-14,2025-11-22,DTDC,In Transit
SHP0005280,ORD0038880,WH004,2026-04-03,2026-04-09,Delhivery,Delivered
SHP0005281,ORD0013217,WH005,2025-02-06,2025-02-09,XpressBees,Delivered
SHP0005282,ORD0029785,WH010,2025-03-14,2025-03-16,Ecom Express,In Transit
SHP0005283,ORD0039495,WH002,2025-05-08,2025-05-09,XpressBees,Delivered
SHP0005284,ORD0048872,WH010,2025-08-20,2025-08-21,BlueDart,Delivered
SHP0005285,ORD0007739,WH002,2025-05-23,2025-05-28,BlueDart,Delivered
SHP0005286,ORD0032492,WH005,2025-05-13,2025-05-18,Ecom Express,Delayed
SHP0005287,ORD0005081,WH004,2025-07-21,2025-07-25,Ecom Express,Delivered
SHP0005288,ORD0048872,WH007,2026-01-28,2026-01-31,XpressBees,Delivered
SHP0005289,ORD0006000,WH002,2026-05-17,2026-05-24,Delhivery,Delivered
SHP0005290,ORD0010193,WH003,2025-09-01,2025-09-04,BlueDart,Delivered
SHP0005291,ORD0022337,WH006,2025-08-11,2025-08-17,BlueDart,In Transit
SHP0005292,ORD0041181,WH010,2026-03-09,2026-03-12,XpressBees,In Transit
SHP0005293,ORD0014074,WH010,2026-07-06,2026-07-12,DTDC,Delivered
SHP0005294,ORD0020708,WH008,2026-02-18,2026-02-20,XpressBees,Delivered
SHP0005295,ORD0022576,WH004,2025-01-27,2025-01-30,Delhivery,Delivered
SHP0005296,ORD0007916,WH008,2026-01-09,2026-01-15,Ecom Express,Delivered
SHP0005297,ORD0042190,WH004,2026-07-30,2026-08-07,Ecom Express,Delayed
SHP0005298,ORD0008767,WH002,2025-05-08,2025-05-16,Ecom Express,Delivered
SHP0005299,ORD0002035,WH004,2026-04-02,2026-04-08,DTDC,In Transit
SHP0005300,ORD0002627,WH003,2026-04-19,2026-04-27,BlueDart,Delivered
SHP0005301,ORD0019591,WH004,2025-04-22,2025-04-26,DTDC,Delivered
SHP0005302,ORD0006808,WH004,2026-03-10,2026-03-16,Delhivery,Delivered
SHP0005303,ORD0003950,WH008,2025-05-25,2025-05-28,BlueDart,In Transit
SHP0005304,ORD0045946,WH005,2025-10-23,2025-10-25,DTDC,Delivered
SHP0005305,ORD0023601,WH007,2025-03-30,2025-04-03,BlueDart,Delivered
SHP0005306,ORD0038108,WH008,2025-02-16,2025-02-21,XpressBees,In Transit
SHP0005307,ORD0012395,WH010,2026-01-11,2026-01-14,Delhivery,In Transit
SHP0005308,ORD0004098,WH004,2025-04-05,2025-04-10,BlueDart,Delayed
SHP0005309,ORD0035222,WH004,2025-02-17,2025-02-24,DTDC,Delayed
SHP0005310,ORD0008497,WH006,2025-05-03,2025-05-05,Ecom Express,Delivered
SHP0005311,ORD0012007,WH009,2026-04-21,2026-04-29,Ecom Express,Delivered
SHP0005312,ORD0042557,WH005,2026-07-22,2026-07-26,XpressBees,Delayed
SHP0005313,ORD0010098,WH010,2026-07-18,2026-07-25,DTDC,In Transit
SHP0005314,ORD0024090,WH004,2025-05-28,2025-06-02,DTDC,Delivered
SHP0005315,ORD0025648,WH006,2025-12-23,2025-12-30,Ecom Express,In Transit
SHP0005316,ORD0003159,WH004,2026-05-16,2026-05-22,DTDC,In Transit
SHP0005317,ORD0045123,WH002,2026-08-24,2026-08-29,Delhivery,Delivered
SHP0005318,ORD0041922,WH007,2025-05-13,2025-05-20,DTDC,Delivered
SHP0005319,ORD0010372,WH003,2025-04-09,2025-04-15,XpressBees,Delivered
SHP0005320,ORD0016071,WH001,2026-03-10,2026-03-16,XpressBees,Delivered
SHP0005321,ORD0043224,WH005,2025-08-28,2025-09-05,BlueDart,Delivered
SHP0005322,ORD0004762,WH006,2026-08-22,2026-08-27,XpressBees,Delivered
SHP0005323,ORD0035354,WH009,2025-06-13,2025-06-14,BlueDart,Delivered
SHP0005324,ORD0006529,WH009,2026-08-08,2026-08-13,Ecom Express,Delivered
SHP0005325,ORD0022467,WH010,2025-02-21,2025-02-24,BlueDart,Delivered
SHP0005326,ORD0018692,WH007,2025-11-08,2025-11-12,Delhivery,Delivered
SHP0005327,ORD0043542,WH004,2026-01-03,2026-01-06,Ecom Express,Delivered
SHP0005328,ORD0029503,WH010,2026-04-05,2026-04-11,DTDC,Delivered
SHP0005329,ORD0011166,WH002,2026-07-10,2026-07-18,Ecom Express,Delivered
SHP0005330,ORD0006658,WH004,2025-01-03,2025-01-04,Delhivery,Delivered
SHP0005331,ORD0017231,WH004,2025-07-22,2025-07-26,DTDC,Delivered
SHP0005332,ORD0023939,WH004,2025-11-11,2025-11-19,Delhivery,Delayed
SHP0005333,ORD0013311,WH006,2026-08-25,2026-08-26,XpressBees,Delivered
SHP0005334,ORD0019488,WH002,2025-03-18,2025-03-21,DTDC,Delivered
SHP0005335,ORD0048628,WH001,2025-10-25,2025-11-02,BlueDart,Delivered
SHP0005336,ORD0039312,WH008,2025-02-27,2025-03-06,Delhivery,In Transit
SHP0005337,ORD0031766,WH003,2025-06-06,2025-06-10,Ecom Express,Delivered
SHP0005338,ORD0010930,WH006,2026-02-12,2026-02-18,Delhivery,Delivered
SHP0005339,ORD0038876,WH008,2025-07-31,2025-08-04,Ecom Express,Delivered
SHP0005340,ORD0008304,WH007,2025-07-12,2025-07-20,DTDC,Delivered
SHP0005341,ORD0033348,WH010,2025-01-30,2025-02-07,Delhivery,Delivered
SHP0005342,ORD0007000,WH003,2025-05-20,2025-05-25,BlueDart,Delivered
SHP0005343,ORD0047895,WH006,2025-12-23,2025-12-28,BlueDart,Delivered
SHP0005344,ORD0007103,WH009,2025-09-11,2025-09-17,Ecom Express,Delivered
SHP0005345,ORD0004833,WH009,2026-03-13,2026-03-16,Ecom Express,Delivered
SHP0005346,ORD0041979,WH001,2025-04-21,2025-04-29,XpressBees,Delivered
SHP0005347,ORD0015914,WH009,2025-02-20,2025-02-28,DTDC,Delivered
SHP0005348,ORD0019040,WH007,2025-06-06,2025-06-11,BlueDart,Delivered
SHP0005349,ORD0022394,WH004,2026-01-14,2026-01-18,DTDC,Delivered
SHP0005350,ORD0045650,WH008,2026-02-21,2026-02-28,Delhivery,Delivered
SHP0005351,ORD0037044,WH004,2026-01-10,2026-01-11,Delhivery,Delivered
SHP0005352,ORD0022914,WH005,2025-11-27,2025-12-01,Delhivery,Delivered
SHP0005353,ORD0035804,WH003,2025-01-05,2025-01-12,Delhivery,Delivered
SHP0005354,ORD0046442,WH006,2025-10-05,2025-10-12,DTDC,Delivered
SHP0005355,ORD0006379,WH004,2026-01-15,2026-01-16,Ecom Express,Delayed
SHP0005356,ORD0040844,WH002,2025-12-27,2025-12-28,BlueDart,Delivered
SHP0005357,ORD0044329,WH009,2026-03-05,2026-03-13,XpressBees,In Transit
SHP0005358,ORD0032680,WH007,2025-12-19,2025-12-24,Delhivery,Delivered
SHP0005359,ORD0033037,WH005,2026-01-19,2026-01-26,XpressBees,In Transit
SHP0005360,ORD0028796,WH002,2025-04-24,2025-04-26,BlueDart,In Transit
SHP0005361,ORD0027325,WH004,2025-08-15,2025-08-18,Delhivery,In Transit
SHP0005362,ORD0005567,WH006,2026-02-23,2026-03-01,Delhivery,Delivered
SHP0005363,ORD0010103,WH002,2026-07-14,2026-07-20,DTDC,Delivered
SHP0005364,ORD0018072,WH008,2025-05-20,2025-05-21,Delhivery,Delivered
SHP0005365,ORD0029557,WH003,2025-12-07,2025-12-14,XpressBees,Delivered
SHP0005366,ORD0013356,WH004,2026-06-13,2026-06-18,Delhivery,In Transit
SHP0005367,ORD0017902,WH008,2025-10-01,2025-10-06,XpressBees,Delivered
SHP0005368,ORD0000850,WH005,2025-11-29,2025-12-03,DTDC,Delivered
SHP0005369,ORD0029737,WH007,2025-12-24,2025-12-29,BlueDart,Delivered
SHP0005370,ORD0031291,WH002,2025-03-25,2025-03-29,DTDC,Delivered
SHP0005371,ORD0002299,WH007,2026-06-06,2026-06-14,DTDC,Delivered
SHP0005372,ORD0026647,WH003,2026-04-08,2026-04-12,DTDC,In Transit
SHP0005373,ORD0012172,WH001,2025-12-18,2025-12-22,Ecom Express,Delivered
SHP0005374,ORD0011701,WH002,2025-05-29,2025-06-02,XpressBees,Delivered
SHP0005375,ORD0001446,WH001,2025-12-23,2025-12-28,XpressBees,Delivered
SHP0005376,ORD0047372,WH003,2025-11-14,2025-11-21,Delhivery,Delivered
SHP0005377,ORD0025407,WH002,2025-10-10,2025-10-14,XpressBees,Delivered
SHP0005378,ORD0034412,WH008,2025-01-13,2025-01-19,Ecom Express,Delivered
SHP0005379,ORD0045331,WH008,2025-04-26,2025-05-02,Ecom Express,Delayed
SHP0005380,ORD0006433,WH010,2026-04-19,2026-04-27,Delhivery,Delivered
SHP0005381,ORD0021933,WH004,2025-03-07,2025-03-14,DTDC,Delivered
SHP0005382,ORD0035252,WH009,2026-05-09,2026-05-11,Delhivery,In Transit
SHP0005383,ORD0016812,WH009,2026-03-26,2026-03-29,Ecom Express,Delivered
SHP0005384,ORD0045324,WH004,2026-07-08,2026-07-11,Delhivery,Delivered
SHP0005385,ORD0039042,WH004,2026-06-01,2026-06-03,DTDC,Delayed
SHP0005386,ORD0021894,WH003,2025-09-28,2025-10-06,Ecom Express,In Transit
SHP0005387,ORD0028572,WH006,2026-07-13,2026-07-15,XpressBees,Delivered
SHP0005388,ORD0031142,WH009,2025-12-21,2025-12-27,DTDC,In Transit
SHP0005389,ORD0008153,WH006,2025-11-20,2025-11-23,DTDC,Delivered
SHP0005390,ORD0014638,WH009,2026-08-16,2026-08-19,XpressBees,Delivered
SHP0005391,ORD0023143,WH005,2026-06-13,2026-06-21,Ecom Express,Delivered
SHP0005392,ORD0049431,WH008,2026-01-15,2026-01-22,DTDC,In Transit
SHP0005393,ORD0002884,WH006,2025-06-08,2025-06-10,XpressBees,Delivered
SHP0005394,ORD0037451,WH007,2026-08-03,2026-08-11,Ecom Express,Delivered
SHP0005395,ORD0028271,WH007,2025-04-15,2025-04-18,DTDC,Delivered
SHP0005396,ORD0035003,WH007,2026-03-16,2026-03-19,Delhivery,Delayed
SHP0005397,ORD0018195,WH008,2026-06-19,2026-06-21,XpressBees,Delivered
SHP0005398,ORD0049038,WH007,2025-05-23,2025-05-24,XpressBees,In Transit
SHP0005399,ORD0033150,WH003,2026-07-08,2026-07-15,XpressBees,Delivered
SHP0005400,ORD0024131,WH003,2025-12-27,2025-12-30,Delhivery,Delivered
SHP0005401,ORD0001123,WH003,2026-03-25,2026-03-30,BlueDart,Delivered
SHP0005402,ORD0020533,WH006,2025-04-16,2025-04-22,DTDC,Delivered
SHP0005403,ORD0029299,WH007,2025-07-15,2025-07-19,Delhivery,Delivered
SHP0005404,ORD0048675,WH010,2025-10-02,2025-10-10,Delhivery,Delivered
SHP0005405,ORD0030520,WH009,2026-01-29,2026-02-04,BlueDart,Delivered
SHP0005406,ORD0037432,WH004,2025-06-16,2025-06-19,Delhivery,Delivered
SHP0005407,ORD0030082,WH009,2025-10-17,2025-10-21,DTDC,Delivered
