product_id,product_name,category_id,supplier_id,cost_price,selling_price,reorder_level,status
PRD00331,External SSD Q331,CAT001,SUP0014,4343.37,5009.08,65,Active
PRD00332,Power Bank Q332,CAT002,SUP0098,13246.24,19087.87,61,Active
PRD00333,Webcam Q333,CAT003,SUP0072,755.02,883.72,34,Active
PRD00334,Desk Lamp Q334,CAT004,SUP0065,8334.09,9829.33,67,Active
PRD00335,Filing Cabinet Q335,CAT005,SUP0079,12393.64,17342.38,25,Active
PRD00336,Ethernet Cable Q336,CAT006,SUP0044,14628.24,19127.32,81,Active
PRD00337,Ink Cartridge Q337,CAT007,SUP0066,11344.08,13948.94,61,Active
PRD00338,Headset Q338,CAT008,SUP0043,755.93,910.76,112,Discontinued
PRD00339,HDMI Cable Q339,CAT009,SUP0066,7828.44,9469.1,27,Active
PRD00340,Calculator Q340,CAT010,SUP0051,13976.02,17853.14,88,Active
PRD00341,Wireless Mouse R341,CAT001,SUP0066,8938.37,12092.95,78,Discontinued
PRD00342,Mechanical Keyboard R342,CAT002,SUP0003,10654.4,13530.2,57,Active
PRD00343,LED Monitor R343,CAT003,SUP0075,10133.19,15624.97,49,Active
PRD00344,USB-C Hub R344,CAT004,SUP0084,8985.89,11288.18,110,Active
PRD00345,Laptop Stand R345,CAT005,SUP0022,10843.29,15000.71,77,Discontinued
PRD00346,Office Chair R346,CAT006,SUP0005,2284.81,3249.66,83,Active
PRD00347,A4 Paper R347,CAT007,SUP0054,2926.5,3881.75,29,Discontinued
PRD00348,Ball Pen Pack R348,CAT008,SUP0100,10382.26,13643.86,88,Discontinued
PRD00349,WiFi Router R349,CAT009,SUP0008,13102.44,18924.31,100,Active
PRD00350,Laser Printer R350,CAT010,SUP0085,7818.75,10745.74,71,Discontinued
PRD00351,External SSD R351,CAT001,SUP0069,4761.19,5805.19,53,Active
PRD00352,Power Bank R352,CAT002,SUP0088,10163.96,15216.08,92,Active
PRD00353,Webcam R353,CAT003,SUP0032,9182.34,11265.86,45,Active
PRD00354,Desk Lamp R354,CAT004,SUP0039,3435.02,5287.06,108,Active
PRD00355,Filing Cabinet R355,CAT005,SUP0063,10597.12,15112.51,50,Discontinued
PRD00356,Ethernet Cable R356,CAT006,SUP0093,5284.14,8050.28,45,Active
PRD00357,Ink Cartridge R357,CAT007,SUP0049,1898.36,2696.9,60,Active
PRD00358,Headset R358,CAT008,SUP0038,14322.76,21080.9,15,Active
PRD00359,HDMI Cable R359,CAT009,SUP0057,14333.28,16936.37,93,Active
PRD00360,Calculator R360,CAT010,SUP0069,11230.29,13876.09,44,Active
PRD00361,Wireless Mouse S361,CAT001,SUP0076,2128.11,2971.42,40,Active
PRD00362,Mechanical Keyboard S362,CAT002,SUP0029,837.42,1266.24,91,Active
PRD00363,LED Monitor S363,CAT003,SUP0092,863.17,1135.35,70,Active
PRD00364,USB-C Hub S364,CAT004,SUP0071,10243.38,12343.14,30,Discontinued
PRD00365,Laptop Stand S365,CAT005,SUP0061,9821.16,14753.93,71,Active
PRD00366,Office Chair S366,CAT006,SUP0037,11358.19,14366.95,92,Active
PRD00367,A4 Paper S367,CAT007,SUP0074,13626.42,16157.99,39,Active
PRD00368,Ball Pen Pack S368,CAT008,SUP0023,13705.39,16720.93,14,Discontinued
PRD00369,WiFi Router S369,CAT009,SUP0096,11836.37,14493.93,47,Active
PRD00370,Laser Printer S370,CAT010,SUP0014,218.27,300.6,52,Active
PRD00371,External SSD S371,CAT001,SUP0068,6858.89,9647.2,73,Active
PRD00372,Power Bank S372,CAT002,SUP0025,12777.81,17086.59,113,Active
PRD00373,Webcam S373,CAT003,SUP0083,5013.81,7232.16,42,Active
PRD00374,Desk Lamp S374,CAT004,SUP0038,290.14,372.78,82,Active
PRD00375,Filing Cabinet S375,CAT005,SUP0052,2698.38,4027.22,115,Discontinued
PRD00376,Ethernet Cable S376,CAT006,SUP0086,7767.99,9202.7,22,Active
PRD00377,Ink Cartridge S377,CAT007,SUP0032,14726.74,19748.29,10,Active
PRD00378,Headset S378,CAT008,SUP0035,5802.93,7710.32,52,Active
PRD00379,HDMI Cable S379,CAT009,SUP0034,8770.31,12095.58,93,Active
PRD00380,Calculator S380,CAT010,SUP0016,10416.11,12237.36,69,Active
PRD00381,Wireless Mouse T381,CAT001,SUP0091,2462.98,3508.34,108,Active
PRD00382,Mechanical Keyboard T382,CAT002,SUP0038,10379.13,14587.71,57,Active
PRD00383,LED Monitor T383,CAT003,SUP0020,3349.4,4030.76,68,Active
PRD00384,USB-C Hub T384,CAT004,SUP0061,6284.42,8607.73,106,Active
PRD00385,Laptop Stand T385,CAT005,SUP0077,11446.95,16279.13,110,Active
PRD00386,Office Chair T386,CAT006,SUP0047,7920.56,10782.01,19,Active
PRD00387,A4 Paper T387,CAT007,SUP0065,1001.43,1371.02,35,Active
PRD00388,Ball Pen Pack T388,CAT008,SUP0057,2534.89,3781.53,24,Active
PRD00389,WiFi Router T389,CAT009,SUP0066,10776.42,14500.01,67,Active
PRD00390,Laser Printer T390,CAT010,SUP0059,6845.21,9277.31,82,Active
PRD00391,External SSD T391,CAT001,SUP0040,8417.25,11944.98,102,Active
PRD00392,Power Bank T392,CAT002,SUP0096,5987.55,8841.1,37,Active
PRD00393,Webcam T393,CAT003,SUP0009,755.72,973.22,79,Active
PRD00394,Desk Lamp T394,CAT004,SUP0061,14023.98,16514.75,14,Active
PRD00395,Filing Cabinet T395,CAT005,SUP0099,6180.29,9008.32,92,Discontinued
PRD00396,Ethernet Cable T396,CAT006,SUP0058,5666.96,8537.46,58,Discontinued
PRD00397,Ink Cartridge T397,CAT007,SUP0070,1277.33,1961.54,27,Active
PRD00398,Headset T398,CAT008,SUP0051,1850.01,2862.22,77,Active
PRD00399,HDMI Cable T399,CAT009,SUP0001,10939.64,13555.05,106,Active
PRD00400,Calculator T400,CAT010,SUP0093,14679.08,19599.53,79,Discontinued
PRD00401,Wireless Mouse U401,CAT001,SUP0032,8016.45,11859.09,68,Active
PRD00402,Mechanical Keyboard U402,CAT002,SUP0093,2394.41,2934.09,107,Active
PRD00403,LED Monitor U403,CAT003,SUP0079,560.68,792.85,108,Active
PRD00404,USB-C Hub U404,CAT004,SUP0077,3670.74,4320.15,14,Discontinued
PRD00405,Laptop Stand U405,CAT005,SUP0007,8998.95,12880.33,41,Active
PRD00406,Office Chair U406,CAT006,SUP0028,6081.8,7564.15,106,Active
PRD00407,A4 Paper U407,CAT007,SUP0030,2170.82,3359.11,114,Active
PRD00408,Ball Pen Pack U408,CAT008,SUP0042,8695.92,12687.48,40,Active
PRD00409,WiFi Router U409,CAT009,SUP0067,13153.77,20313.08,38,Discontinued
PRD00410,Laser Printer U410,CAT010,SUP0076,4563.47,5359.26,104,Active
PRD00411,External SSD U411,CAT001,SUP0064,9419.82,12442.45,16,Active
PRD00412,Power Bank U412,CAT002,SUP0068,14128.47,20041.76,50,Discontinued
PRD00413,Webcam U413,CAT003,SUP0024,6171.23,7837.19,106,Discontinued
PRD00414,Desk Lamp U414,CAT004,SUP0091,3675.25,4557.82,28,Discontinued
PRD00415,Filing Cabinet U415,CAT005,SUP0054,13727.94,18875.29,81,Active
PRD00416,Ethernet Cable U416,CAT006,SUP0043,5875.21,7355.75,92,Active
PRD00417,Ink Cartridge U417,CAT007,SUP0012,13839.61,20605.15,78,Active
PRD00418,Headset U418,CAT008,SUP0078,848.93,1104.35,87,Active
PRD00419,HDMI Cable U419,CAT009,SUP0098,13114.42,16068.64,85,Active
PRD00420,Calculator U420,CAT010,SUP0043,7232.56,10832.85,48,Active
PRD00421,Wireless Mouse V421,CAT001,SUP0095,3240.17,3972.48,25,Discontinued
PRD00422,Mechanical Keyboard V422,CAT002,SUP0091,13723.46,19600.54,36,Discontinued
PRD00423,LED Monitor V423,CAT003,SUP0100,13733.69,18826.58,46,Discontinued
PRD00424,USB-C Hub V424,CAT004,SUP0040,7036.46,9917.81,43,Active
PRD00425,Laptop Stand V425,CAT005,SUP0013,7731.22,10428.73,112,Discontinued
PRD00426,Office Chair V426,CAT006,SUP0027,11443.5,14625.86,57,Active
PRD00427,A4 Paper V427,CAT007,SUP0029,6255.84,8601.84,104,Active
PRD00428,Ball Pen Pack V428,CAT008,SUP0075,322.0,441.57,84,Discontinued
PRD00429,WiFi Router V429,CAT009,SUP0030,4484.27,5508.82,58,Active
PRD00430,Laser Printer V430,CAT010,SUP0088,7529.58,10630.59,53,Active
PRD00431,External SSD V431,CAT001,SUP0093,11469.34,15431.41,92,Discontinued
PRD00432,Power Bank V432,CAT002,SUP0046,6955.57,10037.64,31,Active
PRD00433,Webcam V433,CAT003,SUP0070,10827.08,14565.96,92,Active
PRD00434,Desk Lamp V434,CAT004,SUP0010,7897.25,11732.37,114,Active
PRD00435,Filing Cabinet V435,CAT005,SUP0081,11483.94,15100.89,39,Active
PRD00436,Ethernet Cable V436,CAT006,SUP0065,10630.97,12264.49,68,Active
PRD00437,Ink Cartridge V437,CAT007,SUP0079,981.92,1379.69,71,Discontinued
PRD00438,Headset V438,CAT008,SUP0053,314.72,428.93,11,Active
PRD00439,HDMI Cable V439,CAT009,SUP0037,7978.91,10052.6,12,Discontinued
PRD00440,Calculator V440,CAT010,SUP0014,12108.02,18330.44,22,Active
PRD00441,Wireless Mouse W441,CAT001,SUP0033,3675.25,5137.68,114,Active
PRD00442,Mechanical Keyboard W442,CAT002,SUP0048,4068.49,5324.67,61,Discontinued
PRD00443,LED Monitor W443,CAT003,SUP0029,8509.83,13156.99,48,Active
PRD00444,USB-C Hub W444,CAT004,SUP0098,9833.74,14684.6,14,Active
PRD00445,Laptop Stand W445,CAT005,SUP0061,6126.75,7970.09,17,Active
PRD00446,Office Chair W446,CAT006,SUP0056,10566.45,12500.9,92,Active
PRD00447,A4 Paper W447,CAT007,SUP0013,8522.58,12725.78,77,Active
PRD00448,Ball Pen Pack W448,CAT008,SUP0089,3508.12,5299.05,82,Discontinued
PRD00449,WiFi Router W449,CAT009,SUP0088,4124.74,6268.22,45,Active
PRD00450,Laser Printer W450,CAT010,SUP0003,2755.97,4106.87,36,Active
PRD00451,External SSD W451,CAT001,SUP0051,11303.64,16221.68,19,Active
PRD00452,Power Bank W452,CAT002,SUP0050,2503.76,3120.16,96,Active
PRD00453,Webcam W453,CAT003,SUP0089,5806.99,8396.32,102,Active
PRD00454,Desk Lamp W454,CAT004,SUP0007,7551.83,11627.77,22,Discontinued
PRD00455,Filing Cabinet W455,CAT005,SUP0078,3543.59,4182.88,108,Discontinued
PRD00456,Ethernet Cable W456,CAT006,SUP0082,14536.29,18614.46,44,Discontinued
PRD00457,Ink Cartridge W457,CAT007,SUP0049,7399.8,9562.94,65,Active
PRD00458,Headset W458,CAT008,SUP0011,10221.05,14455.31,108,Active
PRD00459,HDMI Cable W459,CAT009,SUP0011,11986.98,17204.23,44,Active
PRD00460,Calculator W460,CAT010,SUP0020,5749.6,8414.86,104,Discontinued
PRD00461,Wireless Mouse X461,CAT001,SUP0001,4804.84,5730.35,49,Discontinued
PRD00462,Mechanical Keyboard X462,CAT002,SUP0017,5449.97,6855.55,21,Active
PRD00463,LED Monitor X463,CAT003,SUP0066,6510.21,8937.18,62,Active
PRD00464,USB-C Hub X464,CAT004,SUP0012,471.83,609.4,86,Active
PRD00465,Laptop Stand X465,CAT005,SUP0053,12966.68,14975.69,59,Active
PRD00466,Office Chair X466,CAT006,SUP0032,10894.67,14967.26,83,Active
PRD00467,A4 Paper X467,CAT007,SUP0035,10304.91,12549.33,48,Active
PRD00468,Ball Pen Pack X468,CAT008,SUP0056,7437.41,8741.24,45,Discontinued
PRD00469,WiFi Router X469,CAT009,SUP0047,4552.3,6660.32,42,Active
PRD00470,Laser Printer X470,CAT010,SUP0079,10835.82,14610.16,35,Discontinued
PRD00471,External SSD X471,CAT001,SUP0051,1676.03,2131.68,52,Discontinued
PRD00472,Power Bank X472,CAT002,SUP0043,12076.82,15480.27,65,Active
PRD00473,Webcam X473,CAT003,SUP0089,4562.49,6347.72,35,Discontinued
PRD00474,Desk Lamp X474,CAT004,SUP0041,4767.61,7322.24,47,Discontinued
PRD00475,Filing Cabinet X475,CAT005,SUP0042,14519.03,21238.29,58,Active
PRD00476,Ethernet Cable X476,CAT006,SUP0015,12262.1,16028.7,82,Active
PRD00477,Ink Cartridge X477,CAT007,SUP0088,8916.03,12199.37,108,Active
PRD00478,Headset X478,CAT008,SUP0091,14298.83,19083.92,36,Discontinued
PRD00479,HDMI Cable X479,CAT009,SUP0009,11981.47,17762.68,114,Discontinued
PRD00480,Calculator X480,CAT010,SUP0039,10120.83,12202.4,40,Active
PRD00481,Wireless Mouse Y481,CAT001,SUP0049,9907.25,14227.75,19,Discontinued
PRD00482,Mechanical Keyboard Y482,CAT002,SUP0052,14861.25,19939.25,78,Discontinued
PRD00483,LED Monitor Y483,CAT003,SUP0047,8191.19,12010.65,99,Active
PRD00484,USB-C Hub Y484,CAT004,SUP0086,1711.79,2138.53,55,Active
PRD00485,Laptop Stand Y485,CAT005,SUP0083,9733.24,11365.69,96,Discontinued
PRD00486,Office Chair Y486,CAT006,SUP0056,14504.82,18604.44,23,Active
PRD00487,A4 Paper Y487,CAT007,SUP0096,1551.21,1921.64,76,Active
PRD00488,Ball Pen Pack Y488,CAT008,SUP0099,6731.02,8793.77,96,Active
PRD00489,WiFi Router Y489,CAT009,SUP0014,5226.91,6062.3,47,Discontinued
PRD00490,Laser Printer Y490,CAT010,SUP0094,13814.57,16361.17,28,Active
PRD00491,External SSD Y491,CAT001,SUP0027,4733.4,6305.52,76,Discontinued
PRD00492,Power Bank Y492,CAT002,SUP0093,5276.64,6274.18,99,Discontinued
PRD00493,Webcam Y493,CAT003,SUP0091,4838.13,6144.94,24,Active
PRD00494,Desk Lamp Y494,CAT004,SUP0087,12749.77,17966.82,112,Active
PRD00495,Filing Cabinet Y495,CAT005,SUP0067,13954.44,20180.85,32,Active
PRD00496,Ethernet Cable Y496,CAT006,SUP0060,5018.37,6627.0,39,Discontinued
PRD00497,Ink Cartridge Y497,CAT007,SUP0085,9476.02,11603.91,65,Discontinued
PRD00498,Headset Y498,CAT008,SUP0026,515.55,719.52,67,Discontinued
PRD00499,HDMI Cable Y499,CAT009,SUP0027,5881.43,8421.59,45,Active
PRD00500,Calculator Y500,CAT010,SUP0069,8694.03,12778.49,33,Active
PRD00501,Wireless Mouse Z501,CAT001,SUP0034,4943.69,6590.04,95,Discontinued
PRD00502,Mechanical Keyboard Z502,CAT002,SUP0077,7953.51,11179.8,59,Discontinued
PRD00503,LED Monitor Z503,CAT003,SUP0059,8838.11,11393.82,89,Active
PRD00504,USB-C Hub Z504,CAT004,SUP0039,12220.97,17505.26,88,Active
PRD00505,Laptop Stand Z505,CAT005,SUP0031,10107.88,12890.32,49,Active
PRD00506,Office Chair Z506,CAT006,SUP0066,2811.02,4012.38,59,Discontinued
PRD00507,A4 Paper Z507,CAT007,SUP0055,8978.67,12389.87,33,Discontinued
PRD00508,Ball Pen Pack Z508,CAT008,SUP0083,9561.68,13648.09,32,Active
PRD00509,WiFi Router Z509,CAT009,SUP0041,7385.46,8907.74,117,Discontinued
PRD00510,Laser Printer Z510,CAT010,SUP0002,9321.6,13947.06,72,Active
PRD00511,External SSD Z511,CAT001,SUP0072,2991.32,3899.42,74,Discontinued
PRD00512,Power Bank Z512,CAT002,SUP0091,6184.28,8328.31,117,Discontinued
PRD00513,Webcam Z513,CAT003,SUP0004,7371.4,8720.87,111,Active
PRD00514,Desk Lamp Z514,CAT004,SUP0069,4437.98,5591.59,46,Active
PRD00515,Filing Cabinet Z515,CAT005,SUP0099,11728.64,16141.66,108,Discontinued
PRD00516,Ethernet Cable Z516,CAT006,SUP0015,8281.91,9899.24,44,Active
PRD00517,Ink Cartridge Z517,CAT007,SUP0098,8167.29,11864.74,102,Discontinued
PRD00518,Headset Z518,CAT008,SUP0014,8231.59,12725.3,104,Active
PRD00519,HDMI Cable Z519,CAT009,SUP0058,4521.82,7007.58,43,Active
PRD00520,Calculator Z520,CAT010,SUP0016,12944.02,15335.99,109,Active
PRD00521,Wireless Mouse A521,CAT001,SUP0089,3211.38,4640.59,54,Discontinued
PRD00522,Mechanical Keyboard A522,CAT002,SUP0027,2556.45,3082.3,114,Active
PRD00523,LED Monitor A523,CAT003,SUP0069,12097.17,16670.26,45,Active
PRD00524,USB-C Hub A524,CAT004,SUP0038,4908.91,7027.7,83,Active
PRD00525,Laptop Stand A525,CAT005,SUP0087,14289.77,19373.58,114,Active
PRD00526,Office Chair A526,CAT006,SUP0053,2102.99,3049.41,17,Active
PRD00527,A4 Paper A527,CAT007,SUP0017,13016.35,15629.45,41,Active
PRD00528,Ball Pen Pack A528,CAT008,SUP0098,10694.01,15842.03,117,Discontinued
PRD00529,WiFi Router A529,CAT009,SUP0035,7382.72,10195.32,90,Discontinued
PRD00530,Laser Printer A530,CAT010,SUP0099,5677.57,6700.71,21,Discontinued
PRD00531,External SSD A531,CAT001,SUP0048,7772.95,9803.95,68,Discontinued
PRD00532,Power Bank A532,CAT002,SUP0100,4963.16,5712.54,118,Active
PRD00533,Webcam A533,CAT003,SUP0086,10985.5,14647.84,99,Active
PRD00534,Desk Lamp A534,CAT004,SUP0051,12763.59,18740.41,37,Discontinued
PRD00535,Filing Cabinet A535,CAT005,SUP0042,12386.73,16695.9,116,Active
PRD00536,Ethernet Cable A536,CAT006,SUP0073,5119.31,7070.66,119,Discontinued
PRD00537,Ink Cartridge A537,CAT007,SUP0098,11841.49,17852.96,16,Active
PRD00538,Headset A538,CAT008,SUP0059,1565.66,2291.43,12,Active
PRD00539,HDMI Cable A539,CAT009,SUP0059,13947.14,16920.58,10,Discontinued
PRD00540,Calculator A540,CAT010,SUP0017,3098.59,4416.84,93,Active
PRD00541,Wireless Mouse B541,CAT001,SUP0036,2451.94,3734.53,21,Active
PRD00542,Mechanical Keyboard B542,CAT002,SUP0084,3815.81,4955.74,31,Active
PRD00543,LED Monitor B543,CAT003,SUP0090,5993.42,7624.85,106,Active
PRD00544,USB-C Hub B544,CAT004,SUP0013,6484.13,7693.29,10,Active
PRD00545,Laptop Stand B545,CAT005,SUP0029,7193.96,8654.91,76,Discontinued
PRD00546,Office Chair B546,CAT006,SUP0016,218.56,312.16,120,Discontinued
PRD00547,A4 Paper B547,CAT007,SUP0030,10434.94,13994.09,59,Active
PRD00548,Ball Pen Pack B548,CAT008,SUP0041,10982.99,13080.42,57,Active
PRD00549,WiFi Router B549,CAT009,SUP0097,2125.97,3102.61,27,Active
PRD00550,Laser Printer B550,CAT010,SUP0079,1100.7,1513.81,93,Active
PRD00551,External SSD B551,CAT001,SUP0081,6646.28,9563.82,105,Active
PRD00552,Power Bank B552,CAT002,SUP0057,13804.82,19277.47,120,Active
PRD00553,Webcam B553,CAT003,SUP0097,1373.39,1634.59,25,Discontinued
PRD00554,Desk Lamp B554,CAT004,SUP0018,5324.91,7038.23,41,Active
PRD00555,Filing Cabinet B555,CAT005,SUP0077,9697.74,12115.06,86,Active
PRD00556,Ethernet Cable B556,CAT006,SUP0085,11702.23,16689.61,48,Active
PRD00557,Ink Cartridge B557,CAT007,SUP0096,7804.82,10566.24,60,Active
PRD00558,Headset B558,CAT008,SUP0031,9720.85,14226.66,73,Discontinued
PRD00559,HDMI Cable B559,CAT009,SUP0077,1762.14,2378.59,19,Active
PRD00560,Calculator B560,CAT010,SUP0017,14804.29,22555.37,59,Discontinued
PRD00561,Wireless Mouse C561,CAT001,SUP0098,5531.95,7872.94,70,Active
PRD00562,Mechanical Keyboard C562,CAT002,SUP0034,329.01,387.25,37,Active
PRD00563,LED Monitor C563,CAT003,SUP0051,13844.88,21175.36,74,Active
PRD00564,USB-C Hub C564,CAT004,SUP0054,9458.27,12772.63,64,Discontinued
PRD00565,Laptop Stand C565,CAT005,SUP0079,1309.82,1787.41,29,Active
PRD00566,Office Chair C566,CAT006,SUP0027,1327.27,1568.31,113,Active
PRD00567,A4 Paper C567,CAT007,SUP0082,8082.94,10558.68,107,Active
PRD00568,Ball Pen Pack C568,CAT008,SUP0031,4707.73,6237.72,17,Active
PRD00569,WiFi Router C569,CAT009,SUP0059,1366.29,1808.69,88,Active
PRD00570,Laser Printer C570,CAT010,SUP0095,4694.61,6791.59,32,Active
PRD00571,External SSD C571,CAT001,SUP0002,268.96,324.07,30,Discontinued
PRD00572,Power Bank C572,CAT002,SUP0093,14299.0,19435.23,43,Active
PRD00573,Webcam C573,CAT003,SUP0035,5628.29,8160.52,103,Active
PRD00574,Desk Lamp C574,CAT004,SUP0055,11589.74,13464.29,44,Active
PRD00575,Filing Cabinet C575,CAT005,SUP0081,4003.21,6165.02,19,Discontinued
PRD00576,Ethernet Cable C576,CAT006,SUP0064,6871.55,8892.13,119,Active
PRD00577,Ink Cartridge C577,CAT007,SUP0014,5565.9,6968.77,83,Active
PRD00578,Headset C578,CAT008,SUP0006,3487.79,4720.83,119,Active
PRD00579,HDMI Cable C579,CAT009,SUP0050,3728.71,4991.65,29,Active
PRD00580,Calculator C580,CAT010,SUP0071,13972.91,20861.47,112,Discontinued
PRD00581,Wireless Mouse D581,CAT001,SUP0093,3429.77,4284.83,50,Active
PRD00582,Mechanical Keyboard D582,CAT002,SUP0016,12403.88,17100.17,74,Active
PRD00583,LED Monitor D583,CAT003,SUP0006,2755.82,4055.84,61,Active
PRD00584,USB-C Hub D584,CAT004,SUP0100,13164.71,19699.84,118,Active
PRD00585,Laptop Stand D585,CAT005,SUP0002,4963.33,6805.9,57,Active
PRD00586,Office Chair D586,CAT006,SUP0095,4430.6,6485.53,89,Active
PRD00587,A4 Paper D587,CAT007,SUP0064,7001.79,9709.22,108,Active
PRD00588,Ball Pen Pack D588,CAT008,SUP0032,11008.35,15066.29,29,Active
PRD00589,WiFi Router D589,CAT009,SUP0070,13991.37,16223.89,54,Active
PRD00590,Laser Printer D590,CAT010,SUP0085,14268.77,16417.43,58,Active
PRD00591,External SSD D591,CAT001,SUP0031,1630.92,2221.19,63,Discontinued
PRD00592,Power Bank D592,CAT002,SUP0019,14420.88,22194.08,101,Active
PRD00593,Webcam D593,CAT003,SUP0067,1467.96,2229.11,62,Active
PRD00594,Desk Lamp D594,CAT004,SUP0075,6920.19,10028.46,22,Active
PRD00595,Filing Cabinet D595,CAT005,SUP0076,9587.26,12537.65,82,Active
PRD00596,Ethernet Cable D596,CAT006,SUP0031,6569.94,10089.37,47,Active
PRD00597,Ink Cartridge D597,CAT007,SUP0051,12775.63,19424.28,99,Active
PRD00598,Headset D598,CAT008,SUP0010,4825.42,6074.15,35,Active
PRD00599,HDMI Cable D599,CAT009,SUP0020,11716.66,16214.49,23,Active
PRD00600,Calculator D600,CAT010,SUP0016,6787.54,8658.28,78,Active
PRD00601,Wireless Mouse E601,CAT001,SUP0040,14472.35,17845.2,69,Active
PRD00602,Mechanical Keyboard E602,CAT002,SUP0088,12799.03,15181.8,48,Active
PRD00603,LED Monitor E603,CAT003,SUP0019,3288.11,4907.93,21,Active
PRD00604,USB-C Hub E604,CAT004,SUP0007,14528.53,19010.55,96,Active
PRD00605,Laptop Stand E605,CAT005,SUP0004,3961.69,6125.84,61,Discontinued
PRD00606,Office Chair E606,CAT006,SUP0013,8374.83,11473.92,69,Active
PRD00607,A4 Paper E607,CAT007,SUP0002,12074.14,14560.41,17,Active
PRD00608,Ball Pen Pack E608,CAT008,SUP0048,2030.27,3003.72,97,Active
PRD00609,WiFi Router E609,CAT009,SUP0010,8768.27,10991.27,12,Active
PRD00610,Laser Printer E610,CAT010,SUP0017,3030.44,4268.06,21,Active
PRD00611,External SSD E611,CAT001,SUP0007,1908.11,2913.52,31,Discontinued
PRD00612,Power Bank E612,CAT002,SUP0004,12339.55,16140.12,58,Discontinued
PRD00613,Webcam E613,CAT003,SUP0024,2658.28,3285.33,45,Active
PRD00614,Desk Lamp E614,CAT004,SUP0079,6734.49,8145.05,89,Active
PRD00615,Filing Cabinet E615,CAT005,SUP0071,9737.39,13141.16,71,Active
PRD00616,Ethernet Cable E616,CAT006,SUP0054,1388.81,1809.91,35,Active
PRD00617,Ink Cartridge E617,CAT007,SUP0003,9490.86,13959.79,58,Active
PRD00618,Headset E618,CAT008,SUP0045,7236.89,10584.49,82,Active
PRD00619,HDMI Cable E619,CAT009,SUP0041,5874.65,7178.39,86,Active
PRD00620,Calculator E620,CAT010,SUP0036,517.21,762.51,17,Discontinued
PRD00621,Wireless Mouse F621,CAT001,SUP0030,7979.13,11623.49,30,Active
PRD00622,Mechanical Keyboard F622,CAT002,SUP0069,3778.03,4709.17,114,Active
PRD00623,LED Monitor F623,CAT003,SUP0074,11479.62,17553.73,118,Discontinued
PRD00624,USB-C Hub F624,CAT004,SUP0023,5373.69,7983.63,32,Active
PRD00625,Laptop Stand F625,CAT005,SUP0090,8920.39,13135.13,55,Active
PRD00626,Office Chair F626,CAT006,SUP0073,10575.52,13649.54,82,Active
PRD00627,A4 Paper F627,CAT007,SUP0064,8481.58,10392.42,79,Active
PRD00628,Ball Pen Pack F628,CAT008,SUP0008,2699.31,3145.2,39,Active
PRD00629,WiFi Router F629,CAT009,SUP0043,377.33,506.07,88,Active
PRD00630,Laser Printer F630,CAT010,SUP0023,12112.17,15579.93,112,Active
PRD00631,External SSD F631,CAT001,SUP0091,968.57,1171.08,28,Active
PRD00632,Power Bank F632,CAT002,SUP0010,12709.49,18991.38,57,Discontinued
PRD00633,Webcam F633,CAT003,SUP0042,8823.37,11334.72,27,Active
PRD00634,Desk Lamp F634,CAT004,SUP0082,11006.69,14581.08,72,Active
PRD00635,Filing Cabinet F635,CAT005,SUP0089,2679.1,4119.11,88,Active
PRD00636,Ethernet Cable F636,CAT006,SUP0023,3410.7,4725.8,58,Active
PRD00637,Ink Cartridge F637,CAT007,SUP0023,11031.21,13985.44,103,Active
PRD00638,Headset F638,CAT008,SUP0051,14235.92,21773.54,118,Active
PRD00639,HDMI Cable F639,CAT009,SUP0079,2796.66,3572.14,38,Active
PRD00640,Calculator F640,CAT010,SUP0096,14055.38,16954.41,19,Active
PRD00641,Wireless Mouse G641,CAT001,SUP0082,5254.41,6714.12,21,Active
PRD00642,Mechanical Keyboard G642,CAT002,SUP0032,6743.72,8470.69,98,Active
PRD00643,LED Monitor G643,CAT003,SUP0093,5309.18,7776.93,10,Active
PRD00644,USB-C Hub G644,CAT004,SUP0022,5838.18,8424.69,62,Discontinued
PRD00645,Laptop Stand G645,CAT005,SUP0049,13236.02,17080.98,22,Discontinued
PRD00646,Office Chair G646,CAT006,SUP0098,11847.85,16364.51,97,Active
PRD00647,A4 Paper G647,CAT007,SUP0005,2506.84,2956.78,47,Active
PRD00648,Ball Pen Pack G648,CAT008,SUP0010,4835.26,7401.16,53,Active
PRD00649,WiFi Router G649,CAT009,SUP0010,13327.93,16184.93,80,Active
PRD00650,Laser Printer G650,CAT010,SUP0062,5122.22,7909.27,100,Active
PRD00651,External SSD G651,CAT001,SUP0078,6515.34,9196.1,65,Active
PRD00652,Power Bank G652,CAT002,SUP0025,879.05,1127.33,62,Active
PRD00653,Webcam G653,CAT003,SUP0013,9936.12,12608.54,16,Discontinued
PRD00654,Desk Lamp G654,CAT004,SUP0020,8610.81,12795.16,16,Active
PRD00655,Filing Cabinet G655,CAT005,SUP0085,136.93,162.27,90,Discontinued
PRD00656,Ethernet Cable G656,CAT006,SUP0022,3059.15,3549.51,91,Active
PRD00657,Ink Cartridge G657,CAT007,SUP0015,14657.7,19632.94,49,Discontinued
PRD00658,Headset G658,CAT008,SUP0034,7106.49,10716.24,21,Discontinued
PRD00659,HDMI Cable G659,CAT009,SUP0048,2838.43,4269.56,33,Discontinued
PRD00660,Calculator G660,CAT010,SUP0034,745.68,988.69,38,Active
