order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI00032117,ORD0035688,PRD00739,1,10460.74,0.15
OI00032118,ORD0003797,PRD00135,2,10894.17,0.0
OI00032119,ORD0026508,PRD00611,4,2913.52,0.0
OI00032120,ORD0044067,PRD00635,7,4119.11,0.0
OI00032121,ORD0012161,PRD00313,8,13127.69,0.15
OI00032122,ORD0032185,PRD00740,3,7121.6,0.0
OI00032123,ORD0014405,PRD00433,6,14565.96,0.0
OI00032124,ORD0004268,PRD00578,7,4720.83,0.0
OI00032125,ORD0027805,PRD00094,6,11066.84,0.0
OI00032126,ORD0002834,PRD00557,5,10566.24,0.1
OI00032127,ORD0001209,PRD00174,2,1787.77,0.1
OI00032128,ORD0025417,PRD00826,5,13484.37,0.15
OI00032129,ORD0015522,PRD00673,8,19085.92,0.0
OI00032130,ORD0019395,PRD00963,2,11853.9,0.0
OI00032131,ORD0023566,PRD00200,7,19539.87,0.0
OI00032132,ORD0049715,PRD00965,5,11969.13,0.05
OI00032133,ORD0030900,PRD00335,3,17342.38,0.05
OI00032134,ORD0021765,PRD00409,4,20313.08,0.05
OI00032135,ORD0023308,PRD00363,4,1135.35,0.15
OI00032136,ORD0026823,PRD00752,7,2523.82,0.0
OI00032137,ORD0019471,PRD00410,8,5359.26,0.0
OI00032138,ORD0002504,PRD00304,5,10885.3,0.15
OI00032139,ORD0033658,PRD00799,2,22109.87,0.0
OI00032140,ORD0015114,PRD00142,1,4895.64,0.0
OI00032141,ORD0017663,PRD00895,7,12697.09,0.0
OI00032142,ORD0042687,PRD00292,8,16567.5,0.0
OI00032143,ORD0003856,PRD00011,2,14531.04,0.15
OI00032144,ORD0044125,PRD00738,7,10775.46,0.0
OI00032145,ORD0036472,PRD00989,5,16040.15,0.15
OI00032146,ORD0020631,PRD00643,2,7776.93,0.0
OI00032147,ORD0006121,PRD00223,3,17535.92,0.0
OI00032148,ORD0014316,PRD00739,6,10460.74,0.15
OI00032149,ORD0014966,PRD00604,5,19010.55,0.05
OI00032150,ORD0009572,PRD00249,6,12655.51,0.05
OI00032151,ORD0037856,PRD00648,3,7401.16,0.1
OI00032152,ORD0003378,PRD00887,1,8046.99,0.15
OI00032153,ORD0013533,PRD00372,6,17086.59,0.0
OI00032154,ORD0044602,PRD00669,1,6989.03,0.1
OI00032155,ORD0029371,PRD00566,5,1568.31,0.05
OI00032156,ORD0006350,PRD00349,3,18924.31,0.0
OI00032157,ORD0034475,PRD00683,2,16187.89,0.0
OI00032158,ORD0045527,PRD00105,3,8994.25,0.05
OI00032159,ORD0044233,PRD00029,7,5693.78,0.05
OI00032160,ORD0041340,PRD00617,7,13959.79,0.0
OI00032161,ORD0015597,PRD00240,6,1834.43,0.0
OI00032162,ORD0011788,PRD00051,3,11710.01,0.1
OI00032163,ORD0000265,PRD00080,7,13082.1,0.15
OI00032164,ORD0044703,PRD00029,2,5693.78,0.05
OI00032165,ORD0024672,PRD00585,2,6805.9,0.0
OI00032166,ORD0012782,PRD00041,8,21475.54,0.0
OI00032167,ORD0038883,PRD00087,1,3186.46,0.0
OI00032168,ORD0048354,PRD00458,1,14455.31,0.15
OI00032169,ORD0002236,PRD00653,4,12608.54,0.0
OI00032170,ORD0016245,PRD00413,3,7837.19,0.0
OI00032171,ORD0018203,PRD00917,1,20114.36,0.0
OI00032172,ORD0036048,PRD00566,4,1568.31,0.05
OI00032173,ORD0002381,PRD00806,1,219.5,0.0
OI00032174,ORD0047447,PRD00115,7,19216.64,0.0
OI00032175,ORD0036543,PRD00957,6,9589.16,0.1
OI00032176,ORD0005755,PRD00882,5,8745.54,0.15
OI00032177,ORD0015056,PRD00424,6,9917.81,0.05
OI00032178,ORD0022641,PRD00618,6,10584.49,0.1
OI00032179,ORD0028223,PRD00313,2,13127.69,0.0
OI00032180,ORD0018402,PRD00563,1,21175.36,0.1
OI00032181,ORD0016770,PRD00274,8,15436.02,0.0
OI00032182,ORD0029055,PRD00126,1,15565.11,0.0
OI00032183,ORD0006755,PRD00815,8,7974.26,0.0
OI00032184,ORD0028679,PRD00106,2,9184.6,0.15
OI00032185,ORD0035200,PRD00673,3,19085.92,0.0
OI00032186,ORD0004983,PRD00544,8,7693.29,0.1
OI00032187,ORD0023529,PRD00891,7,7370.44,0.0
OI00032188,ORD0041184,PRD00148,6,15280.1,0.05
OI00032189,ORD0013460,PRD00316,4,20756.54,0.0
OI00032190,ORD0045054,PRD00993,1,2886.74,0.0
OI00032191,ORD0048885,PRD00155,8,13781.08,0.15
OI00032192,ORD0011841,PRD00289,5,8088.29,0.05
OI00032193,ORD0028454,PRD00399,5,13555.05,0.0
OI00032194,ORD0017379,PRD00784,8,6390.57,0.05
OI00032195,ORD0008138,PRD00893,1,19474.56,0.1
OI00032196,ORD0016511,PRD00327,3,15470.83,0.0
OI00032197,ORD0000671,PRD00230,4,1377.11,0.15
OI00032198,ORD0047284,PRD00587,7,9709.22,0.05
OI00032199,ORD0008241,PRD00783,2,8816.57,0.15
OI00032200,ORD0023749,PRD00434,3,11732.37,0.1
OI00032201,ORD0008405,PRD00942,4,14982.57,0.0
OI00032202,ORD0003292,PRD00520,8,15335.99,0.15
OI00032203,ORD0029976,PRD00082,7,9728.74,0.0
OI00032204,ORD0034080,PRD00157,8,4504.92,0.0
OI00032205,ORD0031681,PRD00774,1,10982.48,0.05
OI00032206,ORD0031378,PRD00310,5,9931.69,0.05
OI00032207,ORD0029039,PRD00976,5,5889.62,0.05
OI00032208,ORD0021642,PRD00215,4,11190.2,0.05
OI00032209,ORD0016860,PRD00923,8,20225.71,0.05
OI00032210,ORD0018048,PRD00640,1,16954.41,0.0
OI00032211,ORD0044405,PRD00093,5,18634.57,0.1
OI00032212,ORD0003159,PRD00447,4,12725.78,0.0
OI00032213,ORD0014781,PRD00726,1,2611.6,0.15
OI00032214,ORD0008257,PRD00127,5,17258.35,0.15
OI00032215,ORD0002106,PRD00596,7,10089.37,0.05
OI00032216,ORD0017590,PRD00066,5,1731.28,0.0
OI00032217,ORD0046856,PRD00319,3,5499.34,0.15
OI00032218,ORD0005897,PRD00075,5,4967.4,0.0
OI00032219,ORD0014316,PRD00612,1,16140.12,0.05
OI00032220,ORD0049484,PRD00490,7,16361.17,0.0
OI00032221,ORD0041294,PRD00948,7,7633.2,0.0
OI00032222,ORD0047331,PRD00111,2,19452.31,0.0
OI00032223,ORD0041719,PRD00590,6,16417.43,0.0
OI00032224,ORD0013235,PRD00395,4,9008.32,0.1
OI00032225,ORD0038760,PRD00764,4,7584.53,0.05
OI00032226,ORD0048945,PRD00208,3,12759.12,0.0
OI00032227,ORD0014056,PRD00901,6,1283.4,0.05
OI00032228,ORD0011065,PRD00971,2,3635.21,0.0
OI00032229,ORD0012137,PRD00283,8,19698.56,0.0
OI00032230,ORD0048835,PRD00269,5,9051.51,0.15
OI00032231,ORD0042324,PRD00668,8,4574.09,0.1
OI00032232,ORD0016506,PRD00955,6,15196.7,0.1
OI00032233,ORD0036122,PRD00089,4,13926.4,0.0
OI00032234,ORD0049005,PRD00171,1,4410.76,0.0
OI00032235,ORD0040700,PRD00513,3,8720.87,0.1
OI00032236,ORD0027103,PRD00594,6,10028.46,0.0
OI00032237,ORD0017149,PRD00738,3,10775.46,0.15
OI00032238,ORD0029855,PRD00350,3,10745.74,0.0
OI00032239,ORD0034605,PRD00057,6,6611.58,0.15
OI00032240,ORD0014238,PRD00384,1,8607.73,0.1
OI00032241,ORD0037267,PRD00754,2,3625.02,0.05
OI00032242,ORD0009164,PRD00933,5,5524.08,0.15
OI00032243,ORD0042982,PRD00150,5,5746.7,0.1
OI00032244,ORD0044967,PRD00144,7,10381.66,0.0
OI00032245,ORD0044878,PRD00970,3,4348.51,0.15
OI00032246,ORD0036566,PRD00041,8,21475.54,0.0
OI00032247,ORD0035536,PRD00542,2,4955.74,0.0
OI00032248,ORD0022451,PRD00807,6,19352.44,0.0
OI00032249,ORD0034244,PRD00621,3,11623.49,0.0
OI00032250,ORD0013925,PRD00664,4,10731.59,0.0
OI00032251,ORD0042187,PRD00778,5,15430.89,0.1
OI00032252,ORD0043343,PRD00868,7,13084.45,0.05
OI00032253,ORD0045260,PRD00969,7,16645.66,0.0
OI00032254,ORD0003025,PRD00563,5,21175.36,0.0
OI00032255,ORD0033179,PRD00498,7,719.52,0.15
OI00032256,ORD0035621,PRD00661,1,10287.1,0.0
OI00032257,ORD0017806,PRD00221,4,18926.99,0.0
OI00032258,ORD0012405,PRD00564,2,12772.63,0.05
OI00032259,ORD0018691,PRD00297,1,4576.72,0.0
OI00032260,ORD0010066,PRD00495,7,20180.85,0.0
OI00032261,ORD0014575,PRD00625,2,13135.13,0.0
OI00032262,ORD0019712,PRD00483,7,12010.65,0.05
OI00032263,ORD0041638,PRD00238,8,1263.11,0.05
OI00032264,ORD0003445,PRD00266,2,5112.83,0.0
OI00032265,ORD0038967,PRD00230,2,1377.11,0.0
OI00032266,ORD0037813,PRD00758,6,20801.43,0.0
OI00032267,ORD0017389,PRD00612,7,16140.12,0.0
OI00032268,ORD0009653,PRD00611,8,2913.52,0.0
OI00032269,ORD0037721,PRD00119,4,716.05,0.15
OI00032270,ORD0039155,PRD00008,7,10094.12,0.15
OI00032271,ORD0029368,PRD00667,7,14576.44,0.05
OI00032272,ORD0007878,PRD00771,4,13953.86,0.0
OI00032273,ORD0003781,PRD00576,1,8892.13,0.0
OI00032274,ORD0006924,PRD00593,1,2229.11,0.15
OI00032275,ORD0017051,PRD00464,8,609.4,0.15
OI00032276,ORD0044375,PRD00831,6,17396.15,0.0
OI00032277,ORD0030316,PRD00903,1,14858.24,0.05
OI00032278,ORD0008899,PRD00577,4,6968.77,0.1
OI00032279,ORD0028483,PRD00142,4,4895.64,0.1
OI00032280,ORD0004993,PRD00350,3,10745.74,0.0
OI00032281,ORD0011271,PRD00370,4,300.6,0.0
OI00032282,ORD0018981,PRD00501,2,6590.04,0.0
OI00032283,ORD0037058,PRD00641,4,6714.12,0.15
OI00032284,ORD0040720,PRD00156,3,1806.7,0.0
OI00032285,ORD0020001,PRD00408,3,12687.48,0.15
OI00032286,ORD0020347,PRD00836,7,3946.07,0.0
OI00032287,ORD0032482,PRD00743,6,2734.09,0.0
OI00032288,ORD0036494,PRD00631,7,1171.08,0.1
OI00032289,ORD0040204,PRD00282,1,8645.15,0.1
OI00032290,ORD0029029,PRD00634,6,14581.08,0.1
OI00032291,ORD0026193,PRD00724,4,15493.6,0.0
OI00032292,ORD0029348,PRD00549,7,3102.61,0.0
OI00032293,ORD0007140,PRD00872,1,16161.78,0.0
OI00032294,ORD0038939,PRD00106,2,9184.6,0.15
OI00032295,ORD0021707,PRD00036,1,14075.81,0.0
OI00032296,ORD0003793,PRD00909,7,13040.14,0.0
OI00032297,ORD0049583,PRD00832,5,16582.99,0.1
OI00032298,ORD0001840,PRD00804,5,20852.01,0.0
OI00032299,ORD0045462,PRD00065,7,19240.26,0.15
OI00032300,ORD0035200,PRD00608,5,3003.72,0.1
OI00032301,ORD0011117,PRD00801,7,18876.92,0.15
OI00032302,ORD0019405,PRD00636,5,4725.8,0.05
OI00032303,ORD0012998,PRD00973,7,6262.46,0.0
OI00032304,ORD0013523,PRD00707,3,7463.88,0.0
OI00032305,ORD0037950,PRD00177,1,15180.4,0.05
OI00032306,ORD0029057,PRD00035,3,13408.35,0.15
OI00032307,ORD0001149,PRD00047,7,1363.32,0.05
OI00032308,ORD0019352,PRD00086,5,21814.53,0.0
OI00032309,ORD0005312,PRD00961,4,16534.42,0.1
OI00032310,ORD0025369,PRD00340,2,17853.14,0.0
OI00032311,ORD0010681,PRD00903,8,14858.24,0.05
OI00032312,ORD0033204,PRD00591,3,2221.19,0.1
OI00032313,ORD0012192,PRD00190,7,9778.98,0.0
OI00032314,ORD0014316,PRD00407,3,3359.11,0.1
OI00032315,ORD0011250,PRD00747,6,2176.11,0.05
OI00032316,ORD0029646,PRD00555,7,12115.06,0.1
OI00032317,ORD0007406,PRD00358,1,21080.9,0.0
OI00032318,ORD0041971,PRD00706,6,15314.95,0.1
OI00032319,ORD0029649,PRD00861,1,15737.14,0.0
OI00032320,ORD0032231,PRD00470,3,14610.16,0.1
OI00032321,ORD0040602,PRD00771,1,13953.86,0.1
OI00032322,ORD0042419,PRD00249,3,12655.51,0.05
OI00032323,ORD0007719,PRD00162,3,392.56,0.05
OI00032324,ORD0002052,PRD00696,7,4763.33,0.1
OI00032325,ORD0020170,PRD00664,5,10731.59,0.0
OI00032326,ORD0000590,PRD00196,5,9310.43,0.0
OI00032327,ORD0019006,PRD00637,4,13985.44,0.15
OI00032328,ORD0038347,PRD00909,4,13040.14,0.05
OI00032329,ORD0024470,PRD00856,4,14857.91,0.15
OI00032330,ORD0018172,PRD00373,3,7232.16,0.15
OI00032331,ORD0028478,PRD00048,1,1496.5,0.0
OI00032332,ORD0003210,PRD00754,1,3625.02,0.0
OI00032333,ORD0018460,PRD00238,4,1263.11,0.15
OI00032334,ORD0011636,PRD00073,1,10385.62,0.15
OI00032335,ORD0008722,PRD00995,3,2433.12,0.15
OI00032336,ORD0035704,PRD00991,7,7465.28,0.0
OI00032337,ORD0037383,PRD00730,1,5290.92,0.05
OI00032338,ORD0018159,PRD00859,8,20698.75,0.0
OI00032339,ORD0037348,PRD00056,3,2809.02,0.0
OI00032340,ORD0020700,PRD00193,7,1603.74,0.0
OI00032341,ORD0036635,PRD00023,8,5562.69,0.0
OI00032342,ORD0013695,PRD00858,2,885.95,0.15
OI00032343,ORD0039488,PRD00410,7,5359.26,0.05
OI00032344,ORD0024967,PRD00534,1,18740.41,0.0
OI00032345,ORD0041031,PRD00263,4,14005.81,0.0
OI00032346,ORD0037141,PRD00110,6,16808.01,0.0
OI00032347,ORD0032461,PRD00077,2,4767.09,0.1
OI00032348,ORD0024251,PRD00868,7,13084.45,0.0
OI00032349,ORD0004547,PRD00622,1,4709.17,0.0
OI00032350,ORD0023782,PRD00859,6,20698.75,0.15
OI00032351,ORD0000550,PRD00246,8,15093.64,0.0
OI00032352,ORD0049861,PRD00968,5,19051.29,0.0
OI00032353,ORD0047066,PRD00540,6,4416.84,0.0
OI00032354,ORD0029749,PRD00073,4,10385.62,0.15
OI00032355,ORD0034350,PRD00453,6,8396.32,0.05
OI00032356,ORD0002430,PRD00909,5,13040.14,0.0
OI00032357,ORD0034770,PRD00706,3,15314.95,0.0
OI00032358,ORD0018479,PRD00116,2,7651.13,0.0
OI00032359,ORD0036425,PRD00502,2,11179.8,0.0
OI00032360,ORD0020009,PRD00215,2,11190.2,0.0
OI00032361,ORD0046449,PRD00323,7,9257.77,0.05
OI00032362,ORD0017760,PRD00553,1,1634.59,0.0
OI00032363,ORD0035896,PRD00645,5,17080.98,0.05
OI00032364,ORD0016067,PRD00316,2,20756.54,0.0
OI00032365,ORD0027132,PRD00722,4,12499.37,0.0
OI00032366,ORD0033773,PRD00824,6,17951.96,0.0
OI00032367,ORD0004325,PRD00290,8,3078.97,0.15
OI00032368,ORD0037808,PRD00507,6,12389.87,0.0
OI00032369,ORD0014123,PRD00188,2,8004.68,0.15
OI00032370,ORD0010579,PRD00663,7,12395.51,0.1
OI00032371,ORD0010267,PRD00854,6,10715.4,0.0
OI00032372,ORD0015018,PRD00280,3,882.42,0.15
OI00032373,ORD0018279,PRD00209,1,12022.06,0.0
OI00032374,ORD0003350,PRD00270,6,4074.3,0.0
OI00032375,ORD0012643,PRD00385,6,16279.13,0.0
OI00032376,ORD0033513,PRD00962,7,9950.6,0.0
OI00032377,ORD0033260,PRD00958,2,2278.35,0.0
OI00032378,ORD0019576,PRD00525,6,19373.58,0.0
OI00032379,ORD0039629,PRD00645,3,17080.98,0.0
OI00032380,ORD0040233,PRD00354,4,5287.06,0.15
OI00032381,ORD0025593,PRD00314,7,12315.62,0.0
OI00032382,ORD0040146,PRD00451,6,16221.68,0.15
OI00032383,ORD0044624,PRD00529,4,10195.32,0.15
OI00032384,ORD0015721,PRD00514,3,5591.59,0.0
OI00032385,ORD0030682,PRD00554,6,7038.23,0.0
OI00032386,ORD0039107,PRD00549,8,3102.61,0.0
OI00032387,ORD0008090,PRD00108,4,21274.64,0.0
OI00032388,ORD0049385,PRD00853,8,2805.57,0.0
OI00032389,ORD0011141,PRD00758,1,20801.43,0.1
OI00032390,ORD0031662,PRD00016,7,15970.63,0.05
OI00032391,ORD0017758,PRD00244,5,7175.26,0.0
OI00032392,ORD0017940,PRD00247,4,14939.52,0.05
OI00032393,ORD0046486,PRD00369,4,14493.93,0.0
OI00032394,ORD0007935,PRD00531,8,9803.95,0.1
OI00032395,ORD0006036,PRD00938,1,20925.56,0.0
OI00032396,ORD0005586,PRD00495,4,20180.85,0.0
OI00032397,ORD0033863,PRD00926,3,14018.14,0.0
OI00032398,ORD0011782,PRD00561,4,7872.94,0.1
OI00032399,ORD0030974,PRD00872,2,16161.78,0.0
OI00032400,ORD0025870,PRD00876,7,17336.12,0.0
OI00032401,ORD0024956,PRD00033,3,17827.37,0.1
OI00032402,ORD0001577,PRD00926,4,14018.14,0.0
OI00032403,ORD0026174,PRD00210,1,6246.46,0.15
OI00032404,ORD0018871,PRD00910,7,14991.95,0.1
OI00032405,ORD0002089,PRD00059,3,10287.85,0.0
OI00032406,ORD0013178,PRD00620,6,762.51,0.1
OI00032407,ORD0031182,PRD00268,7,13122.28,0.05
OI00032408,ORD0027570,PRD00447,8,12725.78,0.0
OI00032409,ORD0030867,PRD00009,4,17332.03,0.15
OI00032410,ORD0034438,PRD00311,1,8002.2,0.05
OI00032411,ORD0013260,PRD00367,3,16157.99,0.1
OI00032412,ORD0022008,PRD00156,7,1806.7,0.0
OI00032413,ORD0019888,PRD00420,1,10832.85,0.0
OI00032414,ORD0031577,PRD00429,7,5508.82,0.0
OI00032415,ORD0039790,PRD00310,4,9931.69,0.0
OI00032416,ORD0031779,PRD00753,6,2464.68,0.05
OI00032417,ORD0023344,PRD00289,5,8088.29,0.05
OI00032418,ORD0038373,PRD00785,2,2979.06,0.1
OI00032419,ORD0030705,PRD00701,8,9335.25,0.0
OI00032420,ORD0001668,PRD00303,6,4867.7,0.15
OI00032421,ORD0006199,PRD00811,6,18767.72,0.1
OI00032422,ORD0030679,PRD00786,8,17331.27,0.0
OI00032423,ORD0022078,PRD00727,3,1231.47,0.05
OI00032424,ORD0037588,PRD00690,3,4089.39,0.0
OI00032425,ORD0020108,PRD00659,5,4269.56,0.0
OI00032426,ORD0035281,PRD00872,5,16161.78,0.1
OI00032427,ORD0008853,PRD00784,5,6390.57,0.0
OI00032428,ORD0020384,PRD00102,2,8785.64,0.1
OI00032429,ORD0023816,PRD00323,6,9257.77,0.1
OI00032430,ORD0019697,PRD00774,1,10982.48,0.05
OI00032431,ORD0038279,PRD00113,2,6693.3,0.1
OI00032432,ORD0045834,PRD00789,5,10847.98,0.0
OI00032433,ORD0021495,PRD00694,5,13284.34,0.0
OI00032434,ORD0046466,PRD00999,5,10479.93,0.1
OI00032435,ORD0007347,PRD00991,5,7465.28,0.0
OI00032436,ORD0042126,PRD00255,1,18000.73,0.15
OI00032437,ORD0046370,PRD00941,5,3664.79,0.05
OI00032438,ORD0024848,PRD00050,1,17957.2,0.05
OI00032439,ORD0049200,PRD00247,2,14939.52,0.0
OI00032440,ORD0024529,PRD00698,4,4239.18,0.1
OI00032441,ORD0009361,PRD00900,8,16549.91,0.15
OI00032442,ORD0026812,PRD00773,6,10723.34,0.05
OI00032443,ORD0033017,PRD00339,7,9469.1,0.0
OI00032444,ORD0016704,PRD00668,8,4574.09,0.05
OI00032445,ORD0037874,PRD00952,6,6713.32,0.1
OI00032446,ORD0021300,PRD00755,7,19450.09,0.1
OI00032447,ORD0011568,PRD00735,6,11046.91,0.15
OI00032448,ORD0021925,PRD00039,8,1036.31,0.05
OI00032449,ORD0026347,PRD00284,5,17337.73,0.0
OI00032450,ORD0015185,PRD00725,3,11783.27,0.1
OI00032451,ORD0024376,PRD00380,1,12237.36,0.05
OI00032452,ORD0019378,PRD00797,7,15335.11,0.15
OI00032453,ORD0048263,PRD00160,4,3349.93,0.15
OI00032454,ORD0022539,PRD00499,1,8421.59,0.1
OI00032455,ORD0020069,PRD00635,6,4119.11,0.0
OI00032456,ORD0046383,PRD00016,7,15970.63,0.05
OI00032457,ORD0000407,PRD00064,6,14202.77,0.0
OI00032458,ORD0032962,PRD00282,4,8645.15,0.15
OI00032459,ORD0015252,PRD00116,2,7651.13,0.1
OI00032460,ORD0033045,PRD00449,5,6268.22,0.0
OI00032461,ORD0037490,PRD00734,3,956.66,0.1
OI00032462,ORD0045144,PRD00200,8,19539.87,0.1
OI00032463,ORD0039155,PRD00309,6,13860.97,0.0
OI00032464,ORD0012806,PRD00571,1,324.07,0.15
OI00032465,ORD0047148,PRD00884,1,6544.34,0.1
OI00032466,ORD0039574,PRD00432,2,10037.64,0.15
OI00032467,ORD0039372,PRD00634,3,14581.08,0.0
OI00032468,ORD0040394,PRD00717,5,8021.97,0.1
OI00032469,ORD0007284,PRD00620,2,762.51,0.05
OI00032470,ORD0007098,PRD00521,3,4640.59,0.0
OI00032471,ORD0035234,PRD00589,7,16223.89,0.1
OI00032472,ORD0035086,PRD00940,3,17368.94,0.0
OI00032473,ORD0040879,PRD00065,6,19240.26,0.05
OI00032474,ORD0014373,PRD00074,4,18954.9,0.1
OI00032475,ORD0032091,PRD00761,5,11739.03,0.05
OI00032476,ORD0004940,PRD00224,5,4357.08,0.15
OI00032477,ORD0032278,PRD00185,6,7684.11,0.0
OI00032478,ORD0040170,PRD00237,5,11954.37,0.1
OI00032479,ORD0047424,PRD00896,3,18147.24,0.1
OI00032480,ORD0004118,PRD00417,3,20605.15,0.1
OI00032481,ORD0031422,PRD00229,4,6288.83,0.0
OI00032482,ORD0047972,PRD00582,6,17100.17,0.0
OI00032483,ORD0043156,PRD00530,2,6700.71,0.05
OI00032484,ORD0022816,PRD00104,7,13255.21,0.0
OI00032485,ORD0044149,PRD00285,6,10507.2,0.0
OI00032486,ORD0000777,PRD00005,7,20224.38,0.0
OI00032487,ORD0006449,PRD00934,3,11199.79,0.05
OI00032488,ORD0047781,PRD00022,7,10174.49,0.0
OI00032489,ORD0008688,PRD00244,3,7175.26,0.05
OI00032490,ORD0027540,PRD00812,2,4845.39,0.1
OI00032491,ORD0002033,PRD00346,8,3249.66,0.0
OI00032492,ORD0048200,PRD00251,2,4448.68,0.1
OI00032493,ORD0037224,PRD00541,4,3734.53,0.05
OI00032494,ORD0012114,PRD00254,4,14506.25,0.1
OI00032495,ORD0025727,PRD00872,8,16161.78,0.0
OI00032496,ORD0043962,PRD00945,3,5119.24,0.0
OI00032497,ORD0001500,PRD00136,6,14572.49,0.0
OI00032498,ORD0043401,PRD00449,8,6268.22,0.0
OI00032499,ORD0010691,PRD00850,6,16861.42,0.1
OI00032500,ORD0033999,PRD00914,3,20904.64,0.1
OI00032501,ORD0043571,PRD00243,5,12822.48,0.1
OI00032502,ORD0023724,PRD00708,4,19302.6,0.15
OI00032503,ORD0039610,PRD00600,7,8658.28,0.1
OI00032504,ORD0049750,PRD00339,4,9469.1,0.15
OI00032505,ORD0036252,PRD00175,8,1071.17,0.05
OI00032506,ORD0049605,PRD00620,3,762.51,0.15
OI00032507,ORD0015913,PRD00948,1,7633.2,0.0
OI00032508,ORD0020980,PRD00866,2,4760.9,0.0
OI00032509,ORD0041842,PRD00775,6,2336.73,0.05
OI00032510,ORD0045126,PRD00083,7,7095.57,0.0
OI00032511,ORD0001513,PRD00987,6,11046.95,0.1
OI00032512,ORD0016893,PRD00956,8,4216.66,0.1
OI00032513,ORD0027648,PRD00999,7,10479.93,0.05
OI00032514,ORD0002485,PRD00682,1,10797.46,0.15
OI00032515,ORD0031939,PRD00207,6,16073.55,0.0
OI00032516,ORD0001604,PRD00465,4,14975.69,0.0
OI00032517,ORD0028312,PRD00860,5,2490.73,0.0
OI00032518,ORD0043076,PRD00507,4,12389.87,0.0
OI00032519,ORD0012151,PRD00875,5,10492.67,0.05
OI00032520,ORD0037642,PRD00747,6,2176.11,0.15
OI00032521,ORD0001550,PRD00087,4,3186.46,0.15
OI00032522,ORD0031892,PRD00528,6,15842.03,0.1
OI00032523,ORD0037939,PRD00860,2,2490.73,0.0
OI00032524,ORD0028125,PRD00306,1,11549.64,0.1
OI00032525,ORD0010407,PRD00882,3,8745.54,0.0
OI00032526,ORD0041189,PRD00673,2,19085.92,0.1
OI00032527,ORD0029652,PRD00399,5,13555.05,0.15
OI00032528,ORD0027955,PRD00702,7,16224.48,0.1
OI00032529,ORD0009776,PRD00323,3,9257.77,0.0
OI00032530,ORD0004047,PRD00284,4,17337.73,0.1
OI00032531,ORD0043470,PRD00820,1,17136.19,0.15
OI00032532,ORD0040629,PRD00358,4,21080.9,0.0
OI00032533,ORD0045219,PRD00945,1,5119.24,0.0
OI00032534,ORD0047988,PRD00125,1,16350.28,0.15
OI00032535,ORD0028660,PRD00661,6,10287.1,0.05
OI00032536,ORD0010390,PRD00165,3,13680.7,0.15
OI00032537,ORD0026242,PRD00604,3,19010.55,0.1
OI00032538,ORD0035727,PRD00860,2,2490.73,0.1
OI00032539,ORD0004020,PRD00955,7,15196.7,0.0
OI00032540,ORD0005914,PRD00718,6,15822.98,0.1
OI00032541,ORD0020169,PRD00907,7,17340.57,0.0
OI00032542,ORD0004210,PRD00505,6,12890.32,0.05
OI00032543,ORD0019206,PRD00046,1,3037.0,0.05
OI00032544,ORD0032854,PRD00901,5,1283.4,0.0
OI00032545,ORD0009876,PRD00871,6,10488.51,0.1
OI00032546,ORD0039202,PRD00731,1,10810.07,0.15
OI00032547,ORD0032951,PRD00016,1,15970.63,0.0
OI00032548,ORD0034771,PRD00457,2,9562.94,0.05
OI00032549,ORD0032061,PRD00606,3,11473.92,0.15
OI00032550,ORD0034560,PRD00237,2,11954.37,0.0
OI00032551,ORD0009559,PRD00952,2,6713.32,0.05
OI00032552,ORD0043864,PRD00255,3,18000.73,0.15
OI00032553,ORD0008098,PRD00139,2,14852.98,0.05
OI00032554,ORD0042880,PRD00347,6,3881.75,0.1
OI00032555,ORD0017777,PRD00363,2,1135.35,0.0
OI00032556,ORD0005125,PRD00312,3,5362.01,0.0
OI00032557,ORD0023956,PRD00751,8,13913.74,0.15
OI00032558,ORD0028334,PRD00484,6,2138.53,0.0
OI00032559,ORD0044637,PRD00898,7,17362.28,0.0
OI00032560,ORD0020735,PRD00727,1,1231.47,0.1
OI00032561,ORD0033017,PRD00032,5,6106.77,0.0
OI00032562,ORD0032556,PRD00257,7,14808.91,0.05
OI00032563,ORD0008392,PRD00421,6,3972.48,0.0
OI00032564,ORD0016502,PRD00179,5,14320.28,0.0
OI00032565,ORD0016120,PRD00266,8,5112.83,0.05
OI00032566,ORD0043500,PRD00751,1,13913.74,0.0
OI00032567,ORD0001800,PRD00060,1,14303.4,0.0
OI00032568,ORD0010816,PRD00762,2,15400.28,0.0
OI00032569,ORD0013916,PRD00813,7,2308.37,0.0
OI00032570,ORD0028166,PRD00816,8,10494.3,0.05
OI00032571,ORD0002349,PRD00008,3,10094.12,0.0
OI00032572,ORD0012398,PRD00864,3,8002.29,0.15
OI00032573,ORD0005014,PRD00914,4,20904.64,0.0
OI00032574,ORD0020897,PRD00098,7,2955.26,0.15
OI00032575,ORD0036573,PRD00527,4,15629.45,0.15
OI00032576,ORD0014223,PRD00223,6,17535.92,0.1
OI00032577,ORD0001059,PRD00489,5,6062.3,0.1
OI00032578,ORD0031480,PRD00380,6,12237.36,0.05
OI00032579,ORD0042055,PRD00398,7,2862.22,0.05
OI00032580,ORD0034606,PRD00370,2,300.6,0.0
OI00032581,ORD0014224,PRD00853,4,2805.57,0.0
OI00032582,ORD0024411,PRD00696,4,4763.33,0.15
