purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status
PO0001125,SUP0074,WH005,2025-02-08,2025-02-13,2025-02-13,Delivered
PO0001126,SUP0065,WH004,2026-03-09,2026-03-14,2026-03-19,Delivered
PO0001127,SUP0042,WH003,2025-08-20,2025-08-27,2025-08-27,Delivered
PO0001128,SUP0031,WH010,2026-06-27,2026-07-05,2026-07-05,Delivered
PO0001129,SUP0069,WH003,2026-03-16,2026-03-19,2026-03-19,Delivered
PO0001130,SUP0089,WH003,2025-08-08,2025-08-15,2025-08-15,Delivered
PO0001131,SUP0082,WH001,2025-11-15,2025-11-25,2025-11-25,Delivered
PO0001132,SUP0039,WH003,2025-11-10,2025-11-16,2025-11-18,Delivered
PO0001133,SUP0051,WH009,2026-06-22,2026-06-29,2026-07-01,Delivered
PO0001134,SUP0077,WH001,2025-07-25,2025-08-07,2025-08-12,Delivered
PO0001135,SUP0085,WH003,2025-12-07,2025-12-21,2025-12-21,Delivered
PO0001136,SUP0005,WH003,2025-06-14,2025-06-22,2025-06-25,Delivered
PO0001137,SUP0056,WH010,2025-01-08,2025-01-20,2025-01-20,Delivered
PO0001138,SUP0040,WH007,2025-05-11,2025-05-23,2025-05-28,Delivered
PO0001139,SUP0031,WH009,2026-05-26,2026-06-09,2026-06-09,Delivered
PO0001140,SUP0045,WH008,2025-09-24,2025-09-29,2025-10-04,Delivered
PO0001141,SUP0004,WH006,2026-07-13,2026-07-17,2026-07-17,Delivered
PO0001142,SUP0077,WH005,2025-11-11,2025-11-16,2025-11-16,Cancelled
PO0001143,SUP0100,WH006,2026-06-19,2026-06-22,2026-06-23,Delivered
PO0001144,SUP0070,WH008,2025-09-19,2025-09-26,2025-09-27,Delivered
PO0001145,SUP0026,WH008,2026-06-10,2026-06-21,2026-06-21,Delivered
PO0001146,SUP0088,WH008,2025-10-04,2025-10-18,2025-10-18,Delivered
PO0001147,SUP0016,WH006,2025-05-29,2025-06-09,2025-06-09,Delivered
PO0001148,SUP0013,WH007,2025-03-28,2025-04-09,2025-04-12,Delivered
PO0001149,SUP0058,WH009,2025-04-04,2025-04-14,2025-04-14,Delivered
PO0001150,SUP0063,WH003,2025-02-16,2025-02-20,2025-02-22,Delivered
PO0001151,SUP0082,WH010,2025-12-06,2025-12-17,2025-12-17,Delivered
PO0001152,SUP0053,WH006,2026-03-03,2026-03-05,2026-03-05,Delivered
PO0001153,SUP0014,WH006,2026-08-13,2026-08-15,2026-08-15,Delivered
PO0001154,SUP0010,WH005,2026-06-16,2026-06-29,2026-06-29,Delivered
PO0001155,SUP0044,WH010,2025-09-16,2025-09-27,2025-09-27,Delivered
PO0001156,SUP0004,WH009,2025-07-31,2025-08-14,2025-08-16,Delivered
PO0001157,SUP0060,WH004,2026-07-18,2026-07-29,2026-08-03,Delivered
PO0001158,SUP0096,WH001,2026-01-12,2026-01-15,2026-01-15,Cancelled
PO0001159,SUP0009,WH003,2025-06-08,2025-06-19,2025-06-20,Delivered
PO0001160,SUP0045,WH001,2026-03-23,2026-03-26,2026-03-27,Delivered
PO0001161,SUP0029,WH008,2026-02-23,2026-03-04,2026-03-06,Delivered
PO0001162,SUP0033,WH004,2026-06-28,2026-07-03,2026-07-03,Delivered
PO0001163,SUP0012,WH002,2026-08-13,2026-08-16,2026-08-19,Delivered
PO0001164,SUP0023,WH010,2025-04-25,2025-05-09,2025-05-11,Delivered
PO0001165,SUP0003,WH003,2026-08-22,2026-08-24,2026-08-24,Delivered
PO0001166,SUP0012,WH001,2026-01-21,2026-02-01,2026-02-02,Delivered
PO0001167,SUP0022,WH001,2026-07-12,2026-07-21,2026-07-21,Delivered
PO0001168,SUP0005,WH002,2026-06-09,2026-06-21,2026-06-21,Delivered
PO0001169,SUP0019,WH003,2026-04-21,2026-04-29,2026-04-30,Delivered
PO0001170,SUP0017,WH005,2025-08-29,2025-09-11,2025-09-11,Delivered
PO0001171,SUP0099,WH003,2025-03-07,2025-03-15,2025-03-15,Delivered
PO0001172,SUP0095,WH010,2025-08-10,2025-08-18,2025-08-18,Cancelled
PO0001173,SUP0075,WH003,2026-01-19,2026-01-30,2026-02-01,Delivered
PO0001174,SUP0073,WH006,2026-08-05,2026-08-16,2026-08-21,Delivered
PO0001175,SUP0069,WH002,2026-07-21,2026-07-29,2026-07-29,Delivered
PO0001176,SUP0016,WH001,2025-12-09,2025-12-18,2025-12-19,Delivered
PO0001177,SUP0053,WH009,2025-07-20,2025-07-30,2025-08-02,Delivered
PO0001178,SUP0035,WH001,2026-04-03,2026-04-08,2026-04-08,Delivered
PO0001179,SUP0049,WH005,2026-01-17,2026-01-26,2026-01-29,Delivered
PO0001180,SUP0091,WH003,2025-09-15,2025-09-20,2025-09-20,Delivered
PO0001181,SUP0045,WH004,2025-06-26,2025-07-10,2025-07-10,Delivered
PO0001182,SUP0003,WH001,2025-02-10,2025-02-15,2025-02-15,Delivered
PO0001183,SUP0042,WH008,2026-05-14,2026-05-28,2026-05-30,Delivered
PO0001184,SUP0055,WH010,2026-08-27,2026-08-29,,In Transit
PO0001185,SUP0037,WH007,2026-04-17,2026-05-01,2026-05-01,Delivered
PO0001186,SUP0034,WH007,2025-09-08,2025-09-21,2025-09-21,Delivered
PO0001187,SUP0050,WH002,2025-10-31,2025-11-13,2025-11-13,Delivered
PO0001188,SUP0022,WH008,2025-10-23,2025-10-25,2025-10-25,Delivered
PO0001189,SUP0022,WH003,2026-03-07,2026-03-20,2026-03-20,Delivered
PO0001190,SUP0044,WH002,2025-11-09,2025-11-22,2025-11-30,Delivered
PO0001191,SUP0073,WH007,2025-08-21,2025-09-01,2025-09-01,Delivered
PO0001192,SUP0048,WH008,2026-07-10,2026-07-17,2026-07-18,Delivered
PO0001193,SUP0058,WH001,2025-10-20,2025-10-27,2025-10-28,Delivered
PO0001194,SUP0047,WH002,2025-01-18,2025-01-27,2025-01-29,Delivered
PO0001195,SUP0015,WH006,2025-01-18,2025-01-30,2025-02-01,Delivered
PO0001196,SUP0035,WH010,2026-04-12,2026-04-17,2026-04-19,Delivered
PO0001197,SUP0042,WH006,2026-07-03,2026-07-05,2026-07-05,Delivered
PO0001198,SUP0044,WH003,2025-08-11,2025-08-18,2025-08-21,Delivered
PO0001199,SUP0057,WH004,2026-07-09,2026-07-21,2026-07-24,Delivered
PO0001200,SUP0075,WH001,2025-06-01,2025-06-15,2025-06-17,Delivered
PO0001201,SUP0003,WH002,2026-08-17,2026-08-24,2026-08-26,Delivered
PO0001202,SUP0006,WH007,2026-06-07,2026-06-18,2026-06-19,Delivered
PO0001203,SUP0086,WH003,2026-05-16,2026-05-27,2026-05-27,Delivered
PO0001204,SUP0017,WH008,2025-10-20,2025-10-24,2025-10-24,Delivered
PO0001205,SUP0005,WH010,2025-07-31,2025-08-07,2025-08-09,Delivered
PO0001206,SUP0018,WH008,2026-03-15,2026-03-25,2026-03-25,Delivered
PO0001207,SUP0007,WH009,2026-08-08,2026-08-18,2026-08-18,Cancelled
PO0001208,SUP0071,WH010,2025-07-17,2025-07-29,2025-07-31,Delivered
PO0001209,SUP0094,WH004,2025-02-16,2025-02-23,2025-02-23,Delivered
PO0001210,SUP0098,WH005,2026-08-21,2026-09-01,,In Transit
PO0001211,SUP0030,WH004,2026-07-02,2026-07-16,2026-07-16,Delivered
PO0001212,SUP0013,WH008,2026-01-27,2026-01-29,2026-01-29,Delivered
PO0001213,SUP0084,WH004,2025-05-10,2025-05-17,2025-05-18,Delivered
PO0001214,SUP0073,WH003,2026-02-17,2026-02-23,2026-02-25,Delivered
PO0001215,SUP0047,WH006,2025-09-15,2025-09-23,2025-09-28,Delivered
PO0001216,SUP0020,WH005,2025-04-04,2025-04-17,2025-04-18,Delivered
PO0001217,SUP0039,WH007,2025-08-28,2025-08-30,2025-08-30,Delivered
PO0001218,SUP0090,WH006,2026-07-19,2026-07-29,2026-07-30,Delivered
PO0001219,SUP0042,WH004,2025-07-10,2025-07-24,2025-07-24,Delivered
PO0001220,SUP0054,WH003,2025-08-17,2025-08-20,2025-08-20,Delivered
PO0001221,SUP0014,WH005,2025-01-21,2025-02-01,2025-02-03,Delivered
PO0001222,SUP0024,WH001,2025-10-12,2025-10-21,2025-10-21,Delivered
PO0001223,SUP0057,WH008,2026-02-14,2026-02-28,2026-03-03,Delivered
PO0001224,SUP0071,WH003,2025-07-15,2025-07-29,2025-07-29,Delivered
PO0001225,SUP0036,WH010,2025-02-27,2025-03-06,2025-03-07,Delivered
PO0001226,SUP0096,WH007,2025-06-16,2025-06-24,2025-06-24,Delivered
PO0001227,SUP0014,WH007,2025-06-02,2025-06-09,2025-06-14,Delivered
PO0001228,SUP0049,WH002,2026-03-21,2026-03-23,2026-03-26,Delivered
PO0001229,SUP0047,WH002,2025-09-27,2025-10-05,2025-10-07,Delivered
PO0001230,SUP0003,WH008,2026-06-07,2026-06-14,2026-06-14,Delivered
PO0001231,SUP0095,WH009,2025-05-25,2025-06-05,2025-06-08,Delivered
PO0001232,SUP0084,WH010,2025-02-16,2025-02-24,2025-02-24,Delivered
PO0001233,SUP0051,WH010,2026-01-14,2026-01-18,2026-01-19,Delivered
PO0001234,SUP0016,WH005,2026-05-13,2026-05-27,2026-05-27,Delivered
PO0001235,SUP0029,WH001,2025-08-05,2025-08-15,2025-08-16,Delivered
PO0001236,SUP0024,WH002,2025-01-25,2025-02-08,2025-02-08,Delivered
PO0001237,SUP0010,WH004,2025-05-12,2025-05-26,2025-05-27,Delivered
PO0001238,SUP0074,WH008,2025-08-13,2025-08-21,2025-08-21,Delivered
PO0001239,SUP0075,WH009,2026-01-19,2026-01-25,2026-01-25,Delivered
PO0001240,SUP0090,WH010,2025-10-16,2025-10-18,2025-10-26,Delivered
PO0001241,SUP0067,WH006,2025-02-13,2025-02-16,2025-02-16,Delivered
PO0001242,SUP0020,WH006,2026-04-02,2026-04-09,2026-04-10,Delivered
PO0001243,SUP0006,WH003,2026-05-20,2026-05-30,2026-06-01,Delivered
PO0001244,SUP0037,WH001,2025-10-11,2025-10-15,2025-10-15,Delivered
PO0001245,SUP0049,WH004,2025-06-19,2025-06-28,2025-06-28,Delivered
PO0001246,SUP0053,WH002,2026-02-13,2026-02-17,2026-02-18,Delivered
PO0001247,SUP0066,WH002,2025-08-17,2025-08-23,2025-08-23,Delivered
PO0001248,SUP0094,WH008,2025-03-31,2025-04-13,2025-04-13,Delivered
PO0001249,SUP0062,WH007,2025-12-16,2025-12-22,2025-12-27,Delivered
PO0001250,SUP0078,WH001,2025-08-06,2025-08-17,2025-08-17,Delivered
PO0001251,SUP0031,WH001,2025-04-07,2025-04-18,2025-04-18,Delivered
PO0001252,SUP0060,WH010,2025-08-19,2025-08-23,2025-08-25,Delivered
PO0001253,SUP0025,WH007,2026-05-09,2026-05-22,2026-05-22,Delivered
PO0001254,SUP0034,WH009,2026-08-21,2026-09-03,,In Transit
PO0001255,SUP0016,WH004,2026-07-10,2026-07-13,2026-07-13,Delivered
PO0001256,SUP0095,WH004,2026-08-23,2026-09-03,,In Transit
PO0001257,SUP0082,WH007,2025-07-18,2025-08-01,2025-08-01,Delivered
PO0001258,SUP0094,WH004,2025-12-22,2025-12-30,2025-12-30,Delivered
PO0001259,SUP0041,WH001,2025-11-12,2025-11-21,2025-11-26,Delivered
PO0001260,SUP0059,WH008,2026-05-18,2026-06-01,2026-06-01,Delivered
PO0001261,SUP0031,WH006,2026-04-29,2026-05-12,2026-05-13,Delivered
PO0001262,SUP0025,WH008,2026-03-19,2026-03-26,2026-03-27,Delivered
PO0001263,SUP0076,WH001,2026-07-04,2026-07-10,2026-07-13,Delivered
PO0001264,SUP0069,WH007,2025-07-29,2025-08-09,2025-08-09,Delivered
PO0001265,SUP0094,WH001,2026-07-13,2026-07-15,2026-07-18,Delivered
PO0001266,SUP0073,WH009,2025-07-24,2025-07-30,2025-07-31,Delivered
PO0001267,SUP0063,WH003,2026-04-17,2026-04-21,2026-04-21,Delivered
PO0001268,SUP0082,WH003,2026-04-14,2026-04-22,2026-04-24,Delivered
PO0001269,SUP0014,WH010,2025-01-26,2025-02-08,2025-02-08,Delivered
PO0001270,SUP0042,WH004,2025-02-02,2025-02-10,2025-02-10,Delivered
PO0001271,SUP0067,WH002,2025-05-16,2025-05-26,2025-05-26,Delivered
PO0001272,SUP0061,WH004,2026-06-04,2026-06-13,2026-06-13,Delivered
PO0001273,SUP0067,WH009,2026-05-17,2026-05-21,2026-05-22,Delivered
PO0001274,SUP0096,WH007,2025-04-29,2025-05-08,2025-05-08,Delivered
PO0001275,SUP0030,WH002,2025-06-27,2025-07-06,2025-07-06,Cancelled
PO0001276,SUP0018,WH008,2025-08-02,2025-08-10,2025-08-11,Delivered
PO0001277,SUP0043,WH002,2025-09-01,2025-09-05,2025-09-08,Delivered
PO0001278,SUP0083,WH001,2026-01-10,2026-01-22,2026-01-23,Delivered
PO0001279,SUP0035,WH005,2025-06-13,2025-06-15,2025-06-23,Delivered
PO0001280,SUP0096,WH008,2025-07-20,2025-08-03,2025-08-04,Delivered
PO0001281,SUP0064,WH006,2025-12-05,2025-12-07,2025-12-08,Delivered
PO0001282,SUP0065,WH004,2025-04-01,2025-04-08,2025-04-08,Delivered
PO0001283,SUP0097,WH004,2025-06-15,2025-06-28,2025-06-28,Delivered
PO0001284,SUP0098,WH005,2025-03-14,2025-03-28,2025-03-28,Delivered
PO0001285,SUP0098,WH007,2025-12-03,2025-12-12,2025-12-12,Delivered
PO0001286,SUP0067,WH001,2025-08-31,2025-09-10,2025-09-10,Delivered
PO0001287,SUP0009,WH001,2026-06-11,2026-06-19,2026-06-19,Delivered
PO0001288,SUP0015,WH005,2025-11-01,2025-11-10,2025-11-12,Delivered
PO0001289,SUP0073,WH001,2025-05-22,2025-06-04,2025-06-04,Delivered
PO0001290,SUP0020,WH010,2025-05-24,2025-05-28,2025-05-28,Delivered
PO0001291,SUP0001,WH007,2025-07-24,2025-08-03,2025-08-05,Delivered
PO0001292,SUP0050,WH004,2025-09-16,2025-09-28,2025-10-01,Delivered
PO0001293,SUP0060,WH009,2026-08-12,2026-08-19,2026-08-22,Delivered
PO0001294,SUP0016,WH007,2025-10-19,2025-10-29,2025-11-01,Delivered
PO0001295,SUP0046,WH003,2026-03-04,2026-03-14,2026-03-15,Delivered
PO0001296,SUP0020,WH003,2025-11-21,2025-11-29,2025-11-29,Delivered
PO0001297,SUP0090,WH001,2025-09-21,2025-09-28,2025-09-28,Delivered
PO0001298,SUP0025,WH010,2025-10-28,2025-10-30,2025-10-30,Delivered
PO0001299,SUP0091,WH006,2026-04-24,2026-05-03,2026-05-03,Delivered
PO0001300,SUP0095,WH010,2025-10-08,2025-10-17,2025-10-17,Delivered
PO0001301,SUP0024,WH010,2025-12-20,2025-12-27,2025-12-27,Delivered
PO0001302,SUP0028,WH003,2025-04-17,2025-04-23,2025-04-25,Delivered
PO0001303,SUP0095,WH008,2026-05-23,2026-05-27,2026-05-27,Delivered
PO0001304,SUP0038,WH008,2025-10-16,2025-10-20,2025-10-20,Delivered
PO0001305,SUP0100,WH008,2025-04-12,2025-04-17,2025-04-20,Delivered
PO0001306,SUP0049,WH006,2025-09-06,2025-09-20,2025-09-21,Delivered
PO0001307,SUP0031,WH008,2026-03-13,2026-03-17,2026-03-18,Delivered
PO0001308,SUP0022,WH002,2025-12-30,2026-01-11,2026-01-13,Delivered
PO0001309,SUP0081,WH009,2026-02-17,2026-02-23,2026-02-23,Delivered
PO0001310,SUP0015,WH009,2025-07-08,2025-07-21,2025-07-21,Delivered
PO0001311,SUP0066,WH006,2025-12-16,2025-12-21,2025-12-26,Delivered
PO0001312,SUP0024,WH008,2025-09-30,2025-10-04,2025-10-04,Delivered
PO0001313,SUP0046,WH009,2025-01-23,2025-02-04,2025-02-04,Delivered
PO0001314,SUP0049,WH007,2025-07-23,2025-08-04,2025-08-04,Delivered
PO0001315,SUP0084,WH002,2025-09-18,2025-09-26,2025-09-26,Delivered
PO0001316,SUP0022,WH006,2026-03-16,2026-03-26,2026-03-31,Delivered
PO0001317,SUP0075,WH002,2026-07-26,2026-08-07,2026-08-07,Delivered
PO0001318,SUP0064,WH009,2025-08-19,2025-08-25,2025-08-26,Delivered
PO0001319,SUP0092,WH007,2025-12-12,2025-12-22,2025-12-22,Delivered
PO0001320,SUP0007,WH009,2025-09-13,2025-09-22,2025-09-22,Delivered
PO0001321,SUP0095,WH010,2026-06-02,2026-06-15,2026-06-15,Delivered
PO0001322,SUP0012,WH001,2026-07-23,2026-08-03,2026-08-03,Delivered
PO0001323,SUP0012,WH010,2026-01-12,2026-01-20,2026-01-25,Delivered
PO0001324,SUP0008,WH006,2026-05-09,2026-05-12,2026-05-12,Delivered
PO0001325,SUP0064,WH006,2025-12-10,2025-12-24,2025-12-25,Delivered
PO0001326,SUP0020,WH004,2026-08-05,2026-08-16,2026-08-16,Delivered
PO0001327,SUP0055,WH001,2025-01-28,2025-02-08,2025-02-09,Delivered
PO0001328,SUP0007,WH009,2026-05-27,2026-06-06,2026-06-07,Delivered
PO0001329,SUP0059,WH003,2025-05-26,2025-06-05,2025-06-05,Delivered
PO0001330,SUP0029,WH001,2026-08-14,2026-08-18,2026-08-18,Delivered
PO0001331,SUP0063,WH006,2026-05-24,2026-06-03,2026-06-06,Delivered
PO0001332,SUP0086,WH004,2026-02-12,2026-02-25,2026-02-26,Delivered
PO0001333,SUP0035,WH010,2025-11-25,2025-11-27,2025-11-27,Delivered
PO0001334,SUP0010,WH008,2025-01-17,2025-01-20,2025-01-20,Cancelled
PO0001335,SUP0006,WH009,2025-09-30,2025-10-08,2025-10-10,Delivered
PO0001336,SUP0002,WH005,2026-05-28,2026-06-01,2026-06-06,Delivered
PO0001337,SUP0100,WH010,2025-04-29,2025-05-03,2025-05-03,Delivered
PO0001338,SUP0093,WH003,2025-11-13,2025-11-21,2025-11-26,Delivered
PO0001339,SUP0063,WH010,2025-04-07,2025-04-15,2025-04-15,Delivered
PO0001340,SUP0001,WH009,2026-02-02,2026-02-13,2026-02-13,Delivered
PO0001341,SUP0048,WH002,2025-03-30,2025-04-07,2025-04-07,Delivered
PO0001342,SUP0029,WH006,2025-01-10,2025-01-16,2025-01-16,Delivered
PO0001343,SUP0005,WH009,2026-01-09,2026-01-20,2026-01-20,Delivered
PO0001344,SUP0021,WH009,2026-06-04,2026-06-12,2026-06-20,Delivered
PO0001345,SUP0095,WH005,2025-04-02,2025-04-09,2025-04-09,Delivered
PO0001346,SUP0058,WH009,2026-06-18,2026-06-21,2026-06-22,Delivered
PO0001347,SUP0003,WH010,2025-03-23,2025-04-01,2025-04-01,Delivered
PO0001348,SUP0077,WH010,2025-04-16,2025-04-30,2025-04-30,Delivered
PO0001349,SUP0065,WH002,2026-07-27,2026-07-30,2026-08-02,Delivered
PO0001350,SUP0035,WH005,2026-06-02,2026-06-06,2026-06-06,Delivered
PO0001351,SUP0014,WH001,2025-10-11,2025-10-24,2025-10-24,Delivered
PO0001352,SUP0018,WH001,2025-04-30,2025-05-06,2025-05-06,Delivered
PO0001353,SUP0098,WH009,2025-12-28,2026-01-10,2026-01-12,Delivered
PO0001354,SUP0032,WH002,2026-03-03,2026-03-06,2026-03-06,Delivered
PO0001355,SUP0056,WH008,2025-07-08,2025-07-14,2025-07-16,Delivered
PO0001356,SUP0055,WH002,2025-05-11,2025-05-24,2025-05-24,Cancelled
PO0001357,SUP0051,WH006,2025-10-09,2025-10-17,2025-10-18,Delivered
PO0001358,SUP0096,WH003,2025-08-19,2025-08-30,2025-09-04,Delivered
PO0001359,SUP0049,WH004,2026-07-22,2026-07-30,2026-07-31,Delivered
PO0001360,SUP0009,WH006,2026-07-05,2026-07-10,2026-07-10,Delivered
PO0001361,SUP0054,WH008,2026-04-23,2026-05-07,2026-05-07,Delivered
PO0001362,SUP0094,WH005,2025-06-12,2025-06-26,2025-07-01,Delivered
PO0001363,SUP0064,WH009,2026-01-09,2026-01-18,2026-01-18,Delivered
PO0001364,SUP0058,WH006,2025-10-04,2025-10-13,2025-10-13,Delivered
PO0001365,SUP0034,WH006,2025-02-22,2025-03-06,2025-03-06,Delivered
PO0001366,SUP0054,WH008,2026-04-04,2026-04-18,2026-04-18,Delivered
PO0001367,SUP0080,WH001,2025-09-14,2025-09-23,2025-09-23,Delivered
PO0001368,SUP0028,WH004,2025-11-02,2025-11-12,2025-11-13,Delivered
PO0001369,SUP0018,WH002,2025-02-10,2025-02-12,2025-02-14,Delivered
PO0001370,SUP0093,WH008,2025-09-28,2025-10-11,2025-10-12,Delivered
PO0001371,SUP0058,WH001,2025-01-01,2025-01-12,2025-01-15,Delivered
PO0001372,SUP0072,WH003,2025-09-18,2025-10-02,2025-10-02,Delivered
PO0001373,SUP0091,WH006,2026-04-23,2026-05-07,2026-05-07,Delivered
PO0001374,SUP0021,WH007,2025-10-12,2025-10-26,2025-10-26,Delivered
PO0001375,SUP0041,WH008,2025-08-25,2025-08-30,2025-09-04,Delivered
PO0001376,SUP0032,WH002,2026-01-24,2026-01-29,2026-02-03,Delivered
PO0001377,SUP0038,WH008,2026-03-27,2026-04-03,2026-04-03,Delivered
PO0001378,SUP0100,WH010,2025-11-02,2025-11-11,2025-11-11,Delivered
PO0001379,SUP0089,WH004,2025-09-21,2025-10-01,2025-10-03,Delivered
PO0001380,SUP0088,WH006,2026-05-19,2026-05-29,2026-05-31,Delivered
PO0001381,SUP0056,WH001,2025-04-17,2025-04-28,2025-04-28,Delivered
PO0001382,SUP0052,WH008,2025-05-24,2025-06-05,2025-06-05,Delivered
PO0001383,SUP0051,WH006,2026-03-10,2026-03-18,2026-03-18,Delivered
PO0001384,SUP0067,WH006,2025-08-20,2025-08-25,2025-09-02,Delivered
PO0001385,SUP0008,WH007,2025-10-21,2025-11-02,2025-11-02,Delivered
PO0001386,SUP0054,WH002,2025-01-26,2025-02-05,2025-02-05,Delivered
PO0001387,SUP0025,WH001,2025-03-03,2025-03-14,2025-03-14,Delivered
PO0001388,SUP0026,WH007,2025-04-04,2025-04-07,2025-04-07,Delivered
PO0001389,SUP0065,WH003,2025-03-06,2025-03-17,2025-03-17,Delivered
PO0001390,SUP0012,WH001,2025-08-08,2025-08-15,2025-08-15,Delivered
PO0001391,SUP0091,WH009,2026-07-06,2026-07-15,2026-07-15,Delivered
PO0001392,SUP0051,WH005,2025-10-10,2025-10-18,2025-10-18,Delivered
PO0001393,SUP0037,WH008,2025-08-13,2025-08-26,2025-08-29,Delivered
PO0001394,SUP0007,WH009,2025-06-12,2025-06-25,2025-06-30,Delivered
PO0001395,SUP0052,WH010,2025-10-05,2025-10-11,2025-10-11,Delivered
PO0001396,SUP0049,WH010,2026-01-23,2026-02-02,2026-02-02,Delivered
PO0001397,SUP0021,WH008,2026-04-25,2026-05-01,2026-05-01,Delivered
PO0001398,SUP0016,WH005,2025-07-08,2025-07-16,2025-07-18,Delivered
PO0001399,SUP0098,WH008,2025-04-08,2025-04-16,2025-04-16,Delivered
PO0001400,SUP0099,WH001,2026-03-20,2026-03-31,2026-03-31,Delivered
PO0001401,SUP0088,WH002,2025-12-28,2026-01-06,2026-01-06,Delivered
PO0001402,SUP0088,WH005,2025-07-10,2025-07-20,2025-07-22,Delivered
PO0001403,SUP0089,WH006,2026-01-01,2026-01-04,2026-01-05,Delivered
PO0001404,SUP0085,WH010,2025-06-04,2025-06-10,2025-06-13,Delivered
PO0001405,SUP0045,WH001,2025-07-27,2025-08-06,2025-08-07,Delivered
PO0001406,SUP0091,WH003,2025-03-03,2025-03-13,2025-03-13,Cancelled
PO0001407,SUP0004,WH003,2026-02-20,2026-03-03,2026-03-03,Delivered
PO0001408,SUP0012,WH001,2025-07-18,2025-07-29,2025-07-29,Delivered
PO0001409,SUP0045,WH002,2026-01-13,2026-01-27,2026-01-30,Delivered
PO0001410,SUP0025,WH008,2025-02-25,2025-02-27,2025-02-28,Delivered
PO0001411,SUP0070,WH010,2026-03-03,2026-03-11,2026-03-13,Delivered
PO0001412,SUP0054,WH010,2025-12-15,2025-12-25,2025-12-28,Delivered
PO0001413,SUP0052,WH006,2025-11-25,2025-12-08,2025-12-08,Delivered
PO0001414,SUP0003,WH008,2025-07-25,2025-08-06,2025-08-07,Delivered
PO0001415,SUP0040,WH007,2026-03-19,2026-03-26,2026-03-27,Delivered
PO0001416,SUP0019,WH005,2025-09-09,2025-09-18,2025-09-18,Delivered
PO0001417,SUP0034,WH004,2025-06-04,2025-06-13,2025-06-13,Delivered
PO0001418,SUP0015,WH009,2026-02-14,2026-02-16,2026-02-16,Delivered
PO0001419,SUP0009,WH007,2025-05-08,2025-05-14,2025-05-22,Delivered
PO0001420,SUP0012,WH003,2025-12-14,2025-12-19,2025-12-19,Delivered
PO0001421,SUP0039,WH009,2025-08-17,2025-08-23,2025-08-23,Delivered
PO0001422,SUP0082,WH002,2026-04-09,2026-04-19,2026-04-20,Delivered
PO0001423,SUP0056,WH008,2026-05-24,2026-06-02,2026-06-02,Delivered
PO0001424,SUP0015,WH007,2025-11-27,2025-12-08,2025-12-16,Delivered
PO0001425,SUP0022,WH004,2025-02-12,2025-02-20,2025-02-20,Delivered
PO0001426,SUP0028,WH006,2026-03-01,2026-03-14,2026-03-14,Delivered
PO0001427,SUP0052,WH006,2025-12-20,2025-12-24,2025-12-29,Delivered
PO0001428,SUP0009,WH008,2026-07-16,2026-07-27,2026-08-04,Delivered
PO0001429,SUP0064,WH006,2026-03-18,2026-04-01,2026-04-01,Delivered
PO0001430,SUP0013,WH008,2025-02-22,2025-03-06,2025-03-06,Delivered
PO0001431,SUP0081,WH004,2025-12-25,2025-12-30,2026-01-07,Delivered
PO0001432,SUP0042,WH007,2025-04-28,2025-05-05,2025-05-08,Delivered
PO0001433,SUP0041,WH004,2025-12-18,2025-12-22,2025-12-24,Delivered
PO0001434,SUP0058,WH008,2025-01-25,2025-01-27,2025-02-01,Delivered
PO0001435,SUP0078,WH005,2025-05-24,2025-05-31,2025-05-31,Delivered
PO0001436,SUP0012,WH006,2025-02-25,2025-03-11,2025-03-13,Delivered
PO0001437,SUP0033,WH010,2025-05-19,2025-05-22,2025-05-22,Delivered
PO0001438,SUP0005,WH008,2026-06-12,2026-06-15,2026-06-16,Delivered
PO0001439,SUP0039,WH004,2026-08-23,2026-08-31,,In Transit
PO0001440,SUP0092,WH007,2025-05-12,2025-05-14,2025-05-15,Delivered
PO0001441,SUP0052,WH001,2025-12-22,2026-01-03,2026-01-03,Delivered
PO0001442,SUP0061,WH010,2026-07-01,2026-07-10,2026-07-12,Delivered
PO0001443,SUP0052,WH009,2025-12-13,2025-12-26,2025-12-26,Delivered
PO0001444,SUP0061,WH003,2026-06-29,2026-07-05,2026-07-05,Delivered
PO0001445,SUP0085,WH004,2026-05-02,2026-05-07,2026-05-08,Delivered
PO0001446,SUP0002,WH003,2026-04-16,2026-04-29,2026-04-29,Delivered
PO0001447,SUP0039,WH009,2025-03-11,2025-03-16,2025-03-19,Delivered
PO0001448,SUP0047,WH003,2025-11-16,2025-11-22,2025-11-22,Delivered
PO0001449,SUP0046,WH002,2025-02-01,2025-02-07,2025-02-08,Delivered
PO0001450,SUP0097,WH005,2025-08-10,2025-08-22,2025-08-22,Delivered
PO0001451,SUP0071,WH001,2025-05-12,2025-05-21,2025-05-22,Delivered
PO0001452,SUP0033,WH008,2026-06-22,2026-07-05,2026-07-08,Delivered
PO0001453,SUP0045,WH008,2026-06-13,2026-06-24,2026-06-26,Delivered
PO0001454,SUP0032,WH010,2026-05-29,2026-06-10,2026-06-12,Delivered
PO0001455,SUP0024,WH002,2026-02-25,2026-03-11,2026-03-11,Delivered
PO0001456,SUP0066,WH001,2026-07-27,2026-08-04,2026-08-04,Delivered
